,what,was,westinghouse,potentially,trying,to,avoid,by,paying,tesla,?
several,0.22446060180664062,0.25396689772605896,0.28180283308029175,0.23008885979652405,0.2762913703918457,0.36196985840797424,0.21217738091945648,0.3275541365146637,0.14609375596046448,0.12530387938022614,0.15595775842666626
sources,0.30212491750717163,0.1857762485742569,0.1764935851097107,0.35338833928108215,0.23915626108646393,0.29232558608055115,0.19651401042938232,0.1700943410396576,0.18518121540546417,0.09786935150623322,0.2886999845504761
say,0.5386801958084106,0.24911612272262573,0.12428668141365051,0.2826990485191345,0.385959655046463,0.38071900606155396,0.27530360221862793,0.21690572798252106,0.2987460196018219,0.14495143294334412,0.4357808530330658
westinghouse,0.16126319766044617,0.30702054500579834,0.9999999403953552,0.18358859419822693,0.12621644139289856,0.22176946699619293,0.1367052048444748,0.2823614776134491,0.2033509612083435,0.35764777660369873,0.17307911813259125
was,0.22111038863658905,1.0000001192092896,0.30702054500579834,0.1821160763502121,0.19752094149589539,0.3636345863342285,0.16494938731193542,0.4752357602119446,0.2340831756591797,0.16455206274986267,0.18412111699581146
worried,0.4046177566051483,0.25725269317626953,0.12545029819011688,0.2707635760307312,0.40674889087677,0.2745876908302307,0.28654831647872925,0.19975726306438446,0.29900529980659485,0.10610958933830261,0.2862061858177185
about,0.47976887226104736,0.2577359974384308,0.15245503187179565,0.3081973195075989,0.32755836844444275,0.391953706741333,0.22290661931037903,0.30091190338134766,0.27625226974487305,0.16756023466587067,0.302409827709198
potential,0.27308183908462524,0.1598915457725525,0.21031026542186737,0.8087139129638672,0.30041494965553284,0.3595958650112152,0.3307623565196991,0.1736098974943161,0.24460919201374054,0.22200481593608856,0.20122039318084717
bad,0.3832245469093323,0.2163671851158142,0.10732299089431763,0.23541422188282013,0.30936935544013977,0.27001938223838806,0.31035810708999634,0.24132612347602844,0.229934960603714,0.12093380093574524,0.2560768127441406
publicity,0.28360068798065186,0.2459893822669983,0.24930092692375183,0.34291666746139526,0.2514760196208954,0.3109956383705139,0.2840992510318756,0.21457146108150482,0.3610977828502655,0.18969646096229553,0.28002357482910156
surrounding,0.2419222742319107,0.1394682377576828,0.17785629630088806,0.3007870316505432,0.20446155965328217,0.29437771439552307,0.300779789686203,0.25132909417152405,0.17841091752052307,0.07505343109369278,0.05288729816675186
the,0.42745697498321533,0.48711544275283813,0.3101098835468292,0.269131064414978,0.2930695712566376,0.535392165184021,0.24833035469055176,0.4408751428127289,0.21152552962303162,0.1324402391910553,0.22068053483963013
impoverished,0.19778884947299957,0.32602691650390625,0.21992287039756775,0.17534036934375763,0.19600708782672882,0.2154206931591034,0.185995951294899,0.2026454657316208,0.28997042775154114,0.09106706827878952,0.10106796026229858
conditions,0.27960067987442017,0.139873668551445,0.17751893401145935,0.29071372747421265,0.14093641936779022,0.2756218910217285,0.23746484518051147,0.18849025666713715,0.2249770611524582,0.14494742453098297,0.17021824419498444
their,0.35142919421195984,0.2396296262741089,0.2620682418346405,0.25466224551200867,0.28493550419807434,0.44619059562683105,0.32294902205467224,0.3242124021053314,0.2782803475856781,0.14192484319210052,0.1898253709077835
former,0.13598288595676422,0.2544213533401489,0.24350173771381378,0.15561695396900177,0.13192994892597198,0.12857267260551453,0.0020594254601746798,0.18490687012672424,0.16500578820705414,0.1976873129606247,0.10570605844259262
star,0.14606088399887085,0.22616681456565857,0.24066530168056488,0.17095345258712769,0.12760919332504272,0.1685386449098587,0.10797233134508133,0.15819701552391052,0.09934234619140625,0.15175704658031464,0.10727278888225555
inventor,0.1433403640985489,0.24424013495445251,0.3866482973098755,0.06228593736886978,0.12091953307390213,0.12521976232528687,0.1008656844496727,0.15661834180355072,0.140415757894516,0.3558236360549927,0.1474177986383438
was,0.22111038863658905,1.0000001192092896,0.30702054500579834,0.1821160763502121,0.19752094149589539,0.3636345863342285,0.16494938731193542,0.4752357602119446,0.2340831756591797,0.16455206274986267,0.18412111699581146
living,0.22245320677757263,0.16790105402469635,0.23987160623073578,0.17560206353664398,0.19001857936382294,0.2300543487071991,0.06423448771238327,0.13607634603977203,0.24248957633972168,0.060642603784799576,0.18362653255462646
under,0.20154598355293274,0.2672741413116455,0.22785711288452148,0.15820232033729553,0.1631590723991394,0.27177539467811584,0.12334494292736053,0.3161602020263672,0.16616769134998322,0.122123122215271,0.18233340978622437
.,0.3567904531955719,0.40146201848983765,0.3097001910209656,0.22438080608844757,0.3029857277870178,0.4645031690597534,0.19342699646949768,0.3936232924461365,0.20282593369483948,0.17949827015399933,0.4130953550338745
