,in,1758,what,was,duc,de,choiseul,'s,plan,for,focused,military,efforts,?
in,1.0,0.13127636909484863,0.30808621644973755,0.45514053106307983,0.19990912079811096,0.24818959832191467,0.25979629158973694,-0.037580832839012146,0.23924663662910461,0.4322226941585541,0.29637840390205383,0.2402431070804596,0.21540255844593048,0.20430970191955566
the,0.6662389636039734,0.13942837715148926,0.42745697498321533,0.48711544275283813,0.20688122510910034,0.23491892218589783,0.3060218393802643,-0.01540423184633255,0.2852855324745178,0.4739971458911896,0.2969476580619812,0.2290858030319214,0.26890742778778076,0.22068053483963013
aftermath,0.24593965709209442,0.19607552886009216,0.18331018090248108,0.2607690393924713,0.1290600448846817,0.15776227414608002,0.09089779853820801,-0.007904009893536568,0.302227646112442,0.22431324422359467,0.2546590268611908,0.22934755682945251,0.34715545177459717,0.13848184049129486
of,0.5696388483047485,0.1457350105047226,0.33290785551071167,0.4069072902202606,0.22097963094711304,0.26292696595191956,0.3075558543205261,-0.03817026689648628,0.2742128372192383,0.4185989499092102,0.29831600189208984,0.27347031235694885,0.23738951981067657,0.1826142966747284
generally,0.28190043568611145,0.05126572772860527,0.40614598989486694,0.25163960456848145,0.1590358316898346,0.11163943260908127,0.21561497449874878,0.017207007855176926,0.19751226902008057,0.35338807106018066,0.30545562505722046,0.22823303937911987,0.2584264874458313,0.23411904275417328
poor,0.23408232629299164,0.09731544554233551,0.2570318877696991,0.23301246762275696,0.17587736248970032,0.13540837168693542,0.2126496285200119,0.07552039623260498,0.20175911486148834,0.2900572121143341,0.24750451743602753,0.15551351010799408,0.2913396954536438,0.12937016785144806
french,0.22093388438224792,0.27732017636299133,0.17393042147159576,0.2523815333843231,0.4220242202281952,0.3256419897079468,0.48836782574653625,0.0634014755487442,0.14708219468593597,0.17280760407447815,0.14907051622867584,0.23023447394371033,0.1669636070728302,0.1386883556842804
results,0.28880611062049866,0.18297813832759857,0.2425258755683899,0.1437312215566635,0.14486432075500488,0.1219186782836914,0.19721587002277374,0.082309789955616,0.1878771334886551,0.2949832081794739,0.19308529794216156,0.13879437744617462,0.24627336859703064,0.21797199547290802
in,1.0,0.13127636909484863,0.30808621644973755,0.45514053106307983,0.19990912079811096,0.24818959832191467,0.25979629158973694,-0.037580832839012146,0.23924663662910461,0.4322226941585541,0.29637840390205383,0.2402431070804596,0.21540255844593048,0.20430970191955566
most,0.41416558623313904,0.04778033122420311,0.3219912350177765,0.29933857917785645,0.1437874287366867,0.16639204323291779,0.25101372599601746,0.024445664137601852,0.12854477763175964,0.3906237483024597,0.2491244375705719,0.20350180566310883,0.2607354521751404,0.2107497900724411
theaters,0.3371431827545166,0.15969882905483246,0.1360531598329544,0.33365586400032043,0.09490130096673965,0.1376861035823822,0.1653217375278473,0.0720474123954773,0.24493151903152466,0.23375877737998962,0.19928628206253052,0.17059092223644257,0.16178590059280396,0.17258712649345398
of,0.5696388483047485,0.1457350105047226,0.33290785551071167,0.4069072902202606,0.22097963094711304,0.26292696595191956,0.3075558543205261,-0.03817026689648628,0.2742128372192383,0.4185989499092102,0.29831600189208984,0.27347031235694885,0.23738951981067657,0.1826142966747284
the,0.6662389636039734,0.13942837715148926,0.42745697498321533,0.48711544275283813,0.20688122510910034,0.23491892218589783,0.3060218393802643,-0.01540423184633255,0.2852855324745178,0.4739971458911896,0.2969476580619812,0.2290858030319214,0.26890742778778076,0.22068053483963013
seven,0.24717609584331512,0.1955428272485733,0.15978287160396576,0.28194957971572876,0.13602067530155182,0.10799563676118851,0.18610502779483795,0.05859247222542763,0.1642867773771286,0.22466500103473663,0.12154217064380646,0.15021026134490967,0.14109094440937042,0.1732930988073349
years,0.33554986119270325,0.0670325979590416,0.1981470286846161,0.35855233669281006,0.1460418999195099,0.2013375610113144,0.22101731598377228,0.05563735216856003,0.14335159957408905,0.2878222167491913,0.2022814303636551,0.2072204351425171,0.1563541293144226,0.1914375126361847
',0.4158826768398285,0.13278348743915558,0.3245812654495239,0.33675912022590637,0.12785647809505463,0.25263482332229614,0.27564311027526855,0.07651367038488388,0.2319491058588028,0.31184524297714233,0.16343793272972107,0.15565085411071777,0.18707911670207977,0.330942302942276
war,0.29904094338417053,0.10522288084030151,0.22516006231307983,0.3560331463813782,0.18695217370986938,0.17422519624233246,0.22435900568962097,0.06856801360845566,0.23922358453273773,0.22632956504821777,0.20814575254917145,0.46499648690223694,0.32331201434135437,0.15510529279708862
in,1.0,0.13127636909484863,0.30808621644973755,0.45514053106307983,0.19990912079811096,0.24818959832191467,0.25979629158973694,-0.037580832839012146,0.23924663662910461,0.4322226941585541,0.29637840390205383,0.2402431070804596,0.21540255844593048,0.20430970191955566
1758,0.13127636909484863,1.0,0.09187497198581696,0.17758594453334808,0.3413277864456177,0.322976291179657,0.4638880789279938,-0.01785796508193016,0.17360720038414001,0.10891976952552795,0.06091902777552605,0.1533997356891632,0.14819124341011047,0.16363275051116943
",",0.5201468467712402,0.26230987906455994,0.3087472915649414,0.45456063747406006,0.24318359792232513,0.2882855534553528,0.3250519037246704,-0.0016132977325469255,0.21265573799610138,0.4464869201183319,0.25963902473449707,0.2611614465713501,0.20678693056106567,0.31091248989105225
france,0.3812309503555298,0.3197195827960968,0.17793065309524536,0.2715669870376587,0.3778330087661743,0.42480456829071045,0.504436194896698,0.024341266602277756,0.2156764268875122,0.21557466685771942,0.16683584451675415,0.24442636966705322,0.19149892032146454,0.15069349110126495
's,-0.037580832839012146,-0.01785796508193016,0.02692362666130066,0.008974763564765453,-0.039192408323287964,0.018396059051156044,0.02763831615447998,0.9999999403953552,0.014385199174284935,-0.07241261005401611,-0.05257394537329674,0.0309983491897583,0.11025857925415039,-0.023395681753754616
new,0.3758552670478821,0.07277945429086685,0.2130378633737564,0.2748313844203949,0.06276510655879974,0.14845386147499084,0.23041127622127533,-0.008355522528290749,0.23829928040504456,0.2700757384300232,0.18806573748588562,0.13977086544036865,0.19430527091026306,0.14782847464084625
foreign,0.23181180655956268,0.123229019343853,0.1784719079732895,0.18690811097621918,0.19599677622318268,0.1449560970067978,0.2139480859041214,-0.03933240845799446,0.16459092497825623,0.3257881999015808,0.2655854821205139,0.3697373867034912,0.21453310549259186,0.13770383596420288
