,when,is,the,game,'s,media,day,usually,held,?
the,0.5091903209686279,0.5823672413825989,1.0,0.285271555185318,-0.01540423184633255,0.19221965968608856,0.3062323033809662,0.36782920360565186,0.32185450196266174,0.22068053483963013
game,0.22596776485443115,0.21222543716430664,0.285271555185318,0.9999998807907104,0.07448072731494904,0.24786706268787384,0.19963723421096802,0.1915377825498581,0.172162726521492,0.1829071193933487
's,-0.03368149697780609,0.02396530658006668,-0.01540423184633255,0.07448072731494904,0.9999999403953552,0.07690927386283875,0.03448042273521423,0.08620650321245193,0.02657921425998211,-0.023395681753754616
media,0.13395696878433228,0.1800607591867447,0.19221965968608856,0.24786706268787384,0.07690927386283875,0.9999999403953552,0.06667249649763107,0.15661872923374176,0.16542178392410278,0.1571006178855896
day,0.30730122327804565,0.17517195641994476,0.3062323033809662,0.19963723421096802,0.03448042273521423,0.06667249649763107,1.0,0.1933557093143463,0.26760637760162354,0.2141837179660797
",",0.36674630641937256,0.4691906273365021,0.4933079481124878,0.2653886377811432,-0.0016132977325469255,0.23135341703891754,0.30821847915649414,0.21946179866790771,0.2880980372428894,0.31091248989105225
which,0.572554349899292,0.4457404911518097,0.6521818041801453,0.23652023077011108,0.03856118768453598,0.21947839856147766,0.2760511040687561,0.5414474010467529,0.2626747488975525,0.25814583897590637
was,0.37326499819755554,0.5810302495956421,0.48711544275283813,0.2568269371986389,0.008974763564765453,0.17841780185699463,0.24314451217651367,0.213388592004776,0.30231067538261414,0.18412111699581146
typically,0.3531964123249054,0.3483496606349945,0.33345210552215576,0.1522829383611679,0.06449899077415466,0.16736355423927307,0.1290440857410431,0.7066826820373535,0.19831152260303497,0.14485043287277222
held,0.1848648637533188,0.19884860515594482,0.32185450196266174,0.172162726521492,0.02657921425998211,0.16542178392410278,0.26760637760162354,0.2731243371963501,1.0,0.14103956520557404
on,0.37706470489501953,0.3635730445384979,0.5107308030128479,0.22967135906219482,0.0026888418942689896,0.19591841101646423,0.3332281708717346,0.25784361362457275,0.2410694807767868,0.2714994251728058
the,0.5091903209686279,0.5823672413825989,1.0,0.285271555185318,-0.01540423184633255,0.19221965968608856,0.3062323033809662,0.36782920360565186,0.32185450196266174,0.22068053483963013
tuesday,0.20656222105026245,0.13601934909820557,0.20012995600700378,0.19053694605827332,0.012826317921280861,0.1602354645729065,0.3562348186969757,0.2300235480070114,0.278711199760437,0.18223229050636292
afternoon,0.2612766623497009,0.17113228142261505,0.2482905238866806,0.11968529969453812,-0.013749406673014164,0.08114715665578842,0.4275512099266052,0.2545914947986603,0.2945902943611145,0.15454228222370148
