,there,are,direct,contractual,links,between,who,?
there,1.0,0.5433560013771057,0.22613242268562317,0.20529933273792267,0.3216421902179718,0.37209540605545044,0.2844357192516327,0.29405656456947327
are,0.5433560013771057,1.0,0.18297041952610016,0.13694307208061218,0.3143312335014343,0.2766000032424927,0.27294138073921204,0.24591213464736938
direct,0.22613242268562317,0.18297041952610016,1.0,0.2120143473148346,0.26494160294532776,0.2785438895225525,0.20854562520980835,0.18476411700248718
contractual,0.20529933273792267,0.13694307208061218,0.2120143473148346,1.0,0.22194069623947144,0.32970941066741943,0.24444451928138733,0.15407921373844147
links,0.3216421902179718,0.3143312335014343,0.26494160294532776,0.22194069623947144,1.0,0.16175755858421326,0.17493046820163727,0.3222293555736542
between,0.37209540605545044,0.2766000032424927,0.2785438895225525,0.32970941066741943,0.16175755858421326,0.9999999403953552,0.20718061923980713,0.12887074053287506
the,0.47025805711746216,0.40399202704429626,0.3262479901313782,0.28600773215293884,0.2692725956439972,0.39067012071609497,0.3733934462070465,0.22068053483963013
architect,0.13293398916721344,0.0416419580578804,0.05660845711827278,0.19537729024887085,0.16050255298614502,0.09274176508188248,0.23530325293540955,0.11996878683567047
's,-0.04860968142747879,-0.008927806280553341,0.05696379393339157,-0.08170171827077866,0.03384554386138916,0.006096371449530125,0.05599616840481758,-0.023395681753754616
client,0.1189635768532753,0.10802879184484482,0.22060078382492065,0.27714189887046814,0.18711814284324646,0.17465658485889435,0.2563980221748352,0.20958182215690613
and,0.4242868423461914,0.48576638102531433,0.25874996185302734,0.23995111882686615,0.28019872307777405,0.40645647048950195,0.41279885172843933,0.20544172823429108
the,0.47025805711746216,0.40399202704429626,0.3262479901313782,0.28600773215293884,0.2692725956439972,0.39067012071609497,0.3733934462070465,0.22068053483963013
main,0.3717656433582306,0.2828797399997711,0.22425764799118042,0.10367386788129807,0.2004614621400833,0.24975059926509857,0.18417203426361084,0.1665669083595276
contractor,0.1574665904045105,0.07687314599752426,0.17532946169376373,0.8038034439086914,0.1527736335992813,0.22788773477077484,0.2322247177362442,0.07686037570238113
.,0.43897318840026855,0.3452940285205841,0.27250880002975464,0.1807543784379959,0.231201633810997,0.30295518040657043,0.3541337847709656,0.4130953550338745
