,who,makes,formal,appointment,or,dismissal,decisions,?
whilst,0.2786848545074463,0.19916236400604248,0.17272232472896576,0.17640331387519836,0.2554946541786194,0.17409183084964752,0.21620818972587585,0.12100983411073685
the,0.3733934462070465,0.3029823303222656,0.245810866355896,0.27414143085479736,0.4174870550632477,0.27744022011756897,0.30538004636764526,0.22068053483963013
first,0.39065709710121155,0.23188786208629608,0.23446883261203766,0.2628207206726074,0.23187343776226044,0.1901940405368805,0.1571217030286789,0.18701928853988647
minister,0.18775032460689545,0.11858581751585007,0.1706264615058899,0.3619941771030426,0.15449458360671997,0.3416457772254944,0.167681023478508,0.10825661569833755
chooses,0.35792484879493713,0.3225056827068329,0.2575145661830902,0.3000214695930481,0.32687684893608093,0.2772749960422516,0.40723562240600586,0.21890345215797424
the,0.3733934462070465,0.3029823303222656,0.245810866355896,0.27414143085479736,0.4174870550632477,0.27744022011756897,0.30538004636764526,0.22068053483963013
ministers,0.24249345064163208,0.1578078716993332,0.24838219583034515,0.40241768956184387,0.23124776780605316,0.3412471413612366,0.2944793701171875,0.15132683515548706
–,0.2920783460140228,0.20840239524841309,0.12936639785766602,0.2000524401664734,0.1658950001001358,0.13104981184005737,0.13254314661026,0.2714554965496063
and,0.41279885172843933,0.34688496589660645,0.2337617129087448,0.23583510518074036,0.4713204801082611,0.15210884809494019,0.26008281111717224,0.20544172823429108
may,0.23082798719406128,0.20655006170272827,0.28405097126960754,0.1845211684703827,0.399771511554718,0.18876485526561737,0.2510218620300293,0.2768254578113556
decide,0.4077208638191223,0.35383737087249756,0.2904447913169861,0.22670666873455048,0.3327721357345581,0.21627244353294373,0.5614672899246216,0.35001131892204285
to,0.42656609416007996,0.35811367630958557,0.27394044399261475,0.24941734969615936,0.38921234011650085,0.2586102783679962,0.32702770829200745,0.29463258385658264
remove,0.16479727625846863,0.2793944180011749,0.10853448510169983,0.18838827311992645,0.33999931812286377,0.2202524095773697,0.23259605467319489,0.32355964183807373
them,0.5243523120880127,0.3398982584476471,0.20826123654842377,0.2223779261112213,0.4516362249851227,0.21417240798473358,0.34598731994628906,0.35435691475868225
at,0.22096660733222961,0.16751305758953094,0.1948622316122055,0.24655404686927795,0.21026140451431274,0.16609154641628265,0.19116786122322083,0.21978627145290375
any,0.29236510396003723,0.3373473584651947,0.29192298650741577,0.25488364696502686,0.5601577162742615,0.2420509308576584,0.33696529269218445,0.4113408327102661
time,0.36634087562561035,0.2113465666770935,0.17358238995075226,0.24085396528244019,0.2774261236190796,0.23657160997390747,0.21906906366348267,0.27391523122787476
–,0.2920783460140228,0.20840239524841309,0.12936639785766602,0.2000524401664734,0.1658950001001358,0.13104981184005737,0.13254314661026,0.2714554965496063
the,0.3733934462070465,0.3029823303222656,0.245810866355896,0.27414143085479736,0.4174870550632477,0.27744022011756897,0.30538004636764526,0.22068053483963013
formal,0.23658500611782074,0.09777015447616577,1.0000001192092896,0.3262464106082916,0.3239913880825043,0.29072636365890503,0.3176071047782898,0.1989586055278778
appointment,0.26856571435928345,0.06722618639469147,0.3262464106082916,1.0000001192092896,0.1877116858959198,0.4913107454776764,0.3571319878101349,0.16662907600402832
or,0.31144875288009644,0.33774757385253906,0.3239913880825043,0.1877116858959198,1.0000001192092896,0.20315565168857574,0.2880171537399292,0.32389625906944275
dismissal,0.2265176624059677,0.10425212979316711,0.29072636365890503,0.4913107454776764,0.20315565168857574,0.9999999403953552,0.36715930700302124,0.17817196249961853
is,0.24293622374534607,0.4565773010253906,0.21914683282375336,0.13353019952774048,0.41870999336242676,0.1332142949104309,0.2378915399312973,0.22961433231830597
made,0.2576322853565216,0.505645751953125,0.1959327608346939,0.19582371413707733,0.3264006972312927,0.14803668856620789,0.28317946195602417,0.17218779027462006
by,0.39727845788002014,0.2263995260000229,0.16286462545394897,0.24334518611431122,0.30274316668510437,0.2341514676809311,0.2826089859008789,0.17966607213020325
the,0.3733934462070465,0.3029823303222656,0.245810866355896,0.27414143085479736,0.4174870550632477,0.27744022011756897,0.30538004636764526,0.22068053483963013
sovereign,0.24980869889259338,0.10394725948572159,0.3267393410205841,0.3984535038471222,0.2682192325592041,0.28900521993637085,0.360158771276474,0.1680317223072052
.,0.3541337847709656,0.265095978975296,0.18800637125968933,0.24278326332569122,0.36683785915374756,0.2130383551120758,0.3100549876689911,0.4130953550338745
