,who,was,richard,'s,fiancee,?
after,0.32549580931663513,0.49306565523147583,0.21217893064022064,-0.055672239512205124,0.25633424520492554,0.16608688235282898
some,0.3978389501571655,0.21528802812099457,0.17049895226955414,0.056411296129226685,0.1481950730085373,0.2562315762042999
searching,0.27970850467681885,0.09270764142274857,0.11673230677843094,0.001848898595198989,0.27286139130592346,0.25871166586875916
",",0.3365725874900818,0.45456063747406006,0.27245110273361206,-0.0016132977325469255,0.27591970562934875,0.31091248989105225
it,0.2868398427963257,0.4577186405658722,0.13984942436218262,0.06608816236257553,0.16932372748851776,0.25732165575027466
was,0.3318818509578705,1.0000001192092896,0.26966050267219543,0.008974763564765453,0.29639872908592224,0.18412111699581146
discovered,0.2225436121225357,0.3177400529384613,0.1391434669494629,-0.08296903222799301,0.21634861826896667,0.08452875912189484
that,0.45444270968437195,0.33670201897621155,0.1658092886209488,0.04397977516055107,0.2576443552970886,0.32716336846351624
the,0.3733934462070465,0.48711544275283813,0.2087954580783844,-0.01540423184633255,0.21899491548538208,0.22068053483963013
boat,0.22659839689731598,0.19691011309623718,0.16065159440040588,0.0742739886045456,0.2182738035917282,0.1711711287498474
carrying,0.20347930490970612,0.18545448780059814,0.12074271589517593,0.027763502672314644,0.21194227039813995,0.1526285707950592
his,0.44966956973075867,0.4405253231525421,0.2745850384235382,0.047556519508361816,0.3800433278083801,0.18075084686279297
sister,0.2822686433792114,0.1974511742591858,0.18822649121284485,0.019992811605334282,0.354847252368927,0.15028199553489685
and,0.41279885172843933,0.3740963041782379,0.22443673014640808,0.06895173341035843,0.26649224758148193,0.20544172823429108
his,0.44966956973075867,0.4405253231525421,0.2745850384235382,0.047556519508361816,0.3800433278083801,0.18075084686279297
fiancée,0.3668062090873718,0.22099414467811584,0.27825793623924255,0.029463978484272957,0.675545334815979,0.19122032821178436
berengaria,0.2704499363899231,0.31678900122642517,0.34676772356033325,0.05207323282957077,0.2935686409473419,0.21576333045959473
was,0.3318818509578705,1.0000001192092896,0.26966050267219543,0.008974763564765453,0.29639872908592224,0.18412111699581146
anchored,0.11121921241283417,0.21235930919647217,0.1436988264322281,-0.0034982941579073668,0.25000080466270447,0.0930626317858696
on,0.2340552806854248,0.3909217119216919,0.20763179659843445,0.0026888418942689896,0.2310689389705658,0.2714994251728058
the,0.3733934462070465,0.48711544275283813,0.2087954580783844,-0.01540423184633255,0.21899491548538208,0.22068053483963013
south,0.19068880379199982,0.2792486846446991,0.1457824856042862,0.06268392503261566,0.21956700086593628,0.12336621433496475
coast,0.17281299829483032,0.23369400203227997,0.1284625232219696,0.02010589838027954,0.191010519862175,0.15869849920272827
of,0.2827862501144409,0.4069072902202606,0.2227524220943451,-0.03817026689648628,0.17450997233390808,0.1826142966747284
cyprus,0.18588626384735107,0.16180774569511414,0.13274773955345154,0.017239850014448166,0.16483871638774872,0.10052155703306198
",",0.3365725874900818,0.45456063747406006,0.27245110273361206,-0.0016132977325469255,0.27591970562934875,0.31091248989105225
together,0.2309882491827011,0.14391832053661346,0.1477700173854828,0.06855551898479462,0.12975327670574188,0.1690303236246109
with,0.3282766342163086,0.27411898970603943,0.16466177999973297,-0.04624466598033905,0.25298401713371277,0.2433311939239502
the,0.3733934462070465,0.48711544275283813,0.2087954580783844,-0.01540423184633255,0.21899491548538208,0.22068053483963013
wrecks,0.21537043154239655,0.13709256052970886,0.179682657122612,0.021814923733472824,0.20683206617832184,0.13066300749778748
of,0.2827862501144409,0.4069072902202606,0.2227524220943451,-0.03817026689648628,0.17450997233390808,0.1826142966747284
several,0.30628830194473267,0.25396689772605896,0.09830968081951141,-0.012985157780349255,0.1688077300786972,0.15595775842666626
other,0.3612329661846161,0.14651623368263245,0.13614845275878906,0.04445967823266983,0.1412360966205597,0.24682199954986572
ships,0.2367798089981079,0.21883714199066162,0.1501254439353943,0.04699688032269478,0.24963247776031494,0.18477600812911987
",",0.3365725874900818,0.45456063747406006,0.27245110273361206,-0.0016132977325469255,0.27591970562934875,0.31091248989105225
including,0.2835840582847595,0.21884717047214508,0.19477948546409607,0.0074059427715837955,0.17971740663051605,0.1633303165435791
the,0.3733934462070465,0.48711544275283813,0.2087954580783844,-0.01540423184633255,0.21899491548538208,0.22068053483963013
treasure,0.23424921929836273,0.24621239304542542,0.16602592170238495,0.02982334792613983,0.19957377016544342,0.1428249627351761
ship,0.23495367169380188,0.20396772027015686,0.1342214196920395,-0.012179100885987282,0.2859445810317993,0.14488010108470917
.,0.3541337847709656,0.40146201848983765,0.24983328580856323,-0.003708066651597619,0.2406425178050995,0.4130953550338745
