,when,did,the,united,states,withdraw,from,the,bretton,woods,accord,?
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.2703288793563843,0.2692825198173523,0.1909210979938507,0.36926645040512085,0.5107308030128479,0.23320512473583221,0.2297074943780899,0.25533023476600647,0.2714994251728058
august,0.2603156566619873,0.26378265023231506,0.22689028084278107,0.2206539660692215,0.2249850481748581,0.2698768675327301,0.23848767578601837,0.22689028084278107,0.18820177018642426,0.15230244398117065,0.2258831113576889,0.3006744682788849
15,-0.04047394171357155,0.03605250269174576,-0.011810222640633583,0.008116157725453377,-0.022337235510349274,0.05499354004859924,-0.013154181651771069,-0.011810222640633583,0.15049375593662262,0.10033135116100311,0.011142182163894176,-0.010706285014748573
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.25808754563331604,0.39760664105415344,0.4933079481124878,0.28753453493118286,0.2992924749851227,0.2559243440628052,0.31091248989105225
1971,0.2807418704032898,0.17965981364250183,0.21928679943084717,0.17926660180091858,0.18766222894191742,0.23301738500595093,0.22596947848796844,0.21928679943084717,0.22048431634902954,0.0833674967288971,0.21948862075805664,0.29388657212257385
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.25808754563331604,0.39760664105415344,0.4933079481124878,0.28753453493118286,0.2992924749851227,0.2559243440628052,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.34367692470550537,0.3463578522205353,0.25700607895851135,0.40150508284568787,1.0,0.2398787885904312,0.25063925981521606,0.18827132880687714,0.22068053483963013
united,0.2490900456905365,0.21137088537216187,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.18585729598999023,0.27339106798171997,0.34367692470550537,0.2563983201980591,0.18960100412368774,0.19637975096702576,0.17266890406608582
states,0.24639196693897247,0.21754568815231323,0.3463578522205353,0.8952266573905945,1.0,0.1791686713695526,0.24283263087272644,0.3463578522205353,0.20463480055332184,0.1819097101688385,0.2017916440963745,0.16272737085819244
unilaterally,0.26223212480545044,0.23845921456813812,0.3358250558376312,0.2865435481071472,0.2669191360473633,0.40992471575737,0.2152060717344284,0.3358250558376312,0.09824102371931076,0.060233376920223236,0.32528823614120483,0.22468338906764984
pulled,0.33708906173706055,0.20074248313903809,0.2856052815914154,0.06271227449178696,0.0694597139954567,0.25749313831329346,0.23687060177326202,0.2856052815914154,0.1811007559299469,0.1710246503353119,0.1512136310338974,0.15093113481998444
out,0.45263928174972534,0.28413498401641846,0.39404502511024475,0.20765912532806396,0.24165959656238556,0.20261836051940918,0.3196950852870941,0.39404502511024475,0.20320408046245575,0.22429735958576202,0.18851715326309204,0.22020699083805084
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3187655806541443,0.30884552001953125,0.17758740484714508,0.4249346852302551,0.733189046382904,0.2087654173374176,0.19778653979301453,0.20285417139530182,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.34367692470550537,0.3463578522205353,0.25700607895851135,0.40150508284568787,1.0,0.2398787885904312,0.25063925981521606,0.18827132880687714,0.22068053483963013
bretton,0.23351384699344635,0.2297620177268982,0.2398787885904312,0.2563983201980591,0.20463480055332184,0.19733117520809174,0.14487090706825256,0.2398787885904312,1.0,0.37897005677223206,0.22268657386302948,0.08820702880620956
woods,0.21983341872692108,0.09587925672531128,0.25063925981521606,0.18960100412368774,0.1819097101688385,0.08840391784906387,0.170965775847435,0.25063925981521606,0.37897005677223206,0.9999998807907104,0.13445504009723663,0.09811560064554214
accord,0.1361847221851349,0.14319686591625214,0.18827132880687714,0.19637975096702576,0.2017916440963745,0.20454005897045135,0.19838644564151764,0.18827132880687714,0.22268657386302948,0.13445504009723663,1.0,0.11823157966136932
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.1888546496629715,0.41536515951156616,0.5934505462646484,0.26237455010414124,0.2466553896665573,0.1711597442626953,0.4130953550338745
