,what,band,is,considered,by,many,to,be,the,first,black,metal,group,?
their,0.35142919421195984,0.29203930497169495,0.2101074606180191,0.29961520433425903,0.3242124021053314,0.4574248492717743,0.44619059562683105,0.3200586438179016,0.516537070274353,0.26809096336364746,0.25548693537712097,0.24349920451641083,0.31846651434898376,0.1898253709077835
most,0.3219912350177765,0.17250660061836243,0.41165053844451904,0.4944847524166107,0.270847886800766,0.6236066222190857,0.321603000164032,0.3381733000278473,0.47635307908058167,0.34339818358421326,0.20673897862434387,0.224014550447464,0.28064751625061035,0.2107497900724411
famous,0.1616666167974472,0.16864939033985138,0.26248517632484436,0.31696024537086487,0.24140264093875885,0.4255106747150421,0.12665097415447235,0.07391472905874252,0.28616565465927124,0.36207643151283264,0.11603613197803497,0.14189159870147705,0.17667460441589355,0.10379006713628769
song,0.21011823415756226,0.48077964782714844,0.21359416842460632,0.1796148717403412,0.22902745008468628,0.18081629276275635,0.21862304210662842,0.19592395424842834,0.300855815410614,0.2638928294181824,0.19600097835063934,0.2521086633205414,0.22576703131198883,0.20782215893268585
",",0.3087472915649414,0.281078964471817,0.4691906273365021,0.32932984828948975,0.3680937886238098,0.40610817074775696,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.34503069519996643,0.23807229101657867,0.22670342028141022,0.2809832692146301,0.31091248989105225
``,0.008517155423760414,-0.008980591781437397,0.058766357600688934,0.06466352939605713,-0.030704375356435776,0.012824942357838154,0.06720756739377975,0.07670000940561295,0.029072100296616554,0.006519378628581762,-0.06463505327701569,-0.0457981675863266,0.14310015738010406,0.0685480609536171
fog,0.17253157496452332,0.15471279621124268,0.18705661594867706,0.07397936284542084,0.17798100411891937,0.1681525707244873,0.2146894335746765,0.2044716626405716,0.21301807463169098,0.15407070517539978,0.16467945277690887,0.2058565616607666,0.0616702102124691,0.1175224781036377
on,0.34226128458976746,0.24809342622756958,0.3635730445384979,0.24379022419452667,0.33887791633605957,0.32520127296447754,0.41031414270401,0.37900757789611816,0.5107308030128479,0.3120559751987457,0.18663345277309418,0.1844409853219986,0.22796137630939484,0.2714994251728058
the,0.42745697498321533,0.25564542412757874,0.5823672413825989,0.4028765559196472,0.4408751428127289,0.4335206151008606,0.535392165184021,0.4248143136501312,1.0,0.49448907375335693,0.28466513752937317,0.22397266328334808,0.30795547366142273,0.22068053483963013
tyne,0.14296641945838928,0.2232910543680191,0.19354984164237976,0.10287471115589142,0.2282130867242813,0.1987147182226181,0.20691312849521637,0.19749118387699127,0.23053501546382904,0.1907685548067093,0.16668348014354706,0.24178755283355713,0.08597789704799652,0.07377036660909653
'',0.08143015950918198,-0.0025364148896187544,0.0793738141655922,0.15465481579303741,-0.010275691747665405,-0.016843097284436226,-0.009905828163027763,0.08835477381944656,0.041273195296525955,-0.03874251991510391,0.024277575314044952,0.05393923819065094,0.017886392772197723,0.018684765323996544
(,0.2411840260028839,0.16578692197799683,0.35393038392066956,0.22818490862846375,0.20696312189102173,0.1455259770154953,0.30882009863853455,0.2349044382572174,0.33289089798927307,0.2450505793094635,0.14539995789527893,0.1654548943042755,0.21665191650390625,0.40561532974243164
