,when,did,augustus,die,?
from,0.405669629573822,0.20248863101005554,0.21709780395030975,0.131544828414917,0.19969791173934937
the,0.5091903209686279,0.34736719727516174,0.2133389264345169,0.2242266982793808,0.22068053483963013
death,0.21254116296768188,0.2252790331840515,0.2305908501148224,0.28387734293937683,0.21149799227714539
of,0.3757161796092987,0.2513895630836487,0.22101011872291565,0.21324244141578674,0.1826142966747284
augustus,0.21059437096118927,0.13507606089115143,1.0000001192092896,0.13792294263839722,0.16386699676513672
in,0.4431333839893341,0.2593238651752472,0.2343107908964157,0.18641351163387299,0.20430970191955566
ad,0.18574100732803345,0.13482767343521118,0.3544858992099762,0.14483141899108887,0.20824462175369263
14,0.07554066181182861,-0.0011860481463372707,0.1694798767566681,0.12682878971099854,0.11697390675544739
until,0.494509756565094,0.33905428647994995,0.22591227293014526,0.12102896720170975,0.20304496586322784
after,0.5331412553787231,0.30330467224121094,0.23853901028633118,0.23814667761325836,0.16608688235282898
ad,0.18574100732803345,0.13482767343521118,0.3544858992099762,0.14483141899108887,0.20824462175369263
70,0.04113137722015381,-0.12820127606391907,-0.10690674930810928,-0.01385517418384552,-0.18177002668380737
",",0.36674630641937256,0.3015086054801941,0.2774727940559387,0.23915338516235352,0.31091248989105225
rome,0.19273169338703156,0.21517880260944366,0.48724496364593506,0.17859934270381927,0.16867119073867798
accepted,0.24707747995853424,0.3967616856098175,0.220338836312294,0.12873226404190063,0.19665466248989105
as,0.4437963366508484,0.3596470057964325,0.23861508071422577,0.1713295429944992,0.27043893933296204
her,0.3416576683521271,0.3056010603904724,0.24311915040016174,0.16666322946548462,0.20310723781585693
germanic,0.20272000133991241,0.2060786336660385,0.35284319519996643,0.2356880158185959,0.18380945920944214
frontier,0.19568905234336853,0.20067201554775238,0.15726792812347412,0.041615378111600876,0.13416144251823425
the,0.5091903209686279,0.34736719727516174,0.2133389264345169,0.2242266982793808,0.22068053483963013
water-boundary,0.30276790261268616,0.15327510237693787,0.22167348861694336,0.12655209004878998,0.1391916275024414
of,0.3757161796092987,0.2513895630836487,0.22101011872291565,0.21324244141578674,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.2133389264345169,0.2242266982793808,0.22068053483963013
rhine,0.13750529289245605,0.15695837140083313,0.3178483247756958,0.26223650574684143,0.13754533231258392
and,0.4716290831565857,0.34479495882987976,0.2042514532804489,0.15050403773784637,0.20544172823429108
upper,0.18254698812961578,0.14103727042675018,0.2125750333070755,0.18107302486896515,0.051342256367206573
danube,0.1363467276096344,0.102914959192276,0.29661643505096436,0.19977794587612152,0.17050804197788239
.,0.475719153881073,0.35288307070732117,0.2528320252895355,0.2658497095108032,0.4130953550338745
