,who,was,the,first,nasa,scientist,in,space,?
crews,0.28400668501853943,0.20854081213474274,0.19271017611026764,0.2274782806634903,0.1964014321565628,0.12233074009418488,0.16746020317077637,0.17369337379932404,0.11821021884679794
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.18220403790473938,0.14390867948532104,0.46853652596473694,0.15890881419181824,0.2714994251728058
all,0.3698336184024811,0.23179835081100464,0.4860881567001343,0.34243571758270264,0.17001275718212128,0.07034481316804886,0.3335905969142914,0.20075727999210358,0.29575422406196594
development,0.15172652900218964,0.2344081997871399,0.3362044394016266,0.25595250725746155,0.2143857628107071,0.23250804841518402,0.2550492286682129,0.18694043159484863,0.1211358830332756
flights,0.14927241206169128,0.17491722106933594,0.25325238704681396,0.2564427852630615,0.30193886160850525,0.07397381961345673,0.2577659785747528,0.2807428240776062,0.1590299755334854
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.2450505793094635,0.14891751110553741,0.2286626100540161,0.3087427020072937,0.23673366010189056,0.40561532974243164
except,0.21122503280639648,0.18849630653858185,0.31242886185646057,0.23284554481506348,0.06719133257865906,0.026266159489750862,0.22713249921798706,0.2041834592819214,0.16405975818634033
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.19786997139453888,0.16244260966777802,0.6662389636039734,0.24495907127857208,0.22068053483963013
earth,0.15992608666419983,0.18661361932754517,0.2801888585090637,0.23709720373153687,0.39176255464553833,0.22279754281044006,0.18566735088825226,0.3202928602695465,0.17717236280441284
orbit,0.12035219371318817,0.1862146407365799,0.1565481424331665,0.17195448279380798,0.49564385414123535,0.27648165822029114,0.13808301091194153,0.4323244094848633,0.16621392965316772
csm,0.07366051524877548,0.15221786499023438,0.15609420835971832,0.2035643607378006,0.4124281108379364,0.26973825693130493,0.15355633199214935,0.372848242521286,0.19925744831562042
development,0.15172652900218964,0.2344081997871399,0.3362044394016266,0.25595250725746155,0.2143857628107071,0.23250804841518402,0.2550492286682129,0.18694043159484863,0.1211358830332756
flights,0.14927241206169128,0.17491722106933594,0.25325238704681396,0.2564427852630615,0.30193886160850525,0.07397381961345673,0.2577659785747528,0.2807428240776062,0.1590299755334854
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.27228695154190063,0.15358616411685944,0.23616670072078705,0.3326910734176636,0.24192531406879425,0.42300865054130554
through,0.17793183028697968,0.21752823889255524,0.44071322679519653,0.25530800223350525,0.13497182726860046,0.0835363119840622,0.38533157110214233,0.21589303016662598,0.16913433372974396
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.19786997139453888,0.16244260966777802,0.6662389636039734,0.24495907127857208,0.22068053483963013
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,1.0,0.20897698402404785,0.244818776845932,0.4127444326877594,0.24688784778118134,0.18701928853988647
two,0.2791741192340851,0.27166637778282166,0.43858039379119873,0.3794230818748474,0.10398256033658981,0.11048644036054611,0.36463531851768494,0.20972752571105957,0.19645625352859497
landings,0.13262946903705597,0.1934853494167328,0.26410871744155884,0.24364052712917328,0.2997899055480957,0.1987229585647583,0.23684507608413696,0.2104167938232422,0.09511345624923706
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.18220403790473938,0.14390867948532104,0.46853652596473694,0.15890881419181824,0.2714994251728058
apollo,0.19149452447891235,0.2306441366672516,0.2169172167778015,0.21067003905773163,0.4747956395149231,0.16877898573875427,0.1461767554283142,0.3076713979244232,0.191528782248497
11,0.11859084665775299,0.08354385942220688,-0.0219515822827816,0.010843289084732533,-0.005325418431311846,0.04452735185623169,0.03469983860850334,-0.07703284174203873,-0.04295448586344719
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.12810774147510529,0.21329741179943085,0.4954058527946472,0.22901733219623566,0.20544172823429108
apollo,0.19149452447891235,0.2306441366672516,0.2169172167778015,0.21067003905773163,0.4747956395149231,0.16877898573875427,0.1461767554283142,0.3076713979244232,0.191528782248497
12,0.07916399836540222,0.13560841977596283,0.28907760977745056,0.08027823269367218,-0.02457800880074501,-0.05189017951488495,0.18516430258750916,0.0495922788977623,0.10021790862083435
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.18665438890457153,0.2815703749656677,0.5201468467712402,0.2285580337047577,0.31091248989105225
included,0.19250646233558655,0.3148443400859833,0.3825419843196869,0.23475037515163422,0.08336206525564194,0.05184092000126839,0.32433560490608215,0.11684612929821014,0.14385655522346497
at,0.22096660733222961,0.36707764863967896,0.457212895154953,0.3138778805732727,0.19164150953292847,0.15961971879005432,0.4374977946281433,0.17771656811237335,0.21978627145290375
least,0.2801615297794342,0.20791326463222504,0.3428877890110016,0.2720279097557068,0.14117467403411865,0.11255233734846115,0.3232700824737549,0.16868114471435547,0.28866854310035706
two,0.2791741192340851,0.27166637778282166,0.43858039379119873,0.3794230818748474,0.10398256033658981,0.11048644036054611,0.36463531851768494,0.20972752571105957,0.19645625352859497
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.2450505793094635,0.14891751110553741,0.2286626100540161,0.3087427020072937,0.23673366010189056,0.40561532974243164
sometimes,0.3329818546772003,0.20651423931121826,0.35816407203674316,0.23543648421764374,0.10247324407100677,0.15493512153625488,0.31462913751602173,0.14421676099300385,0.1751544177532196
three,0.2491552233695984,0.2748996615409851,0.43452659249305725,0.35148099064826965,0.08892105519771576,0.07673938572406769,0.34828072786331177,0.19709010422229767,0.20928427577018738
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.27228695154190063,0.15358616411685944,0.23616670072078705,0.3326910734176636,0.24192531406879425,0.42300865054130554
gemini,0.15008172392845154,0.17653077840805054,0.24857638776302338,0.23570014536380768,0.4152974784374237,0.25218018889427185,0.15508614480495453,0.3817398250102997,0.14296509325504303
veterans,0.2933216691017151,0.2442621886730194,0.3290243446826935,0.1960645467042923,0.18004143238067627,0.08544985204935074,0.22477714717388153,0.03589731827378273,0.17911319434642792
