,what,book,was,iqbal,'s,seven,english,lectures,published,as,?
iqbal,0.26565322279930115,0.30780014395713806,0.31416603922843933,1.0000001192092896,0.07606908679008484,0.15504410862922668,0.19611448049545288,0.29248133301734924,0.22160716354846954,0.18000788986682892,0.18507060408592224
's,0.02692362666130066,0.03493255004286766,0.008974763564765453,0.07606908679008484,0.9999999403953552,0.05859247222542763,0.04063878208398819,-0.04833047464489937,0.01244857907295227,-0.05775856226682663,-0.023395681753754616
seven,0.15978287160396576,0.1788610965013504,0.28194957971572876,0.15504410862922668,0.05859247222542763,0.9999999403953552,0.08471135795116425,0.126522034406662,0.19164778292179108,0.12988677620887756,0.1732930988073349
english,0.25060737133026123,0.22143475711345673,0.23000946640968323,0.19611448049545288,0.04063878208398819,0.08471135795116425,0.9999999403953552,0.147319957613945,0.19479060173034668,0.2722744047641754,0.23251567780971527
lectures,0.16927680373191833,0.2853071093559265,0.17528842389583588,0.29248133301734924,-0.04833047464489937,0.126522034406662,0.147319957613945,0.9999998807907104,0.3233039379119873,0.17401385307312012,0.08656831085681915
were,0.22298263013362885,0.17265428602695465,0.590133786201477,0.14871954917907715,0.007088581565767527,0.24140380322933197,0.19933702051639557,0.23011808097362518,0.20513179898262024,0.3025437891483307,0.17890112102031708
published,0.20457668602466583,0.5555539727210999,0.2896443009376526,0.22160716354846954,0.01244857907295227,0.19164778292179108,0.19479060173034668,0.3233039379119873,1.0,0.16957594454288483,0.16280238330364227
by,0.2455483376979828,0.27178502082824707,0.4752357602119446,0.2449084222316742,-0.010884488001465797,0.2072337567806244,0.20002366602420807,0.1852935254573822,0.32986849546432495,0.3815547823905945,0.17966607213020325
oxford,0.17534328997135162,0.24923668801784515,0.22749270498752594,0.28963494300842285,-0.009441548958420753,0.17821647226810455,0.30131131410598755,0.33360832929611206,0.2257889211177826,0.21383275091648102,0.14411403238773346
university,0.20256435871124268,0.20853130519390106,0.290752112865448,0.2942676544189453,-0.007441582623869181,0.136383518576622,0.2024514228105545,0.3780537247657776,0.23648959398269653,0.21858684718608856,0.11887256056070328
press,0.183354914188385,0.2913251221179962,0.20932909846305847,0.16798944771289825,-0.05122065544128418,0.17705956101417542,0.17526783049106598,0.261868953704834,0.3171021640300751,0.1530851125717163,0.14048311114311218
in,0.30808621644973755,0.2527170181274414,0.45514053106307983,0.2000269591808319,-0.037580832839012146,0.24717609584331512,0.19623121619224548,0.2833963930606842,0.26697060465812683,0.3887844979763031,0.20430970191955566
1934,-0.16851544380187988,-0.11918660998344421,0.034285906702280045,-0.17585115134716034,-0.01040857657790184,-0.020498482510447502,-0.18377484381198883,-0.04437364265322685,-0.06974983215332031,-0.022336505353450775,-0.21139533817768097
in,0.30808621644973755,0.2527170181274414,0.45514053106307983,0.2000269591808319,-0.037580832839012146,0.24717609584331512,0.19623121619224548,0.2833963930606842,0.26697060465812683,0.3887844979763031,0.20430970191955566
a,0.3320399522781372,0.19186489284038544,0.4508470594882965,0.19544151425361633,0.04866964742541313,0.2029859572649002,0.21707510948181152,0.13063503801822662,0.1993555724620819,0.39550232887268066,0.23916715383529663
book,0.2872225046157837,1.0,0.24848085641860962,0.30780014395713806,0.03493255004286766,0.1788610965013504,0.22143475711345673,0.2853071093559265,0.5555539727210999,0.23037776350975037,0.20572158694267273
titled,0.21236079931259155,0.4293465316295624,0.26757439970970154,0.21535779535770416,-0.02731235884130001,0.20594239234924316,0.14070294797420502,0.22447709739208221,0.4582233428955078,0.2339194267988205,0.23354937136173248
the,0.42745697498321533,0.2652374505996704,0.48711544275283813,0.1828971952199936,-0.01540423184633255,0.28151169419288635,0.23982001841068268,0.1840677708387375,0.22017472982406616,0.48381632566452026,0.22068053483963013
reconstruction,0.22496719658374786,0.1874915361404419,0.24945096671581268,0.22451145946979523,0.03842989727854729,0.11007224768400192,0.11683908849954605,0.3038100004196167,0.18264451622962952,0.24368667602539062,0.13694316148757935
of,0.33290785551071167,0.22602593898773193,0.4069072902202606,0.17434294521808624,-0.03817026689648628,0.273354172706604,0.17198967933654785,0.20185093581676483,0.23023100197315216,0.3886612355709076,0.1826142966747284
religious,0.26794421672821045,0.18938341736793518,0.20851445198059082,0.31776317954063416,0.0182697381824255,0.14903640747070312,0.19993890821933746,0.3405627906322479,0.14084172248840332,0.22407519817352295,0.15727058053016663
thought,0.4469435214996338,0.28257641196250916,0.42560186982154846,0.18844620883464813,0.04379833862185478,0.19298429787158966,0.20923927426338196,0.18806958198547363,0.21014748513698578,0.3461970388889313,0.2600135803222656
in,0.30808621644973755,0.2527170181274414,0.45514053106307983,0.2000269591808319,-0.037580832839012146,0.24717609584331512,0.19623121619224548,0.2833963930606842,0.26697060465812683,0.3887844979763031,0.20430970191955566
islam,0.23237212002277374,0.2102203220129013,0.15794138610363007,0.4368200898170471,-0.002025830326601863,0.1536915898323059,0.1981082558631897,0.23572508990764618,0.12800344824790955,0.2478460818529129,0.18358638882637024
.,0.3567904531955719,0.21435262262821198,0.40146201848983765,0.2092389315366745,-0.003708066651597619,0.2632206678390503,0.2881386876106262,0.19564294815063477,0.23857341706752777,0.515582263469696,0.4130953550338745
