,noble,acquired,a,loan,from,what,entity,to,keep,abc,solvent,in,1951,?
in,0.21956220269203186,0.20108897984027863,0.539380669593811,0.16041889786720276,0.4274188280105591,0.30808621644973755,0.22507517039775848,0.45010748505592346,0.2550279498100281,0.1697147786617279,0.1326269954442978,1.0,-0.18103405833244324,0.20430970191955566
1951,-0.0564076229929924,-0.11924099922180176,-0.06786880642175674,-0.11085684597492218,-0.19048264622688293,-0.11074689775705338,-0.10822440683841705,-0.14842139184474945,-0.048797305673360825,-0.20744729042053223,-0.17309825122356415,-0.18103405833244324,0.9999998807907104,-0.20064012706279755
",",0.2267053723335266,0.19564154744148254,0.427140474319458,0.17178592085838318,0.39760664105415344,0.3087472915649414,0.19129666686058044,0.44245919585227966,0.29710182547569275,0.2097204476594925,0.1795797348022461,0.5201468467712402,-0.13638553023338318,0.31091248989105225
noble,1.0,0.11120925843715668,0.2411855012178421,0.08091651648283005,0.13967736065387726,0.16937826573848724,0.1278851479291916,0.18826298415660858,0.10957834869623184,0.10893116146326065,0.18873439729213715,0.21956220269203186,-0.0564076229929924,0.11942308396100998
held,0.12822766602039337,0.24654662609100342,0.22326228022575378,0.08858585357666016,0.2241152971982956,0.0974166989326477,0.16463786363601685,0.22177374362945557,0.17805072665214539,0.10214708000421524,0.10086573660373688,0.3127288818359375,-0.13538312911987305,0.14103956520557404
a,0.2411855012178421,0.16495825350284576,1.0,0.16555458307266235,0.322764128446579,0.3320399522781372,0.2841722071170807,0.45503583550453186,0.24626319110393524,0.21331243216991425,0.20677123963832855,0.539380669593811,-0.06786880642175674,0.23916715383529663
58,0.1097116470336914,0.04297646880149841,0.28870445489883423,-0.05062268674373627,0.04674666002392769,0.050792355090379715,0.006475853268057108,0.051379941403865814,0.060031868517398834,-0.04017535224556923,0.14656446874141693,0.04047199711203575,0.11371120810508728,0.008085763081908226
%,0.12306398153305054,0.10350069403648376,0.17798779904842377,0.10287099331617355,0.21054168045520782,0.20738190412521362,0.14290574193000793,0.18513022363185883,0.16200967133045197,0.061222776770591736,0.25812971591949463,0.19465309381484985,-0.1629839688539505,0.21441808342933655
ownership,0.17345508933067322,0.40367141366004944,0.2549401819705963,0.19911615550518036,0.16607248783111572,0.2581227421760559,0.4046747386455536,0.2847251296043396,0.22035247087478638,0.1954909712076187,0.22384998202323914,0.22562521696090698,-0.18090763688087463,0.19719240069389343
stake,0.19293053448200226,0.21888001263141632,0.21251177787780762,0.1877109706401825,0.15633690357208252,0.18326318264007568,0.2023652046918869,0.22459104657173157,0.2107897400856018,0.10490433126688004,0.2169056534767151,0.1796121448278427,-0.09201306849718094,0.10940878093242645
in,0.21956220269203186,0.20108897984027863,0.539380669593811,0.16041889786720276,0.4274188280105591,0.30808621644973755,0.22507517039775848,0.45010748505592346,0.2550279498100281,0.1697147786617279,0.1326269954442978,1.0,-0.18103405833244324,0.20430970191955566
abc,0.10893116146326065,0.09650510549545288,0.21331243216991425,0.15730693936347961,0.12159302085638046,0.1317344456911087,0.1619563102722168,0.1762417107820511,0.08085858821868896,1.0000001192092896,0.13099341094493866,0.1697147786617279,-0.20744729042053223,0.19065172970294952
",",0.2267053723335266,0.19564154744148254,0.427140474319458,0.17178592085838318,0.39760664105415344,0.3087472915649414,0.19129666686058044,0.44245919585227966,0.29710182547569275,0.2097204476594925,0.1795797348022461,0.5201468467712402,-0.13638553023338318,0.31091248989105225
giving,0.19220395386219025,0.24400299787521362,0.35822594165802,0.10964133590459824,0.2503957152366638,0.28628480434417725,0.1427181363105774,0.36088186502456665,0.27183303236961365,0.12381500005722046,0.16480335593223572,0.24607835710048676,-0.06642471998929977,0.2052922248840332
him,0.15248185396194458,0.15273594856262207,0.32137390971183777,0.15975475311279297,0.2413332462310791,0.34912991523742676,0.1331886351108551,0.4702378511428833,0.2344776690006256,0.1520255208015442,0.11766393482685089,0.2284061461687088,-0.042901068925857544,0.23943768441677094
$,0.0557260736823082,0.19325561821460724,0.22939236462116241,0.29572540521621704,0.10954198986291885,0.24858909845352173,0.13417628407478333,0.22282108664512634,0.16057610511779785,0.2139672338962555,0.2007647156715393,0.21616753935813904,-0.1505451202392578,0.2786129117012024
5,0.03879711776971817,0.12969760596752167,0.07282212376594543,0.023051904514431953,0.10255791991949081,0.09269922226667404,0.06008332967758179,0.03588335961103439,0.018825635313987732,0.07165070623159409,0.16764692962169647,0.0862177163362503,-0.015197210013866425,0.06222071498632431
million,0.03008386865258217,0.15775932371616364,0.1811940222978592,0.23838713765144348,0.252429723739624,0.22197039425373077,0.09381069242954254,0.22033339738845825,0.1304737776517868,0.19051116704940796,0.1260116696357727,0.2596224844455719,-0.1318156123161316,0.23092924058437347
with,0.13586647808551788,0.2521265149116516,0.3783375024795532,0.1133345440030098,0.26272761821746826,0.2464839518070221,0.10929257422685623,0.4239959120750427,0.2506358027458191,0.17432008683681488,0.17873680591583252,0.4080928862094879,-0.13971079885959625,0.2433311939239502
which,0.1437368541955948,0.24178527295589447,0.56894451379776,0.21115891635417938,0.38755592703819275,0.5261979103088379,0.2909833490848541,0.5345056653022766,0.2142772376537323,0.1991286277770996,0.2872937321662903,0.4840516746044159,-0.1621738225221634,0.25814583897590637
to,0.18826298415660858,0.1683000773191452,0.45503583550453186,0.20665721595287323,0.4069952368736267,0.455847829580307,0.19512765109539032,1.0,0.31550586223602295,0.1762417107820511,0.20340706408023834,0.45010748505592346,-0.14842139184474945,0.29463258385658264
