,aside,from,being,located,on,the,coast,",",what,contributes,to,jacksonville,'s,lack,of,cold,weather,?
due,0.28110891580581665,0.2898779809474945,0.3141406178474426,0.1559126377105713,0.3553527891635895,0.22577603161334991,0.1961807906627655,0.3106630742549896,0.15204688906669617,0.268155574798584,0.35188060998916626,0.15991471707820892,0.03925589844584465,0.4467924237251282,0.2533245384693146,0.15657387673854828,0.21498672664165497,0.10954997688531876
to,0.34527090191841125,0.4069952368736267,0.4514104127883911,0.20850814878940582,0.41031414270401,0.535392165184021,0.23308983445167542,0.44245919585227966,0.455847829580307,0.3252312242984772,1.0,0.1994343250989914,0.03782717138528824,0.29025790095329285,0.41548454761505127,0.22828681766986847,0.2896164059638977,0.29463258385658264
jacksonville,0.30298304557800293,0.20407649874687195,0.21006876230239868,0.18067680299282074,0.23172973096370697,0.2176690250635147,0.24648600816726685,0.2837527096271515,0.14578714966773987,0.07287757843732834,0.1994343250989914,1.0000001192092896,0.02280956320464611,0.14591453969478607,0.23084138333797455,0.14714522659778595,0.25744494795799255,0.1359667330980301
's,-0.01703127659857273,-0.01936490088701248,-0.055871423333883286,-0.031078986823558807,0.0026888418942689896,-0.01540423184633255,0.02010589838027954,-0.0016132977325469255,0.02692362666130066,-0.010997254401445389,0.03782717138528824,0.02280956320464611,0.9999999403953552,0.04453137516975403,-0.03817026689648628,-0.0026883541140705347,0.06800852715969086,-0.023395681753754616
low,0.2050073891878128,0.20724761486053467,0.27209416031837463,0.13531996309757233,0.23674005270004272,0.2544175982475281,0.1705014407634735,0.25131091475486755,0.20743566751480103,0.25930696725845337,0.2700593173503876,0.10650177299976349,0.08605270087718964,0.34188932180404663,0.27171993255615234,0.2734408974647522,0.29136359691619873,0.10658930987119675
latitude,0.1344396471977234,0.20361128449440002,0.1880824863910675,0.3254656493663788,0.21217218041419983,0.2499811202287674,0.2875869572162628,0.20135365426540375,0.2657860517501831,0.1954669952392578,0.22141429781913757,0.18411631882190704,0.08424856513738632,0.1568804234266281,0.1874399185180664,0.26515236496925354,0.38336294889450073,0.14586518704891205
and,0.2829201817512512,0.3601827025413513,0.4286794066429138,0.24183952808380127,0.4077630043029785,0.5171257257461548,0.2847609519958496,0.6633074283599854,0.31309178471565247,0.30007341504096985,0.48971283435821533,0.2603762745857239,0.06895173341035843,0.29595619440078735,0.5116966962814331,0.25512415170669556,0.26406481862068176,0.20544172823429108
coastal,0.16804708540439606,0.17876875400543213,0.17608430981636047,0.30338534712791443,0.17405883967876434,0.2718130946159363,0.6729102730751038,0.21444359421730042,0.18264484405517578,0.14891557395458221,0.18494710326194763,0.24418947100639343,0.06914564222097397,0.15443147718906403,0.29121753573417664,0.2585732936859131,0.27448296546936035,0.13777320086956024
location,0.16903851926326752,0.3039056956768036,0.20712383091449738,0.4647977352142334,0.23113425076007843,0.351087361574173,0.2551437318325043,0.25077858567237854,0.2507282793521881,0.150125652551651,0.2590580880641937,0.15623067319393158,-0.0234982892870903,0.14467325806617737,0.28702232241630554,0.14351685345172882,0.29313233494758606,0.15759775042533875
",",0.2501535415649414,0.39760664105415344,0.34499165415763855,0.2678719460964203,0.49057599902153015,0.4933079481124878,0.2553968131542206,1.0000001192092896,0.3087472915649414,0.2634502053260803,0.44245919585227966,0.2837527096271515,-0.0016132977325469255,0.27166152000427246,0.4946078956127167,0.2868689298629761,0.2356119304895401,0.31091248989105225
the,0.3075125813484192,0.40150508284568787,0.419739305973053,0.407527357339859,0.5107308030128479,1.0,0.28366661071777344,0.4933079481124878,0.42745697498321533,0.2711111307144165,0.535392165184021,0.2176690250635147,-0.01540423184633255,0.2674623131752014,0.733189046382904,0.2897129952907562,0.28776681423187256,0.22068053483963013
city,0.15483450889587402,0.3118290305137634,0.2038702517747879,0.3682219088077545,0.2549738585948944,0.35769423842430115,0.3207913041114807,0.35839709639549255,0.17493832111358643,0.14982323348522186,0.20300441980361938,0.3285287022590637,0.004406440537422895,0.06908716261386871,0.32503411173820496,0.14367547631263733,0.20354829728603363,0.13423943519592285
sees,0.19127368927001953,0.15076041221618652,0.2527684271335602,0.19138000905513763,0.20892241597175598,0.2951999604701996,0.09903189539909363,0.22631409764289856,0.29616445302963257,0.18958887457847595,0.23936879634857178,0.11576356738805771,0.02345297299325466,0.18910592794418335,0.2467905730009079,0.1683254837989807,0.21224811673164368,0.1436735838651657
