,why,are,ctenophores,extremely,rare,as,fossils,?
because,0.5926418900489807,0.43093472719192505,0.19875071942806244,0.5091794729232788,0.3113701343536377,0.42073941230773926,0.18469275534152985,0.2528740465641022
of,0.28464117646217346,0.39081433415412903,0.2626190483570099,0.2816111445426941,0.24919116497039795,0.3886612355709076,0.2560483515262604,0.1826142966747284
their,0.2619993984699249,0.46887820959091187,0.34535476565361023,0.2749623656272888,0.1577269583940506,0.29218852519989014,0.208581805229187,0.1898253709077835
soft,0.2321620136499405,0.2912416160106659,0.2689204216003418,0.2584364712238312,0.2618587613105774,0.2258724719285965,0.24756060540676117,0.20168161392211914
",",0.2827242314815521,0.4062570035457611,0.19362998008728027,0.25114306807518005,0.2636013925075531,0.48816442489624023,0.21695511043071747,0.31091248989105225
gelatinous,0.1788465678691864,0.4187321364879608,0.5155947208404541,0.30383145809173584,0.34594112634658813,0.28897321224212646,0.34085941314697266,0.17941416800022125
bodies,0.20216180384159088,0.35380154848098755,0.3575955331325531,0.2113017737865448,0.16160866618156433,0.24729733169078827,0.3195175230503082,0.18285469710826874
",",0.2827242314815521,0.4062570035457611,0.19362998008728027,0.25114306807518005,0.2636013925075531,0.48816442489624023,0.21695511043071747,0.31091248989105225
ctenophores,0.25851675868034363,0.35426098108291626,1.0,0.2672802209854126,0.32793912291526794,0.23381571471691132,0.5183635354042053,0.2054179310798645
are,0.3273901343345642,1.0,0.35426098108291626,0.3449767529964447,0.33694979548454285,0.3826591968536377,0.26634666323661804,0.24591213464736938
extremely,0.33388257026672363,0.3449767529964447,0.2672802209854126,1.0,0.39594852924346924,0.349671334028244,0.26919037103652954,0.14809079468250275
rare,0.25742867588996887,0.33694979548454285,0.32793912291526794,0.39594852924346924,1.0,0.2656152844429016,0.3254244923591614,0.14820347726345062
as,0.3103298544883728,0.3826591968536377,0.23381571471691132,0.349671334028244,0.2656152844429016,1.0,0.22297149896621704,0.27043893933296204
fossils,0.19477297365665436,0.26634666323661804,0.5183635354042053,0.26919037103652954,0.3254244923591614,0.22297149896621704,1.0000001192092896,0.1504307985305786
",",0.2827242314815521,0.4062570035457611,0.19362998008728027,0.25114306807518005,0.2636013925075531,0.48816442489624023,0.21695511043071747,0.31091248989105225
and,0.27806392312049866,0.48576638102531433,0.20973104238510132,0.3321191668510437,0.24864435195922852,0.49487000703811646,0.23379240930080414,0.20544172823429108
fossils,0.19477297365665436,0.26634666323661804,0.5183635354042053,0.26919037103652954,0.3254244923591614,0.22297149896621704,1.0000001192092896,0.1504307985305786
that,0.5601457357406616,0.45265161991119385,0.3005664348602295,0.42188143730163574,0.28028687834739685,0.4735107421875,0.29984185099601746,0.32716336846351624
have,0.4418443739414215,0.6577680706977844,0.3612369894981384,0.3791535794734955,0.31953170895576477,0.37788212299346924,0.31919050216674805,0.32991164922714233
been,0.3097085654735565,0.4703826308250427,0.18695539236068726,0.2989410161972046,0.2508680820465088,0.3975982367992401,0.26965126395225525,0.24354910850524902
interpreted,0.2603950798511505,0.21101251244544983,0.26767146587371826,0.2372724860906601,0.17732644081115723,0.30238068103790283,0.26791509985923767,0.22247080504894257
as,0.3103298544883728,0.3826591968536377,0.23381571471691132,0.349671334028244,0.2656152844429016,1.0,0.22297149896621704,0.27043893933296204
ctenophores,0.25851675868034363,0.35426098108291626,1.0,0.2672802209854126,0.32793912291526794,0.23381571471691132,0.5183635354042053,0.2054179310798645
have,0.4418443739414215,0.6577680706977844,0.3612369894981384,0.3791535794734955,0.31953170895576477,0.37788212299346924,0.31919050216674805,0.32991164922714233
been,0.3097085654735565,0.4703826308250427,0.18695539236068726,0.2989410161972046,0.2508680820465088,0.3975982367992401,0.26965126395225525,0.24354910850524902
found,0.2321753203868866,0.2740558087825775,0.32198694348335266,0.223927840590477,0.27458828687667847,0.20543651282787323,0.44371047616004944,0.16790300607681274
only,0.43416354060173035,0.4533037543296814,0.2918035686016083,0.3945873975753784,0.4070860743522644,0.41781148314476013,0.25843650102615356,0.2767370045185089
in,0.23227278888225555,0.3841303884983063,0.1814151555299759,0.26208269596099854,0.20041552186012268,0.3887844979763031,0.2852701246738434,0.20430970191955566
lagerstätten,0.2544487416744232,0.3363783657550812,0.4325045943260193,0.29415228962898254,0.31741753220558167,0.28601157665252686,0.6040382385253906,0.2321130633354187
",",0.2827242314815521,0.4062570035457611,0.19362998008728027,0.25114306807518005,0.2636013925075531,0.48816442489624023,0.21695511043071747,0.31091248989105225
places,0.2391292303800583,0.41208621859550476,0.22474892437458038,0.24318455159664154,0.21869692206382751,0.2860313951969147,0.26312169432640076,0.17623652517795563
where,0.412535160779953,0.32389864325523376,0.15624114871025085,0.3211197257041931,0.2331361472606659,0.35409465432167053,0.2155543565750122,0.24793872237205505
the,0.30742117762565613,0.40399202704429626,0.2543465793132782,0.28996992111206055,0.23127084970474243,0.48381632566452026,0.2495197057723999,0.22068053483963013
environment,0.196729376912117,0.3009084165096283,0.27029016613960266,0.27436232566833496,0.20165620744228363,0.24648141860961914,0.27091917395591736,0.19478057324886322
was,0.23341619968414307,0.3076191842556,0.05756163224577904,0.2660595178604126,0.14558935165405273,0.3677520453929901,0.14649035036563873,0.18412111699581146
exceptionally,0.27218499779701233,0.4078772962093353,0.3027152419090271,0.4740443229675293,0.3705432713031769,0.41915109753608704,0.3252007067203522,0.1493367850780487
suited,0.2859187126159668,0.22681735455989838,0.25130391120910645,0.4058157205581665,0.1432800143957138,0.3058086633682251,0.2174413800239563,0.2103053331375122
