,when,did,mechlin,lace,develop,?
the,0.5091903209686279,0.34736719727516174,0.38940536975860596,0.18998536467552185,0.26276466250419617,0.22068053483963013
implication,0.20170165598392487,0.2006264477968216,0.15856637060642242,0.17471514642238617,0.30167126655578613,0.22189387679100037
that,0.5860282182693481,0.47518548369407654,0.24874645471572876,0.20038704574108124,0.3281192481517792,0.32716336846351624
the,0.5091903209686279,0.34736719727516174,0.38940536975860596,0.18998536467552185,0.26276466250419617,0.22068053483963013
style,0.2162606418132782,0.20048470795154572,0.23501601815223694,0.22173386812210083,0.1955668330192566,0.19862167537212372
of,0.3757161796092987,0.2513895630836487,0.39029473066329956,0.2094329595565796,0.2259741723537445,0.1826142966747284
lace,0.18989895284175873,0.1689154952764511,0.19978930056095123,1.0000001192092896,0.1342092752456665,0.1472487896680832
known,0.1836930811405182,0.25943970680236816,0.2994674742221832,0.15124866366386414,0.18460878729820251,0.18314571678638458
as,0.4437963366508484,0.3596470057964325,0.28478696942329407,0.20099708437919617,0.17358502745628357,0.27043893933296204
'bucks,0.17278210818767548,0.16797298192977905,0.29497870802879333,0.2938148081302643,0.0937945693731308,0.24721959233283997
point,0.2634613811969757,0.18732239305973053,0.15473154187202454,0.11855839192867279,0.12308690696954727,0.19189560413360596
',0.2558356821537018,0.25488927960395813,0.26074734330177307,0.15898829698562622,0.1206030547618866,0.330942302942276
demonstrates,0.21989785134792328,0.16421253979206085,0.22227272391319275,0.1310967653989792,0.27104130387306213,0.15060564875602722
a,0.44397395849227905,0.2552328109741211,0.296482115983963,0.21250514686107635,0.27134326100349426,0.23916715383529663
huguenot,0.19392696022987366,0.22897696495056152,0.36108362674713135,0.1747906506061554,0.17836368083953857,0.1359742432832718
influence,0.2472303807735443,0.2526049315929413,0.16411979496479034,0.12416575849056244,0.3212861716747284,0.14200882613658905
",",0.36674630641937256,0.3015086054801941,0.3759952783584595,0.2611274719238281,0.17652153968811035,0.31091248989105225
being,0.47212454676628113,0.27905046939849854,0.12799899280071259,0.17854928970336914,0.2342938482761383,0.26743772625923157
a,0.44397395849227905,0.2552328109741211,0.296482115983963,0.21250514686107635,0.27134326100349426,0.23916715383529663
``,0.07174111902713776,-0.029888948425650597,0.1201186254620552,-0.021888483315706253,0.03366021066904068,0.0685480609536171
combination,0.24008433520793915,0.15067073702812195,0.28120526671409607,0.24483449757099152,0.1685207039117813,0.1620941311120987
of,0.3757161796092987,0.2513895630836487,0.39029473066329956,0.2094329595565796,0.2259741723537445,0.1826142966747284
mechlin,0.2569066882133484,0.2260897010564804,1.0,0.19978930056095123,0.21057818830013275,0.1937803328037262
patterns,0.2796659767627716,0.1717023253440857,0.1813025176525116,0.2962174117565155,0.31498876214027405,0.18855470418930054
on,0.37706470489501953,0.2670976221561432,0.2810733914375305,0.13314089179039001,0.20949088037014008,0.2714994251728058
lille,0.13340073823928833,0.08733397722244263,0.4166955053806305,0.1616523712873459,0.13414916396141052,0.1521545946598053
ground,0.2714887857437134,0.17569123208522797,0.15315337479114532,0.2505990266799927,0.18276742100715637,0.11401822417974472
'',-0.07688097655773163,0.01978493109345436,0.016512680798768997,-0.017950156703591347,-0.053215742111206055,0.018684765323996544
",",0.36674630641937256,0.3015086054801941,0.3759952783584595,0.2611274719238281,0.17652153968811035,0.31091248989105225
is,0.3471449911594391,0.19247472286224365,0.23114970326423645,0.1638670116662979,0.1934473067522049,0.22961433231830597
fallacious,0.24983182549476624,0.17649637162685394,0.2047826647758484,0.2845715880393982,0.15285177528858185,0.2439606934785843
:,-0.04432349652051926,-0.05305134505033493,0.05530991032719612,0.0240602046251297,-0.06234797090291977,-0.07156077772378922
what,0.4700249433517456,0.4259131848812103,0.2217331975698471,0.13109420239925385,0.20962175726890564,0.5051238536834717
is,0.3471449911594391,0.19247472286224365,0.23114970326423645,0.1638670116662979,0.1934473067522049,0.22961433231830597
now,0.38253819942474365,0.2646316885948181,0.2886064946651459,0.10879915207624435,0.14445078372955322,0.29641881585121155
known,0.1836930811405182,0.25943970680236816,0.2994674742221832,0.15124866366386414,0.18460878729820251,0.18314571678638458
as,0.4437963366508484,0.3596470057964325,0.28478696942329407,0.20099708437919617,0.17358502745628357,0.27043893933296204
mechlin,0.2569066882133484,0.2260897010564804,1.0,0.19978930056095123,0.21057818830013275,0.1937803328037262
lace,0.18989895284175873,0.1689154952764511,0.19978930056095123,1.0000001192092896,0.1342092752456665,0.1472487896680832
did,0.3228907287120819,1.0,0.2260897010564804,0.1689154952764511,0.21923236548900604,0.3023456633090973
not,0.4799930453300476,0.6481515765190125,0.2189675271511078,0.23040850460529327,0.28790590167045593,0.41942933201789856
develop,0.2735966444015503,0.21923236548900604,0.21057818830013275,0.1342092752456665,1.0,0.15784582495689392
until,0.494509756565094,0.33905428647994995,0.26750072836875916,0.062191955745220184,0.17574536800384521,0.20304496586322784
first,0.4282494783401489,0.33691170811653137,0.2985469102859497,0.12126868963241577,0.1773870289325714,0.18701928853988647
half,0.2626088559627533,0.12883292138576508,0.19689957797527313,0.155141681432724,0.12197341024875641,0.07471233606338501
of,0.3757161796092987,0.2513895630836487,0.39029473066329956,0.2094329595565796,0.2259741723537445,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.38940536975860596,0.18998536467552185,0.26276466250419617,0.22068053483963013
eighteenth,0.23226924240589142,0.21642346680164337,0.27678555250167847,0.17534850537776947,0.1667483001947403,0.07201214134693146
