,where,did,american,troops,remain,stationed,after,saddam,'s,defeat,?
these,0.380450963973999,0.38755595684051514,0.19688421487808228,0.2437044233083725,0.3148384094238281,0.23426856100559235,0.2512437105178833,0.17141295969486237,0.026068098843097687,0.15508431196212769,0.2571668326854706
attacks,0.18896746635437012,0.13600324094295502,0.11576937139034271,0.3951811194419861,0.13897740840911865,0.2581968307495117,0.18456731736660004,0.28400805592536926,-0.05427505820989609,0.3130992650985718,0.14532065391540527
resonated,0.21045662462711334,0.18639251589775085,0.20743222534656525,0.16066747903823853,0.18254323303699493,0.23941434919834137,0.19896525144577026,0.12669245898723602,-0.049259841442108154,0.07402410358190536,0.13917937874794006
with,0.4142743945121765,0.25472134351730347,0.20245933532714844,0.1365993618965149,0.21240513026714325,0.1788298636674881,0.33843478560447693,0.17263542115688324,-0.04624466598033905,0.17363154888153076,0.2433311939239502
conservative,0.08525315672159195,0.14079563319683075,0.1342935711145401,0.18315957486629486,0.2173827737569809,0.13774962723255157,0.12688477337360382,0.23816339671611786,0.01201924029737711,0.18274831771850586,0.1597563922405243
muslims,0.20420362055301666,0.23549841344356537,0.09129638224840164,0.3206944465637207,0.26558154821395874,0.18227370083332062,0.13814793527126312,0.3810783624649048,0.05457732453942299,0.21207815408706665,0.18742211163043976
and,0.43859338760375977,0.34479495882987976,0.32290002703666687,0.23100681602954865,0.28385093808174133,0.2767135500907898,0.3765919506549835,0.2402423769235611,0.06895173341035843,0.23815137147903442,0.20544172823429108
the,0.5003893971443176,0.34736719727516174,0.24562937021255493,0.3229958415031433,0.33184581995010376,0.3037928342819214,0.4565047025680542,0.216452956199646,-0.01540423184633255,0.3182816207408905,0.22068053483963013
problem,0.291713684797287,0.2389146089553833,0.1832021176815033,0.12784844636917114,0.20956042408943176,0.0667262151837349,0.19962868094444275,0.14658595621585846,-0.02317415177822113,0.14947102963924408,0.3762950301170349
did,0.24159270524978638,1.0,0.21486236155033112,0.2146090567111969,0.26352423429489136,0.21579371392726898,0.30330467224121094,0.2779383063316345,0.05069678649306297,0.20949682593345642,0.3023456633090973
not,0.3820744752883911,0.6481515765190125,0.2221173495054245,0.17018616199493408,0.41758254170417786,0.17719289660453796,0.3115830719470978,0.2615874409675598,0.002583299996331334,0.14196421205997467,0.41942933201789856
go,0.3893263638019562,0.2978402376174927,0.11967740207910538,0.1739078015089035,0.31496626138687134,0.17971360683441162,0.24441544711589813,0.24218307435512543,0.018760163336992264,0.1552642285823822,0.25942572951316833
away,0.34789830446243286,0.2167721837759018,0.10853998363018036,0.22161896526813507,0.27461645007133484,0.16524119675159454,0.2811887264251709,0.22113507986068726,0.05464960262179375,0.16790425777435303,0.15156377851963043
with,0.4142743945121765,0.25472134351730347,0.20245933532714844,0.1365993618965149,0.21240513026714325,0.1788298636674881,0.33843478560447693,0.17263542115688324,-0.04624466598033905,0.17363154888153076,0.2433311939239502
saddam,0.16640344262123108,0.2779383063316345,0.13561324775218964,0.3794577419757843,0.15969571471214294,0.25590991973876953,0.27618879079818726,1.0000001192092896,0.016018753871321678,0.20274101197719574,0.22430098056793213
's,0.0007701900321990252,0.05069678649306297,0.01565130427479744,0.06779379397630692,0.05165363848209381,-0.039534833282232285,-0.055672239512205124,0.016018753871321678,0.9999999403953552,-0.0009251622832380235,-0.023395681753754616
defeat,0.15919668972492218,0.20949682593345642,0.1487356275320053,0.48782339692115784,0.10612355172634125,0.25549134612083435,0.35571539402008057,0.20274101197719574,-0.0009251622832380235,1.0000001192092896,0.12980464100837708
either,0.3624770939350128,0.27443668246269226,0.13521036505699158,0.15292444825172424,0.3303385376930237,0.10575199127197266,0.20130784809589386,0.1730983406305313,0.040026478469371796,0.0721232146024704,0.31498292088508606
",",0.3149496018886566,0.3015086054801941,0.3048616647720337,0.23846548795700073,0.23353272676467896,0.3083816170692444,0.38860568404197693,0.19342069327831268,-0.0016132977325469255,0.2394917905330658,0.31091248989105225
since,0.26308515667915344,0.27613121271133423,0.18508033454418182,0.16245581209659576,0.28823617100715637,0.26051729917526245,0.3303494453430176,0.18850111961364746,-0.04899144917726517,0.16575711965560913,0.2876587212085724
american,0.1501617580652237,0.21486236155033112,1.0000001192092896,0.16976994276046753,0.05697580799460411,0.1777224838733673,0.1780838519334793,0.13561324775218964,0.01565130427479744,0.1487356275320053,0.18877598643302917
troops,0.16704876720905304,0.2146090567111969,0.16976994276046753,1.0000001192092896,0.19969996809959412,0.36393454670906067,0.30411291122436523,0.3794577419757843,0.06779379397630692,0.48782339692115784,0.14329779148101807
remained,0.22419263422489166,0.371289998292923,0.1186567097902298,0.318787544965744,0.6661738157272339,0.37503352761268616,0.332328736782074,0.20349206030368805,0.03340933844447136,0.2006615847349167,0.08263323456048965
stationed,0.21103647351264954,0.21579371392726898,0.1777224838733673,0.36393454670906067,0.19081826508045197,1.0000001192092896,0.2672640085220337,0.25590991973876953,-0.039534833282232285,0.25549134612083435,0.09061841666698456
in,0.5344807505607605,0.2593238651752472,0.22871561348438263,0.25826749205589294,0.2372020184993744,0.29474446177482605,0.44050168991088867,0.20031845569610596,-0.037580832839012146,0.2583656907081604,0.20430970191955566
the,0.5003893971443176,0.34736719727516174,0.24562937021255493,0.3229958415031433,0.33184581995010376,0.3037928342819214,0.4565047025680542,0.216452956199646,-0.01540423184633255,0.3182816207408905,0.22068053483963013
