,when,did,germany,found,their,first,settlement,?
the,0.5091903209686279,0.34736719727516174,0.3181285262107849,0.3452354073524475,0.516537070274353,0.49448907375335693,0.2599570155143738,0.22068053483963013
establishment,0.2026376724243164,0.20103003084659576,0.21804220974445343,0.16072770953178406,0.19313429296016693,0.23124299943447113,0.3563268184661865,0.1661023646593094
of,0.3757161796092987,0.2513895630836487,0.2942050099372864,0.2982911467552185,0.4329940676689148,0.3536086082458496,0.25982165336608887,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.3181285262107849,0.3452354073524475,0.516537070274353,0.49448907375335693,0.2599570155143738,0.22068053483963013
german,0.16090898215770721,0.2048940509557724,0.69117671251297,0.1290876269340515,0.18420307338237762,0.20368412137031555,0.09661086648702621,0.13978645205497742
colonial,0.2143167406320572,0.17575712502002716,0.13798435032367706,0.13763000071048737,0.24515025317668915,0.24950629472732544,0.40418678522109985,0.10191229730844498
empire,0.18422111868858337,0.18850058317184448,0.28472569584846497,0.11435762792825699,0.2050197720527649,0.20495158433914185,0.2614503502845764,0.14909450709819794
proceeded,0.29781997203826904,0.3054560720920563,0.10411153733730316,0.1572386920452118,0.2946430742740631,0.21765932440757751,0.22003595530986786,0.15368618071079254
smoothly,0.33975329995155334,0.21459826827049255,0.1518438458442688,0.1527864784002304,0.2898244857788086,0.17510151863098145,0.01703709177672863,0.2766338288784027
",",0.36674630641937256,0.3015086054801941,0.2898865044116974,0.27385151386260986,0.3045167922973633,0.34503069519996643,0.25103551149368286,0.31091248989105225
starting,0.34866392612457275,0.22911779582500458,0.14649617671966553,0.1450764238834381,0.2544235289096832,0.315836638212204,0.1822374165058136,0.19133803248405457
with,0.5075214505195618,0.25472134351730347,0.19588488340377808,0.2364431470632553,0.4258328378200531,0.2691199779510498,0.1540074348449707,0.2433311939239502
german,0.16090898215770721,0.2048940509557724,0.69117671251297,0.1290876269340515,0.18420307338237762,0.20368412137031555,0.09661086648702621,0.13978645205497742
new,0.257220059633255,0.227974995970726,0.22828660905361176,0.12536095082759857,0.25697171688079834,0.3283863663673401,0.18585512042045593,0.14782847464084625
guinea,0.13530823588371277,0.1392941176891327,0.22040097415447235,0.23686528205871582,0.14940685033798218,0.1633869856595993,0.17063559591770172,0.12596772611141205
in,0.4431333839893341,0.2593238651752472,0.3642844259738922,0.39141854643821716,0.34976133704185486,0.4127444326877594,0.26083990931510925,0.20430970191955566
1884,0.004922932013869286,-0.019103914499282837,0.11754739284515381,-0.034901466220617294,0.11270701140165329,-0.0488077774643898,0.08020374178886414,-0.08445221930742264
.,0.475719153881073,0.35288307070732117,0.28498756885528564,0.3618174195289612,0.34427863359451294,0.4345304071903229,0.233600914478302,0.4130953550338745
