,how,many,total,yards,did,the,panthers,have,in,the,nfc,championship,?
the,0.33890387415885925,0.4335206151008606,0.27068960666656494,0.16070343554019928,0.34736719727516174,1.0,0.2602776288986206,0.40389683842658997,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.2133951485157013,0.33815330266952515,0.189295694231987,0.2602776288986206,0.9999999403953552,0.2049359530210495,0.2115829735994339,0.2602776288986206,0.472109317779541,0.40219083428382874,0.16608978807926178
then,0.36093711853027344,0.27087974548339844,0.1825474202632904,0.18285872042179108,0.303744375705719,0.4297412931919098,0.1711401343345642,0.3610527813434601,0.36253848671913147,0.4297412931919098,0.19782333076000214,0.1592818647623062,0.2884598970413208
blew,0.21451584994792938,0.1964925080537796,0.20249786972999573,0.2729286551475525,0.29447054862976074,0.2350693792104721,0.15841616690158844,0.2549799084663391,0.1993202567100525,0.2350693792104721,0.08932272344827652,0.14978666603565216,0.2121112197637558
out,0.3963836133480072,0.3329806923866272,0.2617032825946808,0.2550521492958069,0.28413498401641846,0.39404502511024475,0.12961417436599731,0.3612789809703827,0.3576207756996155,0.39404502511024475,0.16633296012878418,0.170593723654747,0.22020699083805084
the,0.33890387415885925,0.4335206151008606,0.27068960666656494,0.16070343554019928,0.34736719727516174,1.0,0.2602776288986206,0.40389683842658997,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.22068053483963013
arizona,0.10044962912797928,0.19047409296035767,0.1536153107881546,0.2238541692495346,0.1684030294418335,0.22572119534015656,0.3588832914829254,0.1832590252161026,0.2594328224658966,0.22572119534015656,0.29782453179359436,0.14675039052963257,0.14315035939216614
cardinals,0.1037716194987297,0.20175302028656006,0.13358747959136963,0.3431735336780548,0.1666116863489151,0.2451406717300415,0.47018635272979736,0.24780523777008057,0.19347693026065826,0.2451406717300415,0.44831347465515137,0.29463377594947815,0.13200661540031433
in,0.2601168751716614,0.41474202275276184,0.27667245268821716,0.14206624031066895,0.2593238651752472,0.6662389636039734,0.2115829735994339,0.36843645572662354,1.0,0.6662389636039734,0.20630285143852234,0.20047812163829803,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.27068960666656494,0.16070343554019928,0.34736719727516174,1.0,0.2602776288986206,0.40389683842658997,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.22068053483963013
nfc,0.11678441613912582,0.15288913249969482,0.19091764092445374,0.4452243447303772,0.11289361864328384,0.2545439600944519,0.472109317779541,0.23123566806316376,0.20630285143852234,0.2545439600944519,1.0,0.4293152987957001,0.15073348581790924
championship,0.10684323310852051,0.16601915657520294,0.17640669643878937,0.2674148976802826,0.18663130700588226,0.2540402412414551,0.40219083428382874,0.14082325994968414,0.20047812163829803,0.2540402412414551,0.4293152987957001,1.0000001192092896,0.1390383541584015
game,0.215279221534729,0.21957436203956604,0.1849600076675415,0.2516956329345703,0.19789010286331177,0.285271555185318,0.26323550939559937,0.2211744487285614,0.23986028134822845,0.285271555185318,0.4089287221431732,0.24432945251464844,0.1829071193933487
",",0.22659391164779663,0.40610817074775696,0.25815486907958984,0.16944201290607452,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.3541618287563324,0.5201468467712402,0.4933079481124878,0.28086528182029724,0.256124883890152,0.31091248989105225
49–15,0.04852207005023956,0.19625228643417358,0.041415803134441376,0.0323631577193737,-0.03175068646669388,0.09043944627046585,0.020930055528879166,0.2226988673210144,0.03759656473994255,0.09043944627046585,-0.014515412040054798,-0.0035784251522272825,-0.055436357855796814
",",0.22659391164779663,0.40610817074775696,0.25815486907958984,0.16944201290607452,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.3541618287563324,0.5201468467712402,0.4933079481124878,0.28086528182029724,0.256124883890152,0.31091248989105225
racking,0.21720391511917114,0.2336263358592987,0.21017658710479736,0.3148203492164612,0.2108302116394043,0.2599547207355499,0.1909378170967102,0.22365690767765045,0.255935937166214,0.2599547207355499,0.26659488677978516,0.17299732565879822,0.19295835494995117
up,0.2819872200489044,0.2688518464565277,0.23945732414722443,0.2173794060945511,0.21613863110542297,0.38423117995262146,0.22487294673919678,0.34569859504699707,0.3120773434638977,0.38423117995262146,0.2243606448173523,0.18174704909324646,0.1819818764925003
487,-0.16074751317501068,-0.07685168087482452,-0.14521092176437378,-0.2847979962825775,-0.12252136319875717,-0.11880908161401749,-0.1087554469704628,-0.15393845736980438,-0.10079757124185562,-0.11880908161401749,-0.2288915365934372,-0.12426751852035522,-0.07421454787254333
yards,0.1345205456018448,0.13134367763996124,0.26723575592041016,1.0,0.11230118572711945,0.16070343554019928,0.33815330266952515,0.13095317780971527,0.14206624031066895,0.16070343554019928,0.4452243447303772,0.2674148976802826,0.12453813850879669
and,0.33647966384887695,0.5296266674995422,0.2520328164100647,0.22108176350593567,0.34479495882987976,0.5171257257461548,0.2230100929737091,0.4711785912513733,0.4954058527946472,0.5171257257461548,0.24502897262573242,0.22004875540733337,0.20544172823429108
