,khitan,had,been,overthrown,by,which,dynasty,that,genghis,khan,later,defeated,?
for,0.14577914774417877,0.3270139992237091,0.39068686962127686,0.0677189975976944,0.3248702883720398,0.44095608592033386,0.1219317764043808,0.4137635827064514,0.14123353362083435,0.13388998806476593,0.3573088049888611,0.15790952742099762,0.264628142118454
this,0.2502993643283844,0.3222610056400299,0.3736515939235687,0.18580453097820282,0.38438332080841064,0.6719430088996887,0.1948053240776062,0.6909449696540833,0.28079792857170105,0.17467814683914185,0.3066357672214508,0.1344546675682068,0.3155723512172699
purpose,0.10077610611915588,0.18726231157779694,0.2750594913959503,0.08439148217439651,0.2327440232038498,0.3687290847301483,0.09765952825546265,0.3622583746910095,0.09247301518917084,0.15361008048057556,0.20404979586601257,0.11772982776165009,0.21892647445201874
genghis,0.6360034346580505,0.2616504430770874,0.1856500208377838,0.41857680678367615,0.22102472186088562,0.26472097635269165,0.49750640988349915,0.21352417767047882,1.0,0.5896923542022705,0.32111310958862305,0.3309295177459717,0.18813461065292358
khan,0.5630635619163513,0.1740240752696991,0.16740377247333527,0.29806098341941833,0.13558374345302582,0.19211235642433167,0.34412047266960144,0.14077997207641602,0.5896923542022705,1.0,0.2160869836807251,0.18851232528686523,0.12862591445446014
invited,0.14633983373641968,0.250435471534729,0.13940705358982086,0.2293550968170166,0.21518370509147644,0.14990566670894623,0.1238979920744896,0.2135283350944519,0.14797796308994293,0.1332128494977951,0.2900380790233612,0.2617340385913849,0.15199494361877441
a,0.17857731878757477,0.34897568821907043,0.3315402865409851,0.17007258534431458,0.32094135880470276,0.56894451379776,0.14993494749069214,0.47537946701049805,0.194350928068161,0.1743650734424591,0.34254932403564453,0.12193045020103455,0.23916715383529663
khitan,1.0,0.22013366222381592,0.2070460170507431,0.3848934769630432,0.20310933887958527,0.24764646589756012,0.47796887159347534,0.23851029574871063,0.6360034346580505,0.5630635619163513,0.21643970906734467,0.24416224658489227,0.22136270999908447
prince,0.3566795885562897,0.19957926869392395,0.1406492441892624,0.3012855052947998,0.1780114620923996,0.15987098217010498,0.26806992292404175,0.1648334264755249,0.36428409814834595,0.23234102129936218,0.17348743975162506,0.1941978633403778,0.15431542694568634
",",0.24559904634952545,0.35487717390060425,0.34873589873313904,0.19919556379318237,0.3680937886238098,0.3658004403114319,0.1976536363363266,0.4137537479400635,0.2891939878463745,0.19700400531291962,0.35016918182373047,0.2877303659915924,0.31091248989105225
chu'tsai,0.4447605013847351,0.13865099847316742,0.14473389089107513,0.228049635887146,0.19008088111877441,0.2632558047771454,0.29945674538612366,0.2229478508234024,0.40366360545158386,0.3736506700515747,0.23363527655601501,0.16438204050064087,0.22282609343528748
",",0.24559904634952545,0.35487717390060425,0.34873589873313904,0.19919556379318237,0.3680937886238098,0.3658004403114319,0.1976536363363266,0.4137537479400635,0.2891939878463745,0.19700400531291962,0.35016918182373047,0.2877303659915924,0.31091248989105225
who,0.2690381407737732,0.36173108220100403,0.3295723795890808,0.2576178014278412,0.39727845788002014,0.3688730001449585,0.19946415722370148,0.45444270968437195,0.3018350303173065,0.2616176903247833,0.35185644030570984,0.24426424503326416,0.26220351457595825
worked,0.09054221957921982,0.3918136954307556,0.3081924617290497,0.16806651651859283,0.20231559872627258,0.12601633369922638,0.11957912892103195,0.18242602050304413,0.099307581782341,0.12794996798038483,0.36405158042907715,0.1925916075706482,0.0901828184723854
for,0.14577914774417877,0.3270139992237091,0.39068686962127686,0.0677189975976944,0.3248702883720398,0.44095608592033386,0.1219317764043808,0.4137635827064514,0.14123353362083435,0.13388998806476593,0.3573088049888611,0.15790952742099762,0.264628142118454
the,0.28280338644981384,0.3875846862792969,0.3563927710056305,0.21934035420417786,0.4408751428127289,0.6521818041801453,0.26267939805984497,0.5473989248275757,0.3448939025402069,0.21067845821380615,0.4060266613960266,0.2833898365497589,0.22068053483963013
