,ciliary,rosettes,pump,water,into,what,to,control,buoyancy,?
if,0.2943502366542816,0.14791704714298248,0.2674993872642517,0.2533992528915405,0.24821437895298004,0.5277165174484253,0.4559597074985504,0.2426365315914154,0.3142864406108856,0.4441644251346588
they,0.34588155150413513,0.3023682236671448,0.18569211661815643,0.29944711923599243,0.32590940594673157,0.4431931674480438,0.5452046394348145,0.26373761892318726,0.26463592052459717,0.2753053903579712
enter,0.20224396884441376,0.09225238114595413,0.15277227759361267,0.17710544168949127,0.31468522548675537,0.2278345823287964,0.3060675263404846,0.26957306265830994,0.18470603227615356,0.11047764122486115
less,0.24779875576496124,0.2829269766807556,0.25442707538604736,0.30554935336112976,0.24033764004707336,0.31119704246520996,0.38397523760795593,0.20286209881305695,0.34296494722366333,0.22418740391731262
dense,0.3454364836215973,0.29913949966430664,0.2176206409931183,0.37625065445899963,0.23684976994991302,0.19609157741069794,0.2475864589214325,0.1037449836730957,0.4105740487575531,0.10843625664710999
brackish,0.3995091915130615,0.3494930565357208,0.2246403992176056,0.5595178604125977,0.20070385932922363,0.14392901957035065,0.19098733365535736,0.13019625842571259,0.3764401376247406,0.13325713574886322
water,0.31614553928375244,0.2622329592704773,0.41148945689201355,0.9999998807907104,0.2901814877986908,0.17456887662410736,0.27858173847198486,0.23623083531856537,0.4750835597515106,0.14731885492801666
",",0.2289702296257019,0.241393581032753,0.22363486886024475,0.26706066727638245,0.2826121151447296,0.3087472915649414,0.44245919585227966,0.20811550319194794,0.17904379963874817,0.31091248989105225
the,0.2600339353084564,0.3116762340068817,0.21872945129871368,0.297396719455719,0.39493247866630554,0.42745697498321533,0.535392165184021,0.32841500639915466,0.32095155119895935,0.22068053483963013
ciliary,0.9999999403953552,0.3152691721916199,0.3261343240737915,0.31614553928375244,0.2804214656352997,0.24280540645122528,0.2910118103027344,0.21827174723148346,0.4277957081794739,0.16919046640396118
rosettes,0.3152691721916199,1.0,0.17183467745780945,0.2622329592704773,0.1940273493528366,0.15621772408485413,0.19573892652988434,0.09006024152040482,0.2812381088733673,0.08549460768699646
in,0.23874403536319733,0.25965800881385803,0.14753441512584686,0.23966141045093536,0.38021373748779297,0.30808621644973755,0.45010748505592346,0.24831421673297882,0.1997288167476654,0.20430970191955566
the,0.2600339353084564,0.3116762340068817,0.21872945129871368,0.297396719455719,0.39493247866630554,0.42745697498321533,0.535392165184021,0.32841500639915466,0.32095155119895935,0.22068053483963013
body,0.3863484263420105,0.20385517179965973,0.30843570828437805,0.3155747652053833,0.2668304443359375,0.2143840193748474,0.307265043258667,0.25471973419189453,0.35537073016166687,0.20136451721191406
cavity,0.4901168942451477,0.28055086731910706,0.3665120601654053,0.4007056951522827,0.30087733268737793,0.21633920073509216,0.21850472688674927,0.19846677780151367,0.503821074962616,0.16966374218463898
may,0.20604681968688965,0.20221629738807678,0.07726744562387466,0.16756772994995117,0.13332241773605347,0.25739946961402893,0.391582727432251,0.11994665861129761,0.191412091255188,0.2768254578113556
pump,0.3261343240737915,0.17183467745780945,0.9999999403953552,0.41148945689201355,0.20715351402759552,0.2035713642835617,0.20793113112449646,0.26580575108528137,0.4048747420310974,0.24768272042274475
this,0.2969377934932709,0.2431902140378952,0.2751467525959015,0.29743993282318115,0.32724273204803467,0.5489566326141357,0.5759071707725525,0.30516546964645386,0.3858165740966797,0.3155723512172699
into,0.2804214656352997,0.1940273493528366,0.20715351402759552,0.2901814877986908,1.0,0.2180619090795517,0.38810545206069946,0.2449512928724289,0.2651316225528717,0.15662476420402527
the,0.2600339353084564,0.3116762340068817,0.21872945129871368,0.297396719455719,0.39493247866630554,0.42745697498321533,0.535392165184021,0.32841500639915466,0.32095155119895935,0.22068053483963013
mesoglea,0.39390209317207336,0.33269718289375305,0.2503729462623596,0.30661070346832275,0.26302939653396606,0.26560238003730774,0.20881178975105286,0.20642752945423126,0.42688027024269104,0.2904593348503113
to,0.2910118103027344,0.19573892652988434,0.20793113112449646,0.27858173847198486,0.38810545206069946,0.455847829580307,1.0,0.28164729475975037,0.30291926860809326,0.29463258385658264
increase,0.28953832387924194,0.1645423322916031,0.28147444128990173,0.269004762172699,0.19989873468875885,0.21153631806373596,0.3378143310546875,0.28359106183052063,0.41791412234306335,0.11119163036346436
its,0.19231703877449036,0.26586487889289856,0.1621875911951065,0.2640035152435303,0.2562001943588257,0.30393704771995544,0.3691340684890747,0.23098616302013397,0.31299063563346863,0.15103481709957123
bulk,0.2785924971103668,0.2338082194328308,0.1773742437362671,0.2535833716392517,0.20062533020973206,0.19509074091911316,0.2223905473947525,0.13296280801296234,0.4258579909801483,0.14538165926933289
and,0.2551077604293823,0.27064403891563416,0.20642828941345215,0.3054247498512268,0.36597734689712524,0.31309178471565247,0.48971283435821533,0.29790008068084717,0.23969817161560059,0.20544172823429108
decrease,0.2447877824306488,0.1466129869222641,0.2558661103248596,0.25411257147789,0.17410746216773987,0.20072416961193085,0.2792290449142456,0.2471509426832199,0.4118689298629761,0.08518534898757935
its,0.19231703877449036,0.26586487889289856,0.1621875911951065,0.2640035152435303,0.2562001943588257,0.30393704771995544,0.3691340684890747,0.23098616302013397,0.31299063563346863,0.15103481709957123
density,0.18108241260051727,0.1968630850315094,0.21413475275039673,0.3195847272872925,0.11808500438928604,0.1728270947933197,0.19789865612983704,0.14770106971263885,0.45045357942581177,0.1457761973142624
",",0.2289702296257019,0.241393581032753,0.22363486886024475,0.26706066727638245,0.2826121151447296,0.3087472915649414,0.44245919585227966,0.20811550319194794,0.17904379963874817,0.31091248989105225
to,0.2910118103027344,0.19573892652988434,0.20793113112449646,0.27858173847198486,0.38810545206069946,0.455847829580307,1.0,0.28164729475975037,0.30291926860809326,0.29463258385658264
avoid,0.23996581137180328,0.11963505297899246,0.17444084584712982,0.20647840201854706,0.24638225138187408,0.2615243196487427,0.33193957805633545,0.2581958472728729,0.2537797689437866,0.26885488629341125
sinking,0.18550783395767212,0.16111667454242706,0.16390062868595123,0.36078163981437683,0.22189703583717346,0.20857955515384674,0.2106480747461319,0.1754777878522873,0.33529961109161377,0.20205460488796234
.,0.2485930472612381,0.23372650146484375,0.2474096715450287,0.26634910702705383,0.26250120997428894,0.3567904531955719,0.4645031690597534,0.24319837987422943,0.20152553915977478,0.4130953550338745
