,what,did,the,works,council,directive,require,?
the,0.42745697498321533,0.34736719727516174,1.0,0.26337864995002747,0.2829204201698303,0.299225389957428,0.17356595396995544,0.22068053483963013
uk,0.17163191735744476,0.128135547041893,0.2143084555864334,0.11805654317140579,0.2739766836166382,0.16366195678710938,0.16386032104492188,0.20222434401512146
subsequently,0.10897690057754517,0.24780967831611633,0.2886511981487274,0.10262396186590195,0.10165715217590332,0.15427079796791077,0.11413399875164032,0.005594457965344191
adopted,0.1504661738872528,0.18617329001426697,0.23462533950805664,0.1587175577878952,0.22473376989364624,0.07378605008125305,0.08365358412265778,0.14235380291938782
the,0.42745697498321533,0.34736719727516174,1.0,0.26337864995002747,0.2829204201698303,0.299225389957428,0.17356595396995544,0.22068053483963013
main,0.2344268560409546,0.15925762057304382,0.38631999492645264,0.18151028454303741,0.12116032093763351,0.20304277539253235,0.14470112323760986,0.1665669083595276
legislation,0.26615777611732483,0.1931830793619156,0.2839483618736267,0.15756146609783173,0.391418993473053,0.2293512374162674,0.2786838412284851,0.21123437583446503
previously,0.24305304884910583,0.2304767668247223,0.33854439854621887,0.19720646739006042,0.1951058954000473,0.20298609137535095,0.1318514496088028,0.15811841189861298
agreed,0.3416297733783722,0.47254884243011475,0.24722334742546082,0.15070775151252747,0.2689027786254883,0.2340518981218338,0.2047775238752365,0.21258382499217987
under,0.20154598355293274,0.20815621316432953,0.3348022699356079,0.23865793645381927,0.1507444679737091,0.2587185800075531,0.21316301822662354,0.18233340978622437
the,0.42745697498321533,0.34736719727516174,1.0,0.26337864995002747,0.2829204201698303,0.299225389957428,0.17356595396995544,0.22068053483963013
agreement,0.2851087749004364,0.2812501788139343,0.2490699142217636,0.1218331977725029,0.2492753565311432,0.2556711435317993,0.18192856013774872,0.15830197930335999
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.18736502528190613,0.16224971413612366,0.1868148148059845,0.17585624754428864,0.2714994251728058
social,0.22217629849910736,0.1977856606245041,0.21797899901866913,0.18014660477638245,0.19098195433616638,0.226051926612854,0.1658262461423874,0.1615191102027893
policy,0.3869883120059967,0.2751549482345581,0.2358427494764328,0.18286100029945374,0.29001733660697937,0.3511349856853485,0.3420443534851074,0.30462446808815
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.29211118817329407,0.23820561170578003,0.23691628873348236,0.20549376308918,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,1.0,0.26337864995002747,0.2829204201698303,0.299225389957428,0.17356595396995544,0.22068053483963013
1994,0.10476769506931305,0.18745069205760956,-0.03378653898835182,0.03659852221608162,0.12254608422517776,-0.03205912560224533,0.00978527870029211,0.12888094782829285
works,0.2418437898159027,0.17949827015399933,0.26337864995002747,1.0,0.10925018787384033,0.2514953911304474,0.18940259516239166,0.19597402215003967
council,0.16933071613311768,0.13965484499931335,0.2829204201698303,0.10925018787384033,1.0,0.21767088770866394,0.16173957288265228,0.1160062924027443
directive,0.28384625911712646,0.20067515969276428,0.299225389957428,0.2514953911304474,0.21767088770866394,0.9999999403953552,0.2805778384208679,0.15005457401275635
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.29211118817329407,0.23820561170578003,0.23691628873348236,0.20549376308918,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.6521818041801453,0.2730301022529602,0.20855821669101715,0.28222039341926575,0.28661149740219116,0.25814583897590637
required,0.2506856620311737,0.30923745036125183,0.27848219871520996,0.1936553418636322,0.1782836765050888,0.2899935245513916,0.7939618825912476,0.24962718784809113
workforce,0.24468766152858734,0.212918221950531,0.27998417615890503,0.3415628969669342,0.3127712309360504,0.24220693111419678,0.30448904633522034,0.24578486382961273
consultation,0.28350910544395447,0.20422635972499847,0.29358696937561035,0.23356731235980988,0.3574354946613312,0.3265959322452545,0.3493804335594177,0.2512023448944092
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.2656683027744293,0.2689173221588135,0.20046965777873993,0.14079172909259796,0.20430970191955566
businesses,0.23735997080802917,0.31390318274497986,0.25707828998565674,0.2211368829011917,0.2694929838180542,0.14802269637584686,0.28794124722480774,0.15998470783233643
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.29211118817329407,0.23820561170578003,0.23691628873348236,0.20549376308918,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.33871909976005554,0.25117602944374084,0.305280864238739,0.24569399654865265,0.20544172823429108
the,0.42745697498321533,0.34736719727516174,1.0,0.26337864995002747,0.2829204201698303,0.299225389957428,0.17356595396995544,0.22068053483963013
1996,0.1822642683982849,0.24150575697422028,0.10029517859220505,0.019425243139266968,0.2402888536453247,0.007005508989095688,0.03565491735935211,0.18022380769252777
parental,0.23264765739440918,0.15179356932640076,0.2648169696331024,0.1679578572511673,0.18724673986434937,0.24831847846508026,0.30875155329704285,0.2222837209701538
leave,0.3595171868801117,0.3432042896747589,0.32171857357025146,0.15320038795471191,0.11460234224796295,0.1481795758008957,0.21562254428863525,0.23890845477581024
directive,0.28384625911712646,0.20067515969276428,0.299225389957428,0.2514953911304474,0.21767088770866394,0.9999999403953552,0.2805778384208679,0.15005457401275635
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.28871041536331177,0.2314436286687851,0.27493321895599365,0.21465444564819336,0.4130953550338745
