,when,a,plant,is,injured,",",what,can,become,proplastids,?
if,0.5608453154563904,0.41272827982902527,0.21846534311771393,0.30927813053131104,0.20478101074695587,0.257730096578598,0.5277165174484253,0.5903681516647339,0.3265690803527832,0.35991358757019043,0.4441644251346588
a,0.44397395849227905,1.0,0.2010895311832428,0.658733606338501,0.2173323780298233,0.427140474319458,0.3320399522781372,0.3915780484676361,0.3215816617012024,0.262615829706192,0.23916715383529663
plant,0.22998343408107758,0.2010895311832428,1.0,0.2497083991765976,0.1703106164932251,0.25194862484931946,0.23371253907680511,0.20529979467391968,0.16334716975688934,0.4723294675350189,0.16613075137138367
is,0.3471449911594391,0.658733606338501,0.2497083991765976,1.0,0.09947870671749115,0.4691906273365021,0.28837618231773376,0.44256699085235596,0.2983444035053253,0.23787330090999603,0.22961433231830597
injured,0.28566494584083557,0.2173323780298233,0.1703106164932251,0.09947870671749115,1.0000001192092896,0.20513707399368286,0.14425544440746307,0.16750986874103546,0.13566447794437408,0.13342013955116272,0.12394905835390091
",",0.36674630641937256,0.427140474319458,0.25194862484931946,0.4691906273365021,0.20513707399368286,1.0000001192092896,0.3087472915649414,0.3139454126358032,0.29676204919815063,0.22562618553638458,0.31091248989105225
or,0.417120099067688,0.48853766918182373,0.31485456228256226,0.41870999336242676,0.21605180203914642,0.3769497275352478,0.33867141604423523,0.5614996552467346,0.24585704505443573,0.36983516812324524,0.32389625906944275
something,0.4493243098258972,0.4335615932941437,0.24718056619167328,0.3330649733543396,0.1582871675491333,0.24105922877788544,0.6258514523506165,0.440219908952713,0.24350857734680176,0.3055537939071655,0.4761815667152405
else,0.3306138515472412,0.22029639780521393,0.14843522012233734,0.22724738717079163,0.12456905841827393,0.2643522322177887,0.4444292485713959,0.38691481947898865,0.20761258900165558,0.28314831852912903,0.47029805183410645
causes,0.29580047726631165,0.27698835730552673,0.18472112715244293,0.3009743392467499,0.2449169158935547,0.3057606518268585,0.1426164209842682,0.3209187388420105,0.27203911542892456,0.24195736646652222,0.19991323351860046
a,0.44397395849227905,1.0,0.2010895311832428,0.658733606338501,0.2173323780298233,0.427140474319458,0.3320399522781372,0.3915780484676361,0.3215816617012024,0.262615829706192,0.23916715383529663
plant,0.22998343408107758,0.2010895311832428,1.0,0.2497083991765976,0.1703106164932251,0.25194862484931946,0.23371253907680511,0.20529979467391968,0.16334716975688934,0.4723294675350189,0.16613075137138367
cell,0.24251431226730347,0.21525812149047852,0.338656485080719,0.15086454153060913,0.12913182377815247,0.17534321546554565,0.19222842156887054,0.263077050447464,0.12074484676122665,0.5406954288482666,0.2058541625738144
to,0.5423505902290344,0.45503583550453186,0.20493197441101074,0.42745086550712585,0.1990538239479065,0.44245919585227966,0.455847829580307,0.4979398250579834,0.36996012926101685,0.2882572114467621,0.29463258385658264
revert,0.2633364498615265,0.2350614070892334,0.18213671445846558,0.18292662501335144,0.16852709650993347,0.2421099692583084,0.36412495374679565,0.31365135312080383,0.13215920329093933,0.2720370590686798,0.39931654930114746
to,0.5423505902290344,0.45503583550453186,0.20493197441101074,0.42745086550712585,0.1990538239479065,0.44245919585227966,0.455847829580307,0.4979398250579834,0.36996012926101685,0.2882572114467621,0.29463258385658264
