,which,country,'s,imports,became,the,de,facto,mass,market,leaders,?
japanese,0.19711120426654816,0.20470987260341644,-0.02857690304517746,0.15491685271263123,0.1876315176486969,0.21599429845809937,0.1269199699163437,0.17551212012767792,0.10142019391059875,0.10442410409450531,0.14793699979782104,0.12021756172180176
imports,0.30669617652893066,0.2774486541748047,-0.02676970139145851,1.0000001192092896,0.06854014098644257,0.2575509548187256,0.08913696557283401,0.22355905175209045,0.1573171466588974,0.2605554461479187,0.0973835289478302,0.2849743068218231
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.2856404483318329,0.2798398435115814,0.4933079481124878,0.2882855534553528,0.25466400384902954,0.2439754158258438,0.2499394416809082,0.21003474295139313,0.31091248989105225
primarily,0.411638468503952,0.17324374616146088,-0.08149473369121552,0.22012022137641907,0.09353945404291153,0.34785038232803345,0.0762527585029602,0.15685690939426422,0.1964026689529419,0.1819695085287094,0.10970054566860199,0.06029784679412842
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.2575509548187256,0.36325156688690186,1.0,0.23491892218589783,0.32902881503105164,0.2284930944442749,0.2041238248348236,0.3157886564731598,0.22068053483963013
toyota,0.1931948959827423,0.15751013159751892,0.013688119128346443,0.2741241753101349,0.1954212784767151,0.175506591796875,0.16209790110588074,0.18249960243701935,0.17071016132831573,0.2641756236553192,0.11760864406824112,0.06279262900352478
corona,0.18553146719932556,0.021013593301177025,-0.044267281889915466,0.0432412251830101,0.09223224967718124,0.22527040541172028,0.17739138007164001,0.12590910494327545,0.27417075634002686,0.08719246089458466,0.050388891249895096,0.09389303624629974
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.2856404483318329,0.2798398435115814,0.4933079481124878,0.2882855534553528,0.25466400384902954,0.2439754158258438,0.2499394416809082,0.21003474295139313,0.31091248989105225
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.2575509548187256,0.36325156688690186,1.0,0.23491892218589783,0.32902881503105164,0.2284930944442749,0.2041238248348236,0.3157886564731598,0.22068053483963013
toyota,0.1931948959827423,0.15751013159751892,0.013688119128346443,0.2741241753101349,0.1954212784767151,0.175506591796875,0.16209790110588074,0.18249960243701935,0.17071016132831573,0.2641756236553192,0.11760864406824112,0.06279262900352478
corolla,0.3056314289569855,0.10532515496015549,0.04422307759523392,0.23308086395263672,0.17321676015853882,0.269803911447525,0.2030831277370453,0.15951916575431824,0.21789716184139252,0.20652364194393158,0.12208396196365356,0.16297723352909088
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.2856404483318329,0.2798398435115814,0.4933079481124878,0.2882855534553528,0.25466400384902954,0.2439754158258438,0.2499394416809082,0.21003474295139313,0.31091248989105225
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.2575509548187256,0.36325156688690186,1.0,0.23491892218589783,0.32902881503105164,0.2284930944442749,0.2041238248348236,0.3157886564731598,0.22068053483963013
