,what,was,the,disneyland,anthology,series,retitled,in,1958,?
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.22500096261501312,0.2565416395664215,0.23828625679016113,0.24249239265918732,0.46853652596473694,0.05597979575395584,0.2714994251728058
september,0.2153792530298233,0.4425655007362366,0.2516939043998718,0.1998904049396515,0.18317662179470062,0.17910413444042206,0.18114550411701202,0.25402772426605225,-0.148947075009346,0.2665146589279175
3,0.04473085701465607,0.06170157715678215,0.06283142417669296,0.09787751734256744,-0.017560238018631935,0.03619242459535599,0.09403688460588455,0.06326868385076523,-0.020685160532593727,0.005975271109491587
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24836018681526184,0.24864459037780762,0.24060699343681335,0.1912793070077896,0.5201468467712402,0.04944115877151489,0.31091248989105225
1958,0.05193012207746506,0.01881168596446514,0.1250157356262207,0.039552561938762665,0.036457620561122894,0.08067793399095535,0.03633776679635048,0.03953266516327858,1.0000001192092896,0.009362862445414066
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24836018681526184,0.24864459037780762,0.24060699343681335,0.1912793070077896,0.5201468467712402,0.04944115877151489,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.3147701323032379,0.2812962234020233,0.31376904249191284,0.23534727096557617,0.6662389636039734,0.1250157356262207,0.22068053483963013
disneyland,0.21946722269058228,0.24742449820041656,0.3147701323032379,1.0000001192092896,0.21856532990932465,0.23428145051002502,0.25082045793533325,0.26357531547546387,0.039552561938762665,0.18708528578281403
anthology,0.19700226187705994,0.27746060490608215,0.2812962234020233,0.21856532990932465,0.9999998807907104,0.3031176030635834,0.415864497423172,0.240850031375885,0.036457620561122894,0.18870647251605988
series,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.23428145051002502,0.3031176030635834,1.0000001192092896,0.3270045220851898,0.2914260923862457,0.08067793399095535,0.1709602326154709
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.24742449820041656,0.27746060490608215,0.2261398285627365,0.20450527966022491,0.45514053106307983,0.01881168596446514,0.18412111699581146
retitled,0.15688717365264893,0.20450527966022491,0.23534727096557617,0.25082045793533325,0.415864497423172,0.3270045220851898,1.0,0.2088838666677475,0.03633776679635048,0.17980767786502838
walt,0.1869807094335556,0.28954240679740906,0.2561357319355011,0.6021803617477417,0.35435083508491516,0.27691206336021423,0.3411162495613098,0.24451637268066406,0.027009228244423866,0.18540392816066742
disney,0.19632026553153992,0.22590678930282593,0.24980762600898743,0.7213653922080994,0.29018303751945496,0.3113691210746765,0.2702483534812927,0.18521910905838013,-0.0005283924983814359,0.22150784730911255
presents,0.2846953272819519,0.2255340963602066,0.3075920641422272,0.25753557682037354,0.27560776472091675,0.2189694195985794,0.2813190221786499,0.23149815201759338,0.04013771936297417,0.20020639896392822
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2556275725364685,0.16014592349529266,0.2641415596008301,0.21345852315425873,0.3887844979763031,0.03461598977446556,0.27043893933296204
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.35334092378616333,0.20125408470630646,0.20531252026557922,0.10702579468488693,0.5130809545516968,0.12710356712341309,0.25732165575027466
became,0.1434093862771988,0.6575068235397339,0.36325156688690186,0.12160062044858932,0.16591107845306396,0.18320977687835693,0.20875535905361176,0.31047213077545166,-0.008471308276057243,0.11374033987522125
disassociated,0.2961726188659668,0.23912720382213593,0.3272973895072937,0.20350563526153564,0.20126479864120483,0.12942461669445038,0.16191665828227997,0.3033303916454315,0.015196781605482101,0.23772554099559784
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.23599013686180115,0.21544937789440155,0.17767351865768433,0.13514021039009094,0.4080928862094879,0.18400827050209045,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,1.0,0.3147701323032379,0.2812962234020233,0.31376904249191284,0.23534727096557617,0.6662389636039734,0.1250157356262207,0.22068053483963013
theme,0.24160240590572357,0.21860456466674805,0.2470158040523529,0.5218421816825867,0.30285385251045227,0.3285406529903412,0.2361852079629898,0.21164380013942719,0.07366921752691269,0.21507632732391357
park,0.13500720262527466,0.22738584876060486,0.24748283624649048,0.4996703863143921,0.19821876287460327,0.1803697943687439,0.1673060804605484,0.22758090496063232,-0.00010745784675236791,0.13508929312229156
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2658425569534302,0.2662479877471924,0.22268271446228027,0.1749790757894516,0.5696388483047485,0.11629214137792587,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3147701323032379,0.2812962234020233,0.31376904249191284,0.23534727096557617,0.6662389636039734,0.1250157356262207,0.22068053483963013
same,0.3764382302761078,0.27172183990478516,0.4583131968975067,0.2405622899532318,0.17200489342212677,0.1877945363521576,0.17141319811344147,0.3692481815814972,0.07334081083536148,0.22649677097797394
name,0.18623162806034088,0.2646567225456238,0.3171212375164032,0.1794409155845642,0.1405944973230362,0.1536245048046112,0.16460785269737244,0.2459065467119217,0.02245754562318325,0.15381577610969543
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2640485465526581,0.20611606538295746,0.3121925890445709,0.14445050060749054,0.5591574311256409,0.12896610796451569,0.4130953550338745
