,what,device,is,used,to,test,the,magnetic,attractions,involved,in,liquid,oxygen,?
liquid,0.24017377197742462,0.37036803364753723,0.2801579535007477,0.33176282048225403,0.24009785056114197,0.22368301451206207,0.25047987699508667,0.32312706112861633,0.15241335332393646,0.1223413348197937,0.19967526197433472,1.0,0.4322830140590668,0.18412289023399353
oxygen,0.16781960427761078,0.21912123262882233,0.21825239062309265,0.21276918053627014,0.24193501472473145,0.18279343843460083,0.20428593456745148,0.25749415159225464,0.07753979414701462,0.20316512882709503,0.1672476977109909,0.4322830140590668,0.9999999403953552,0.16786395013332367
is,0.28837618231773376,0.2402733862400055,1.0,0.3288823366165161,0.42745086550712585,0.1841357946395874,0.5823672413825989,0.17429937422275543,0.28019091486930847,0.1551186740398407,0.5394441485404968,0.2801579535007477,0.21825239062309265,0.22961433231830597
attracted,0.12504146993160248,0.10736305266618729,0.200980082154274,0.14622613787651062,0.2574179172515869,0.10740111023187637,0.2029382735490799,0.25856947898864746,0.6816660165786743,0.3001181483268738,0.2388908863067627,0.17353887856006622,0.11330606043338776,0.06735223531723022
to,0.455847829580307,0.2965817153453827,0.42745086550712585,0.40058770775794983,1.0,0.23725658655166626,0.535392165184021,0.23495057225227356,0.24008513987064362,0.24297703802585602,0.45010748505592346,0.24009785056114197,0.24193501472473145,0.29463258385658264
a,0.3320399522781372,0.3107774555683136,0.658733606338501,0.3864384889602661,0.45503583550453186,0.2521366477012634,0.5829201340675354,0.19198331236839294,0.24916726350784302,0.2598431408405304,0.539380669593811,0.2669180929660797,0.21662019193172455,0.23916715383529663
magnet,0.18846699595451355,0.34012916684150696,0.2401144802570343,0.21705496311187744,0.2389988750219345,0.17118100821971893,0.20539982616901398,0.8411728143692017,0.2603764533996582,0.13375897705554962,0.18377093970775604,0.3103766441345215,0.24370773136615753,0.13149034976959229
to,0.455847829580307,0.2965817153453827,0.42745086550712585,0.40058770775794983,1.0,0.23725658655166626,0.535392165184021,0.23495057225227356,0.24008513987064362,0.24297703802585602,0.45010748505592346,0.24009785056114197,0.24193501472473145,0.29463258385658264
a,0.3320399522781372,0.3107774555683136,0.658733606338501,0.3864384889602661,0.45503583550453186,0.2521366477012634,0.5829201340675354,0.19198331236839294,0.24916726350784302,0.2598431408405304,0.539380669593811,0.2669180929660797,0.21662019193172455,0.23916715383529663
sufficient,0.34977179765701294,0.28350886702537537,0.21905657649040222,0.33065488934516907,0.35032063722610474,0.2500293552875519,0.27501294016838074,0.2969544529914856,0.19009247422218323,0.2690867483615875,0.19672052562236786,0.31114548444747925,0.2696949243545532,0.2950035035610199
extent,0.369102418422699,0.11912355571985245,0.21776145696640015,0.18191441893577576,0.26711156964302063,0.14577901363372803,0.2727625370025635,0.18223491311073303,0.25769901275634766,0.24229466915130615,0.1923665851354599,0.14916644990444183,0.12067743390798569,0.1940663903951645
that,0.6297725439071655,0.3073769807815552,0.3995479643344879,0.37621384859085083,0.5436353087425232,0.27682164311408997,0.5473989248275757,0.27342489361763,0.21238206326961517,0.34995582699775696,0.435920387506485,0.32330289483070374,0.2717767655849457,0.32716336846351624
",",0.3087472915649414,0.13617408275604248,0.4691906273365021,0.3120402991771698,0.44245919585227966,0.17614826560020447,0.4933079481124878,0.15619294345378876,0.22140148282051086,0.3099522888660431,0.5201468467712402,0.18898124992847443,0.21812842786312103,0.31091248989105225
in,0.30808621644973755,0.16225403547286987,0.5394441485404968,0.3090210556983948,0.45010748505592346,0.1630522608757019,0.6662389636039734,0.13499167561531067,0.28832805156707764,0.2988407015800476,1.0,0.19967526197433472,0.1672476977109909,0.20430970191955566
laboratory,0.20190474390983582,0.2393714189529419,0.21502412855625153,0.22984951734542847,0.20453277230262756,0.33691179752349854,0.19762322306632996,0.29117923974990845,0.1288330852985382,0.17862151563167572,0.2533527612686157,0.29512259364128113,0.22964328527450562,0.07445509731769562
demonstrations,0.17201164364814758,0.19966241717338562,0.13889971375465393,0.27372273802757263,0.23667319118976593,0.2913433611392975,0.2874212861061096,0.21814505755901337,0.24704541265964508,0.30916041135787964,0.29964759945869446,0.2066720426082611,0.16935382783412933,0.13306647539138794
",",0.3087472915649414,0.13617408275604248,0.4691906273365021,0.3120402991771698,0.44245919585227966,0.17614826560020447,0.4933079481124878,0.15619294345378876,0.22140148282051086,0.3099522888660431,0.5201468467712402,0.18898124992847443,0.21812842786312103,0.31091248989105225
a,0.3320399522781372,0.3107774555683136,0.658733606338501,0.3864384889602661,0.45503583550453186,0.2521366477012634,0.5829201340675354,0.19198331236839294,0.24916726350784302,0.2598431408405304,0.539380669593811,0.2669180929660797,0.21662019193172455,0.23916715383529663
bridge,0.16739098727703094,0.18006476759910583,0.1899378001689911,0.1111990287899971,0.21516349911689758,0.055875860154628754,0.27692803740501404,0.10749147087335587,0.2026994377374649,0.08795767277479172,0.235438272356987,0.06649621576070786,0.09044943004846573,0.1396101862192154
of,0.33290785551071167,0.17168864607810974,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.164191335439682,0.733189046382904,0.16237565875053406,0.2880677282810211,0.30147984623908997,0.5696388483047485,0.2296105921268463,0.16848602890968323,0.1826142966747284
liquid,0.24017377197742462,0.37036803364753723,0.2801579535007477,0.33176282048225403,0.24009785056114197,0.22368301451206207,0.25047987699508667,0.32312706112861633,0.15241335332393646,0.1223413348197937,0.19967526197433472,1.0,0.4322830140590668,0.18412289023399353
oxygen,0.16781960427761078,0.21912123262882233,0.21825239062309265,0.21276918053627014,0.24193501472473145,0.18279343843460083,0.20428593456745148,0.25749415159225464,0.07753979414701462,0.20316512882709503,0.1672476977109909,0.4322830140590668,0.9999999403953552,0.16786395013332367
may,0.25739946961402893,0.2254881113767624,0.322792649269104,0.29261529445648193,0.391582727432251,0.1835239976644516,0.2694292366504669,0.15722902119159698,0.13736508786678314,0.24124300479888916,0.3424151837825775,0.18314529955387115,0.21239425241947174,0.2768254578113556
be,0.3929833769798279,0.2852543890476227,0.4819129705429077,0.3731876611709595,0.4972836375236511,0.25003713369369507,0.4248143136501312,0.2283020317554474,0.21067599952220917,0.22545628249645233,0.3481820821762085,0.34251296520233154,0.28851351141929626,0.3324260413646698
supported,0.16402992606163025,0.1374722570180893,0.1375114768743515,0.3142521381378174,0.19981899857521057,0.1393115371465683,0.27276676893234253,0.17511196434497833,0.15128158032894135,0.3177070915699005,0.22075232863426208,0.10759175568819046,0.11299800872802734,0.11593948304653168
against,0.24561616778373718,0.1387004852294922,0.1754940152168274,0.16741667687892914,0.310872346162796,0.2274983525276184,0.3090755045413971,0.16568122804164886,0.13842765986919403,0.2769310474395752,0.27273955941200256,0.1023104339838028,0.029733026400208473,0.18095137178897858
its,0.30393704771995544,0.21442483365535736,0.4447362422943115,0.294392853975296,0.3691340684890747,0.14924216270446777,0.559237003326416,0.15296626091003418,0.2858488857746124,0.15236784517765045,0.3793783485889435,0.262726366519928,0.23293741047382355,0.15103481709957123
