,how,many,times,did,arizona,turn,the,ball,over,in,the,nfc,championship,?
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.34736719727516174,0.22572119534015656,0.3359498679637909,1.0,0.18895584344863892,0.39856547117233276,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.23892445862293243,0.189295694231987,0.3588832914829254,0.12617066502571106,0.2602776288986206,0.17961734533309937,0.13728265464305878,0.2115829735994339,0.2602776288986206,0.472109317779541,0.40219083428382874,0.16608978807926178
then,0.36093711853027344,0.27087974548339844,0.3131689131259918,0.303744375705719,0.14440761506557465,0.3693445026874542,0.4297412931919098,0.22892506420612335,0.3562479317188263,0.36253848671913147,0.4297412931919098,0.19782333076000214,0.1592818647623062,0.2884598970413208
blew,0.21451584994792938,0.1964925080537796,0.18286290764808655,0.29447054862976074,0.13504427671432495,0.2597990036010742,0.2350693792104721,0.21647655963897705,0.3223923444747925,0.1993202567100525,0.2350693792104721,0.08932272344827652,0.14978666603565216,0.2121112197637558
out,0.3963836133480072,0.3329806923866272,0.216436967253685,0.28413498401641846,0.17219987511634827,0.32740214467048645,0.39404502511024475,0.25823330879211426,0.38542792201042175,0.3576207756996155,0.39404502511024475,0.16633296012878418,0.170593723654747,0.22020699083805084
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.34736719727516174,0.22572119534015656,0.3359498679637909,1.0,0.18895584344863892,0.39856547117233276,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.22068053483963013
arizona,0.10044962912797928,0.19047409296035767,0.1005290076136589,0.1684030294418335,1.0000001192092896,0.11764320731163025,0.22572119534015656,0.07924089580774307,0.19337816536426544,0.2594328224658966,0.22572119534015656,0.29782453179359436,0.14675039052963257,0.14315035939216614
cardinals,0.1037716194987297,0.20175302028656006,0.2186891734600067,0.1666116863489151,0.30277562141418457,0.17241500318050385,0.2451406717300415,0.26581043004989624,0.14387162029743195,0.19347693026065826,0.2451406717300415,0.44831347465515137,0.29463377594947815,0.13200661540031433
in,0.2601168751716614,0.41474202275276184,0.2427823841571808,0.2593238651752472,0.2594328224658966,0.1769595742225647,0.6662389636039734,0.1472199559211731,0.3605569899082184,1.0,0.6662389636039734,0.20630285143852234,0.20047812163829803,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.34736719727516174,0.22572119534015656,0.3359498679637909,1.0,0.18895584344863892,0.39856547117233276,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.22068053483963013
nfc,0.11678441613912582,0.15288913249969482,0.2511131465435028,0.11289361864328384,0.29782453179359436,0.15632018446922302,0.2545439600944519,0.21856357157230377,0.1988006830215454,0.20630285143852234,0.2545439600944519,1.0,0.4293152987957001,0.15073348581790924
championship,0.10684323310852051,0.16601915657520294,0.27100425958633423,0.18663130700588226,0.14675039052963257,0.1542041152715683,0.2540402412414551,0.1790589541196823,0.1543838232755661,0.20047812163829803,0.2540402412414551,0.4293152987957001,1.0000001192092896,0.1390383541584015
game,0.215279221534729,0.21957436203956604,0.17801880836486816,0.19789010286331177,0.14382030069828033,0.21789966523647308,0.285271555185318,0.34016361832618713,0.21176393330097198,0.23986028134822845,0.285271555185318,0.4089287221431732,0.24432945251464844,0.1829071193933487
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3015086054801941,0.22171752154827118,0.23215743899345398,0.4933079481124878,0.2170172780752182,0.3301127254962921,0.5201468467712402,0.4933079481124878,0.28086528182029724,0.256124883890152,0.31091248989105225
49–15,0.04852207005023956,0.19625228643417358,0.06918404996395111,-0.03175068646669388,0.02451971173286438,0.09337661415338516,0.09043944627046585,0.029996097087860107,0.11470785737037659,0.03759656473994255,0.09043944627046585,-0.014515412040054798,-0.0035784251522272825,-0.055436357855796814
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3015086054801941,0.22171752154827118,0.23215743899345398,0.4933079481124878,0.2170172780752182,0.3301127254962921,0.5201468467712402,0.4933079481124878,0.28086528182029724,0.256124883890152,0.31091248989105225
racking,0.21720391511917114,0.2336263358592987,0.13298816978931427,0.2108302116394043,0.18362000584602356,0.20597851276397705,0.2599547207355499,0.2618681490421295,0.22239455580711365,0.255935937166214,0.2599547207355499,0.26659488677978516,0.17299732565879822,0.19295835494995117
up,0.2819872200489044,0.2688518464565277,0.23722118139266968,0.21613863110542297,0.17244717478752136,0.24633066356182098,0.38423117995262146,0.19136162102222443,0.37640950083732605,0.3120773434638977,0.38423117995262146,0.2243606448173523,0.18174704909324646,0.1819818764925003
487,-0.16074751317501068,-0.07685168087482452,-0.09644319117069244,-0.12252136319875717,-0.11823020875453949,-0.17743439972400665,-0.11880908161401749,-0.13710375130176544,-0.2517356276512146,-0.10079757124185562,-0.11880908161401749,-0.2288915365934372,-0.12426751852035522,-0.07421454787254333
yards,0.1345205456018448,0.13134367763996124,0.21166743338108063,0.11230118572711945,0.2238541692495346,0.13619135320186615,0.16070343554019928,0.31545811891555786,0.23306070268154144,0.14206624031066895,0.16070343554019928,0.4452243447303772,0.2674148976802826,0.12453813850879669
and,0.33647966384887695,0.5296266674995422,0.2611900568008423,0.34479495882987976,0.20476846396923065,0.29704567790031433,0.5171257257461548,0.19981779158115387,0.4021143913269043,0.4954058527946472,0.5171257257461548,0.24502897262573242,0.22004875540733337,0.20544172823429108
forcing,0.22077983617782593,0.1790088713169098,0.0882037952542305,0.28997835516929626,0.09828513860702515,0.24384357035160065,0.31176233291625977,0.12297394126653671,0.32129937410354614,0.2283181995153427,0.31176233291625977,0.164426788687706,0.12519139051437378,0.19852621853351593
seven,0.20032188296318054,0.28098854422569275,0.18999098241329193,0.11491922289133072,0.24036787450313568,0.17395442724227905,0.28151169419288635,0.1316889375448227,0.24607059359550476,0.24717609584331512,0.28151169419288635,0.23651136457920074,0.22131021320819855,0.1732930988073349
turnovers,0.2714545726776123,0.24598953127861023,0.22217626869678497,0.1935662180185318,0.16932182013988495,0.4490276575088501,0.2887553572654724,0.2631121873855591,0.3461948335170746,0.20580574870109558,0.2887553572654724,0.31568512320518494,0.219132199883461,0.19236040115356445
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.35288307070732117,0.2572092115879059,0.30823618173599243,0.5934505462646484,0.214210644364357,0.37877383828163147,0.5591574311256409,0.5934505462646484,0.23085859417915344,0.23509643971920013,0.4130953550338745
