,who,did,internet2,partner,with
internet2,0.26079732179641724,0.20322340726852417,1.0,0.10579884052276611,0.23412318527698517
is,0.24293622374534607,0.19247472286224365,0.17447224259376526,0.12903441488742828,0.3250955045223236
a,0.36608949303627014,0.2552328109741211,0.23332996666431427,0.15760847926139832,0.3783375024795532
not-for-profit,0.2726222574710846,0.2540832757949829,0.27973705530166626,0.2361682802438736,0.2177138775587082
united,0.21193812787532806,0.21137088537216187,0.1966465413570404,0.12444137036800385,0.19869105517864227
states,0.21313154697418213,0.21754568815231323,0.20723381638526917,0.11371684074401855,0.21424104273319244
computer,0.22460292279720306,0.1818549484014511,0.4559060335159302,0.10102635622024536,0.15518860518932343
networking,0.2318439781665802,0.12024056166410446,0.5294600129127502,0.1819869577884674,0.2745855152606964
consortium,0.15539607405662537,0.13192448019981384,0.2676836848258972,0.1226305365562439,0.19158050417900085
led,0.2450801581144333,0.3213953971862793,0.15957313776016235,0.22956742346286774,0.27114903926849365
by,0.39727845788002014,0.18574509024620056,0.21494929492473602,0.17357978224754333,0.39731505513191223
members,0.3290669620037079,0.21391335129737854,0.1819171905517578,0.2349863201379776,0.2579888701438904
from,0.27839982509613037,0.20248863101005554,0.1624237298965454,0.15587423741817474,0.26272761821746826
the,0.3733934462070465,0.34736719727516174,0.23407307267189026,0.1342829167842865,0.4223487675189972
research,0.17335498332977295,0.2046227902173996,0.22134022414684296,0.22768542170524597,0.17809204757213593
and,0.41279885172843933,0.34479495882987976,0.2442026287317276,0.2646805942058563,0.5477725267410278
education,0.2051982581615448,0.19762296974658966,0.20841483771800995,0.18743501603603363,0.11138669401407242
communities,0.24003593623638153,0.1233908161520958,0.22386841475963593,0.09072989225387573,0.1854606419801712
",",0.3365725874900818,0.3015086054801941,0.19647155702114105,0.19484615325927734,0.4120737314224243
industry,0.1234421357512474,0.16876111924648285,0.19715522229671478,0.14270412921905518,0.1887952834367752
",",0.3365725874900818,0.3015086054801941,0.19647155702114105,0.19484615325927734,0.4120737314224243
and,0.41279885172843933,0.34479495882987976,0.2442026287317276,0.2646805942058563,0.5477725267410278
government,0.27194860577583313,0.2792121469974518,0.18779940903186798,0.13469603657722473,0.2035938799381256
.,0.3541337847709656,0.35288307070732117,0.21876002848148346,0.17330016195774078,0.4446153938770294
,who,did,internet2,partner,with
the,0.3733934462070465,0.34736719727516174,0.23407307267189026,0.1342829167842865,0.4223487675189972
internet2,0.26079732179641724,0.20322340726852417,1.0,0.10579884052276611,0.23412318527698517
community,0.245173841714859,0.1464618593454361,0.17746762931346893,0.09503839910030365,0.15797209739685059
",",0.3365725874900818,0.3015086054801941,0.19647155702114105,0.19484615325927734,0.4120737314224243
in,0.2792111933231354,0.2593238651752472,0.184240460395813,0.1903068870306015,0.4080928862094879
partnership,0.15967722237110138,0.12637203931808472,0.1987694799900055,0.6570313572883606,0.2440488487482071
with,0.3282766342163086,0.25472134351730347,0.23412318527698517,0.30725839734077454,0.9999999403953552
qwest,0.14507462084293365,0.13377317786216736,0.23329272866249084,0.20563139021396637,0.25695034861564636
",",0.3365725874900818,0.3015086054801941,0.19647155702114105,0.19484615325927734,0.4120737314224243
built,0.2059558480978012,0.2079687863588333,0.11776944994926453,0.15028531849384308,0.17062970995903015
the,0.3733934462070465,0.34736719727516174,0.23407307267189026,0.1342829167842865,0.4223487675189972
first,0.39065709710121155,0.33691170811653137,0.14324720203876495,0.18448373675346375,0.2691199779510498
internet2,0.26079732179641724,0.20322340726852417,1.0,0.10579884052276611,0.23412318527698517
network,0.16999904811382294,0.08572790026664734,0.4149589240550995,0.1504376381635666,0.2153671681880951
",",0.3365725874900818,0.3015086054801941,0.19647155702114105,0.19484615325927734,0.4120737314224243
called,0.3151143789291382,0.277748167514801,0.18165424466133118,0.12233423441648483,0.3139074146747589
abilene,0.28797513246536255,0.21508225798606873,0.17186523973941803,0.23123838007450104,0.24028514325618744
",",0.3365725874900818,0.3015086054801941,0.19647155702114105,0.19484615325927734,0.4120737314224243
in,0.2792111933231354,0.2593238651752472,0.184240460395813,0.1903068870306015,0.4080928862094879
1998,0.10716468840837479,0.1446981579065323,0.044583261013031006,0.0019429294625297189,-0.09075361490249634
and,0.41279885172843933,0.34479495882987976,0.2442026287317276,0.2646805942058563,0.5477725267410278
was,0.3318818509578705,0.41399896144866943,0.22513216733932495,0.11958950757980347,0.27411898970603943
a,0.36608949303627014,0.2552328109741211,0.23332996666431427,0.15760847926139832,0.3783375024795532
prime,0.16031751036643982,0.15196266770362854,0.1289067268371582,0.13363951444625854,0.09384632855653763
investor,0.22501710057258606,0.19714614748954773,0.23977579176425934,0.3529266119003296,0.11765489727258682
in,0.2792111933231354,0.2593238651752472,0.184240460395813,0.1903068870306015,0.4080928862094879
the,0.3733934462070465,0.34736719727516174,0.23407307267189026,0.1342829167842865,0.4223487675189972
national,0.18105065822601318,0.17743784189224243,0.21717318892478943,0.09375898540019989,0.15206176042556763
lambdarail,0.24612826108932495,0.19423338770866394,0.23011185228824615,0.17791618406772614,0.22616584599018097
(,0.2443375140428543,0.18979617953300476,0.17556725442409515,0.17290081083774567,0.29503780603408813
nlr,0.24040047824382782,0.2536534070968628,0.384490042924881,0.10342472791671753,0.2757282853126526
),0.2457384318113327,0.18584993481636047,0.1831529438495636,0.1757468283176422,0.3069596290588379
project,0.2255522608757019,0.18681181967258453,0.2739960551261902,0.19158297777175903,0.19682161509990692
.,0.3541337847709656,0.35288307070732117,0.21876002848148346,0.17330016195774078,0.4446153938770294
