,who,was,named,president,of,disney-abc,television,group,in,2004,?
on,0.2340552806854248,0.3909217119216919,0.19771578907966614,0.18996542692184448,0.3966929316520691,0.2713024616241455,0.2825660705566406,0.22796137630939484,0.46853652596473694,-0.18105953931808472,0.2714994251728058
april,0.2566681504249573,0.42695382237434387,0.17151391506195068,0.2585585117340088,0.18706536293029785,0.20783506333827972,0.272102952003479,0.10460519790649414,0.2882915735244751,0.03258370980620384,0.25704094767570496
21,-0.09231068938970566,0.03990492597222328,0.03039862960577011,0.093613401055336,-0.0006609548581764102,-0.027952900156378746,0.005109258461743593,-0.023600241169333458,0.09147433191537857,0.09417757391929626,-0.01186173316091299
",",0.3365725874900818,0.45456063747406006,0.2530003488063812,0.26552814245224,0.4946078956127167,0.24468442797660828,0.27995240688323975,0.2809832692146301,0.5201468467712402,-0.17696323990821838,0.31091248989105225
2004,-0.048497967422008514,-0.01421020831912756,-0.035021573305130005,0.10214334726333618,-0.21980851888656616,-0.07359923422336578,0.09256596863269806,-0.06966374814510345,-0.20274123549461365,1.0000001192092896,-0.15923042595386505
",",0.3365725874900818,0.45456063747406006,0.2530003488063812,0.26552814245224,0.4946078956127167,0.24468442797660828,0.27995240688323975,0.2809832692146301,0.5201468467712402,-0.17696323990821838,0.31091248989105225
disney,0.21692340075969696,0.22590678930282593,0.18137429654598236,0.20013606548309326,0.19926400482654572,0.9336002469062805,0.3754020631313324,0.1751267910003662,0.18521910905838013,0.011630565859377384,0.22150784730911255
announced,0.11685211956501007,0.34205326437950134,0.1667323261499405,0.3124748766422272,0.22339491546154022,0.2563510537147522,0.23099292814731598,0.15211288630962372,0.2528248429298401,0.056801073253154755,0.17416009306907654
a,0.36608949303627014,0.4508470594882965,0.3292267918586731,0.16959697008132935,0.5052502155303955,0.2708562910556793,0.22552843391895294,0.2594761848449707,0.539380669593811,-0.21492190659046173,0.23916715383529663
restructuring,0.16467294096946716,0.22647680342197418,0.14428886771202087,0.12856562435626984,0.33933889865875244,0.1721619963645935,0.1893855333328247,0.230783149600029,0.37602847814559937,-0.22859539091587067,0.15514205396175385
of,0.2827862501144409,0.4069072902202606,0.2820465862751007,0.21610750257968903,1.0,0.2581593692302704,0.21995750069618225,0.25542253255844116,0.5696388483047485,-0.21980851888656616,0.1826142966747284
its,0.1326070874929428,0.3518870174884796,0.24614404141902924,0.1704227179288864,0.48690423369407654,0.2787948250770569,0.1756780445575714,0.2008703351020813,0.3793783485889435,-0.2786989212036133,0.15103481709957123
disney,0.21692340075969696,0.22590678930282593,0.18137429654598236,0.20013606548309326,0.19926400482654572,0.9336002469062805,0.3754020631313324,0.1751267910003662,0.18521910905838013,0.011630565859377384,0.22150784730911255
media,0.14310432970523834,0.17841780185699463,0.07050959765911102,0.1463155746459961,0.19700391590595245,0.3512774109840393,0.3357820212841034,0.23497501015663147,0.19773486256599426,-0.06455434858798981,0.1571006178855896
networks,0.1910601407289505,0.169170543551445,0.05268597602844238,0.11638052761554718,0.17763681709766388,0.379341185092926,0.4588569104671478,0.2768808603286743,0.17525765299797058,-0.1921093761920929,0.17815114557743073
division,0.14196254312992096,0.2174251824617386,0.21097950637340546,0.1618221253156662,0.23579144477844238,0.17917011678218842,0.18900638818740845,0.21565891802310944,0.2658538520336151,-0.12374656647443771,0.08900629729032516
with,0.3282766342163086,0.27411898970603943,0.21388062834739685,0.14994901418685913,0.41827285289764404,0.24007122218608856,0.17469868063926697,0.23998425900936127,0.4080928862094879,-0.23114067316055298,0.2433311939239502
anne,0.2056424766778946,0.2328488826751709,0.06011274829506874,0.18722662329673767,0.17201834917068481,0.1849893182516098,0.23700186610221863,0.07589732110500336,0.22566112875938416,-0.009416736662387848,0.1189926415681839
sweeney,0.28049829602241516,0.19007766246795654,0.18304523825645447,0.22952382266521454,0.15188521146774292,0.2413804829120636,0.2632972002029419,0.1166522353887558,0.22518615424633026,0.02575783245265484,0.20389223098754883
being,0.44037187099456787,0.5201660394668579,0.2385193556547165,0.14944888651371002,0.34885138273239136,0.22473512589931488,0.20325174927711487,0.23862861096858978,0.33162933588027954,-0.20365886390209198,0.26743772625923157
named,0.38541290163993835,0.37528327107429504,1.0,0.15809892117977142,0.2820465862751007,0.2266635000705719,0.14586883783340454,0.23274627327919006,0.28130269050598145,-0.035021573305130005,0.1297498345375061
president,0.22565458714962006,0.2505730390548706,0.15809892117977142,1.0000001192092896,0.21610750257968903,0.2187717705965042,0.20052161812782288,0.17418770492076874,0.18811661005020142,0.10214334726333618,0.14148259162902832
of,0.2827862501144409,0.4069072902202606,0.2820465862751007,0.21610750257968903,1.0,0.2581593692302704,0.21995750069618225,0.25542253255844116,0.5696388483047485,-0.21980851888656616,0.1826142966747284
abc,0.14673753082752228,0.21565799415111542,0.2247007191181183,0.20593604445457458,0.14607268571853638,0.48218587040901184,0.46871840953826904,0.11665991693735123,0.1697147786617279,-0.04643192142248154,0.19065172970294952
parent,0.22883307933807373,0.13403601944446564,0.1784292459487915,0.17321987450122833,0.18322299420833588,0.3098582327365875,0.20287534594535828,0.25613513588905334,0.15339559316635132,-0.12390868365764618,0.19855059683322906
disney–abc,0.2296711504459381,0.2638896405696869,0.23257172107696533,0.22632130980491638,0.28645238280296326,0.9854602813720703,0.4371485412120819,0.237766295671463,0.2635791003704071,-0.09001398086547852,0.2595943808555603
television,0.2515988349914551,0.2516675293445587,0.14586883783340454,0.20052161812782288,0.21995750069618225,0.419070303440094,1.0000001192092896,0.14428815245628357,0.2689782977104187,0.09256596863269806,0.16825827956199646
group,0.33690139651298523,0.1789962202310562,0.23274627327919006,0.17418770492076874,0.25542253255844116,0.20508883893489838,0.14428815245628357,0.9999999403953552,0.2304753065109253,-0.06966374814510345,0.13827809691429138
",",0.3365725874900818,0.45456063747406006,0.2530003488063812,0.26552814245224,0.4946078956127167,0.24468442797660828,0.27995240688323975,0.2809832692146301,0.5201468467712402,-0.17696323990821838,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.23097854852676392,0.23286236822605133,0.5116966962814331,0.2604368329048157,0.29514092206954956,0.3510662019252777,0.4954058527946472,-0.1820128858089447,0.20544172823429108
espn,0.1444098949432373,0.22374993562698364,0.12687182426452637,0.1845846176147461,0.12878696620464325,0.3619099259376526,0.35526788234710693,0.14890529215335846,0.12142056226730347,-0.02887430042028427,0.1709517240524292
president,0.22565458714962006,0.2505730390548706,0.15809892117977142,1.0000001192092896,0.21610750257968903,0.2187717705965042,0.20052161812782288,0.17418770492076874,0.18811661005020142,0.10214334726333618,0.14148259162902832
george,0.25805044174194336,0.2601471245288849,0.19016334414482117,0.26513686776161194,0.22097964584827423,0.15376822650432587,0.2137325257062912,0.136537566781044,0.18167929351329803,0.04817691072821617,0.1479024887084961
bodenheimer,0.22795000672340393,0.2936564087867737,0.239615336060524,0.260763555765152,0.3264037072658539,0.27513715624809265,0.19287243485450745,0.1861715465784073,0.37452879548072815,-0.11018582433462143,0.22944001853466034
becoming,0.3131919205188751,0.39893877506256104,0.2222891002893448,0.19803906977176666,0.3014795780181885,0.16555926203727722,0.1901540607213974,0.15963511168956757,0.2425609976053238,-0.04484845697879791,0.17354105412960052
