,what,is,the,estimate,of,how,many,physicians,give,out,drugs,on,their,own,?
however,0.4480680823326111,0.33769986033439636,0.49814513325691223,0.306875079870224,0.3800618350505829,0.45072782039642334,0.5381983518600464,0.2978461980819702,0.39689287543296814,0.4168221354484558,0.3068462908267975,0.3940407931804657,0.45155519247055054,0.3448805809020996,0.2152075469493866
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26905909180641174,0.4946078956127167,0.22659391164779663,0.40610817074775696,0.1914944052696228,0.2844066619873047,0.3161109685897827,0.1834760159254074,0.49057599902153015,0.3045167922973633,0.2796398997306824,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.24080884456634521,0.733189046382904,0.33890387415885925,0.4335206151008606,0.20843391120433807,0.29086416959762573,0.39404502511024475,0.19485467672348022,0.5107308030128479,0.516537070274353,0.334675133228302,0.22068053483963013
american,0.1909721940755844,0.1853146106004715,0.24562937021255493,0.10025819391012192,0.22180068492889404,0.22688741981983185,0.22814549505710602,0.11907797306776047,0.1592336893081665,0.15954390168190002,0.17939968407154083,0.2356499582529068,0.2323206216096878,0.13693304359912872,0.18877598643302917
medical,0.2389855533838272,0.22198186814785004,0.2398311346769333,0.1667766571044922,0.2826511859893799,0.20867709815502167,0.2577574551105499,0.4974058270454407,0.21856357157230377,0.23496414721012115,0.36356988549232483,0.2253650575876236,0.19062326848506927,0.10422888398170471,0.13234087824821472
association,0.13908448815345764,0.23086927831172943,0.26550325751304626,0.14241938292980194,0.2501356303691864,0.19297276437282562,0.20353254675865173,0.16358335316181183,0.10508286952972412,0.07665683329105377,0.11002840846776962,0.12186131626367569,0.16390110552310944,0.09471146017313004,0.1542656421661377
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.1866089105606079,0.35032153129577637,0.1676948219537735,0.1455259770154953,0.11216530203819275,0.22530527412891388,0.20017710328102112,0.09748654067516327,0.28656116127967834,0.15721023082733154,0.14754116535186768,0.40561532974243164
ama,0.21805483102798462,0.18212977051734924,0.16366969048976898,0.0957849770784378,0.14706197381019592,0.1037919670343399,0.17868714034557343,0.09131164103746414,0.18719793856143951,0.05913865938782692,0.10034152865409851,0.1049756333231926,0.02418428659439087,0.09456329047679901,0.1842515915632248
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.21202890574932098,0.3680361211299896,0.17939934134483337,0.16602720320224762,0.12044284492731094,0.22804592549800873,0.20875944197177887,0.11431212723255157,0.29937487840652466,0.1549641638994217,0.15735843777656555,0.42300865054130554
code,0.2450651079416275,0.21759375929832458,0.25827479362487793,0.16706730425357819,0.17838595807552338,0.19752241671085358,0.14380064606666565,0.12629403173923492,0.11966201663017273,0.13858766853809357,0.1383575201034546,0.13084998726844788,0.14457863569259644,0.2481979876756668,0.22105959057807922
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2585934102535248,1.0,0.2480744868516922,0.37253960967063904,0.21025621891021729,0.33489471673965454,0.34176841378211975,0.21399663388729095,0.3966929316520691,0.4329940676689148,0.3269667625427246,0.1826142966747284
ethics,0.3547072112560272,0.2350984662771225,0.16085679829120636,0.20486217737197876,0.23901057243347168,0.27858200669288635,0.2587485909461975,0.3093019723892212,0.20619915425777435,0.1972794085741043,0.36367571353912354,0.1607881784439087,0.20126649737358093,0.2100020945072174,0.21293872594833374
provides,0.16175243258476257,0.3195696473121643,0.29657405614852905,0.1838964968919754,0.3119201064109802,0.201465904712677,0.19418935477733612,0.22623157501220703,0.43482136726379395,0.14684079587459564,0.1407695710659027,0.2614932358264923,0.1963401883840561,0.21357421576976776,0.1500944346189499
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.2149161547422409,0.41498205065727234,0.557814359664917,0.5391656160354614,0.2623414397239685,0.41792264580726624,0.43996092677116394,0.2915695607662201,0.42569106817245483,0.4266771972179413,0.37425005435943604,0.32716336846351624
physicians,0.24258212745189667,0.12708066403865814,0.20843391120433807,0.1645435094833374,0.21025621891021729,0.23335836827754974,0.34420040249824524,0.9999999403953552,0.23498019576072693,0.15307246148586273,0.339998722076416,0.11866036057472229,0.2604007124900818,0.17787550389766693,0.12075905501842499
may,0.25739946961402893,0.322792649269104,0.2694292366504669,0.22823508083820343,0.26447007060050964,0.22490409016609192,0.29758191108703613,0.20769208669662476,0.21921409666538239,0.20134450495243073,0.2807694673538208,0.3428080081939697,0.2552892565727234,0.18810231983661652,0.2768254578113556
dispense,0.3016904294490814,0.19841524958610535,0.27511832118034363,0.13940726220607758,0.33600831031799316,0.26882198452949524,0.26312172412872314,0.22077850997447968,0.32867851853370667,0.2833899259567261,0.19656096398830414,0.1294536292552948,0.336417555809021,0.33417001366615295,0.23261795938014984
drugs,0.27091342210769653,0.13498282432556152,0.19485467672348022,0.15326878428459167,0.21399663388729095,0.2968448996543884,0.3030545115470886,0.339998722076416,0.24513749778270721,0.21072375774383545,1.0000001192092896,0.20039375126361847,0.26237866282463074,0.2090199887752533,0.15436270833015442
within,0.2498195916414261,0.30135563015937805,0.39827480912208557,0.1696653515100479,0.39594778418540955,0.24755704402923584,0.2613624930381775,0.1955527514219284,0.21639768779277802,0.21727070212364197,0.2078888863325119,0.2702226936817169,0.2749227285385132,0.29048529267311096,0.1870293766260147
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.1358155459165573,0.4329940676689148,0.3316696584224701,0.4574248492717743,0.2604007124900818,0.3324339687824249,0.34232497215270996,0.26237866282463074,0.3598666191101074,1.0,0.5763392448425293,0.1898253709077835
office,0.12159775197505951,0.1776546686887741,0.27314993739128113,0.20997296273708344,0.24605777859687805,0.09114141762256622,0.16070210933685303,0.08185740560293198,0.11583535373210907,0.20553462207317352,0.12097523361444473,0.22274257242679596,0.1276784986257553,0.16174545884132385,0.16497313976287842
practices,0.30286267399787903,0.20705504715442657,0.24007414281368256,0.19838359951972961,0.25354546308517456,0.28959527611732483,0.3299838900566101,0.2761363983154297,0.23359104990959167,0.18707874417304993,0.330954372882843,0.19873403012752533,0.28846678137779236,0.29104456305503845,0.18974241614341736
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.1770114004611969,0.3886612355709076,0.33782753348350525,0.4070141911506653,0.12709230184555054,0.2826775014400482,0.3124499022960663,0.19872604310512543,0.36047765612602234,0.29218852519989014,0.26007014513015747,0.27043893933296204
long,0.28276848793029785,0.28473302721977234,0.3075225353240967,0.20066972076892853,0.2567519545555115,0.2615325152873993,0.33054181933403015,0.12899957597255707,0.22891637682914734,0.21854935586452484,0.20903660356998444,0.3373977243900299,0.21939191222190857,0.2140333205461502,0.19699987769126892
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.1770114004611969,0.3886612355709076,0.33782753348350525,0.4070141911506653,0.12709230184555054,0.2826775014400482,0.3124499022960663,0.19872604310512543,0.36047765612602234,0.29218852519989014,0.26007014513015747,0.27043893933296204
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.22477193176746368,0.44397735595703125,0.3328511416912079,0.4993700683116913,0.23438739776611328,0.3196693956851959,0.3402305543422699,0.18040451407432556,0.3521401882171631,0.3165968358516693,0.24369581043720245,0.29405656456947327
is,0.28837618231773376,1.0,0.5823672413825989,0.2018376737833023,0.4854315221309662,0.22544461488723755,0.2649032473564148,0.12708066403865814,0.25632646679878235,0.2817855477333069,0.13498282432556152,0.3635730445384979,0.2101074606180191,0.2145606279373169,0.22961433231830597
no,0.339326947927475,0.19581134617328644,0.3461136817932129,0.19246433675289154,0.24809792637825012,0.2603875398635864,0.27654168009757996,0.16116465628147125,0.30848991870880127,0.23585276305675507,0.22191062569618225,0.3244728446006775,0.25597304105758667,0.17873404920101166,0.32165053486824036
patient,0.3135989308357239,0.23460286855697632,0.2195289433002472,0.12375450134277344,0.1500403732061386,0.3113816976547241,0.1967238187789917,0.3838181793689728,0.26661089062690735,0.25484681129455566,0.3712905943393707,0.2075355350971222,0.26774200797080994,0.20288608968257904,0.24355199933052063
exploitation,0.1492319405078888,0.21089857816696167,0.21722403168678284,0.22766254842281342,0.246224045753479,0.18420712649822235,0.2915312945842743,0.1525905430316925,0.16225197911262512,0.1602475643157959,0.30173295736312866,0.1508699506521225,0.23974411189556122,0.1788351982831955,0.2030007243156433
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.19358095526695251,0.5116966962814331,0.33647966384887695,0.5296266674995422,0.19310346245765686,0.3040338158607483,0.3881998062133789,0.26581162214279175,0.4077630043029785,0.45114588737487793,0.3142828047275543,0.20544172823429108
patients,0.28700166940689087,0.16825053095817566,0.22047552466392517,0.18677392601966858,0.1887446492910385,0.30363520979881287,0.300993949174881,0.4770808815956116,0.2617810368537903,0.28008389472961426,0.4646126627922058,0.21079674363136292,0.3358265459537506,0.2140066772699356,0.17145128548145294
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.2143673449754715,0.3802283704280853,0.4370637536048889,0.5841760635375977,0.28175392746925354,0.5053918957710266,0.3612789809703827,0.30214083194732666,0.36494916677474976,0.523270845413208,0.3685062825679779,0.32991164922714233
the,0.42745697498321533,0.5823672413825989,1.0,0.24080884456634521,0.733189046382904,0.33890387415885925,0.4335206151008606,0.20843391120433807,0.29086416959762573,0.39404502511024475,0.19485467672348022,0.5107308030128479,0.516537070274353,0.334675133228302,0.22068053483963013
right,0.38502591848373413,0.22718656063079834,0.33901116251945496,0.19613218307495117,0.22473211586475372,0.2883734107017517,0.18655724823474884,0.1443832814693451,0.25479811429977417,0.23051589727401733,0.1671564131975174,0.269443154335022,0.21140746772289276,0.2658334970474243,0.27135515213012695
