,by,what,document,did,the,huguenots,confess,their,faith,to,the,portuguese,in,brazil,?
this,0.38438332080841064,0.5489566326141357,0.27095669507980347,0.3609912693500519,0.6274310946464539,0.2504573166370392,0.2530463933944702,0.40095847845077515,0.2723909020423889,0.5759071707725525,0.6274310946464539,0.1708424687385559,0.45205554366111755,0.17808285355567932,0.3155723512172699
document,0.1351308822631836,0.2726209759712219,1.0,0.1806333363056183,0.2833879888057709,0.21888229250907898,0.24960768222808838,0.17474117875099182,0.1263229250907898,0.24204573035240173,0.2833879888057709,0.1581684648990631,0.19825614988803864,0.13082051277160645,0.23232926428318024
",",0.3680937886238098,0.3087472915649414,0.1716068834066391,0.3015086054801941,0.4933079481124878,0.23394492268562317,0.25538578629493713,0.3045167922973633,0.3190833032131195,0.44245919585227966,0.4933079481124878,0.23039448261260986,0.5201468467712402,0.2456517517566681,0.31091248989105225
the,0.4408751428127289,0.42745697498321533,0.2833879888057709,0.34736719727516174,1.0,0.30745792388916016,0.1827167570590973,0.516537070274353,0.20665863156318665,0.535392165184021,1.0,0.22085627913475037,0.6662389636039734,0.21643289923667908,0.22068053483963013
guanabara,0.12638774514198303,0.16470801830291748,0.09889143705368042,0.10033126920461655,0.31942760944366455,0.19983524084091187,0.03751259297132492,0.1505672037601471,0.14421547949314117,0.19856368005275726,0.31942760944366455,0.3264120817184448,0.27467596530914307,0.38852813839912415,0.1290207803249359
confession,0.2585470378398895,0.2553298771381378,0.3212229907512665,0.20081323385238647,0.19474709033966064,0.33977457880973816,0.8655295372009277,0.16022612154483795,0.4201958477497101,0.18277518451213837,0.19474709033966064,0.1133318617939949,0.18932084739208221,0.15806324779987335,0.19668595492839813
of,0.3646814823150635,0.33290785551071167,0.2297721952199936,0.2513895630836487,0.733189046382904,0.27577435970306396,0.19284173846244812,0.4329940676689148,0.20991961658000946,0.41548454761505127,0.733189046382904,0.1786283403635025,0.5696388483047485,0.2030242383480072,0.1826142966747284
faith,0.15042667090892792,0.3120079040527344,0.1263229250907898,0.24413958191871643,0.20665863156318665,0.24902014434337616,0.4272778034210205,0.19202081859111786,1.0,0.2426898032426834,0.20665863156318665,0.18096134066581726,0.16146141290664673,0.1539808213710785,0.2833177447319031
",",0.3680937886238098,0.3087472915649414,0.1716068834066391,0.3015086054801941,0.4933079481124878,0.23394492268562317,0.25538578629493713,0.3045167922973633,0.3190833032131195,0.44245919585227966,0.4933079481124878,0.23039448261260986,0.5201468467712402,0.2456517517566681,0.31091248989105225
became,0.24051691591739655,0.1434093862771988,0.12570326030254364,0.3632316589355469,0.36325156688690186,0.22311078011989594,0.12077513337135315,0.24366867542266846,0.17257174849510193,0.20401327311992645,0.36325156688690186,0.17360013723373413,0.31047213077545166,0.14580386877059937,0.11374033987522125
the,0.4408751428127289,0.42745697498321533,0.2833879888057709,0.34736719727516174,1.0,0.30745792388916016,0.1827167570590973,0.516537070274353,0.20665863156318665,0.535392165184021,1.0,0.22085627913475037,0.6662389636039734,0.21643289923667908,0.22068053483963013
first,0.3877052962779999,0.28086137771606445,0.22176025807857513,0.33691170811653137,0.49448907375335693,0.17457492649555206,0.18578864634037018,0.26809096336364746,0.1669006496667862,0.3792489171028137,0.49448907375335693,0.25368940830230713,0.4127444326877594,0.1771562248468399,0.18701928853988647
protestant,0.15124845504760742,0.23531195521354675,0.16024914383888245,0.23091652989387512,0.2679212689399719,0.5519246459007263,0.4421597719192505,0.21788890659809113,0.4320881962776184,0.23639842867851257,0.2679212689399719,0.17784236371517181,0.2637297511100769,0.13086003065109253,0.14798137545585632
confession,0.2585470378398895,0.2553298771381378,0.3212229907512665,0.20081323385238647,0.19474709033966064,0.33977457880973816,0.8655295372009277,0.16022612154483795,0.4201958477497101,0.18277518451213837,0.19474709033966064,0.1133318617939949,0.18932084739208221,0.15806324779987335,0.19668595492839813
of,0.3646814823150635,0.33290785551071167,0.2297721952199936,0.2513895630836487,0.733189046382904,0.27577435970306396,0.19284173846244812,0.4329940676689148,0.20991961658000946,0.41548454761505127,0.733189046382904,0.1786283403635025,0.5696388483047485,0.2030242383480072,0.1826142966747284
faith,0.15042667090892792,0.3120079040527344,0.1263229250907898,0.24413958191871643,0.20665863156318665,0.24902014434337616,0.4272778034210205,0.19202081859111786,1.0,0.2426898032426834,0.20665863156318665,0.18096134066581726,0.16146141290664673,0.1539808213710785,0.2833177447319031
in,0.370934396982193,0.30808621644973755,0.19825614988803864,0.2593238651752472,0.6662389636039734,0.25916293263435364,0.19845062494277954,0.34976133704185486,0.16146141290664673,0.45010748505592346,0.6662389636039734,0.1487773358821869,1.0,0.23529648780822754,0.20430970191955566
the,0.4408751428127289,0.42745697498321533,0.2833879888057709,0.34736719727516174,1.0,0.30745792388916016,0.1827167570590973,0.516537070274353,0.20665863156318665,0.535392165184021,1.0,0.22085627913475037,0.6662389636039734,0.21643289923667908,0.22068053483963013
whole,0.2513931095600128,0.38441845774650574,0.1485043317079544,0.23628540337085724,0.4517841339111328,0.19087764620780945,0.19274865090847015,0.31113120913505554,0.19896717369556427,0.3655387759208679,0.4517841339111328,0.12379150837659836,0.30267009139060974,0.14244438707828522,0.21052291989326477
of,0.3646814823150635,0.33290785551071167,0.2297721952199936,0.2513895630836487,0.733189046382904,0.27577435970306396,0.19284173846244812,0.4329940676689148,0.20991961658000946,0.41548454761505127,0.733189046382904,0.1786283403635025,0.5696388483047485,0.2030242383480072,0.1826142966747284
the,0.4408751428127289,0.42745697498321533,0.2833879888057709,0.34736719727516174,1.0,0.30745792388916016,0.1827167570590973,0.516537070274353,0.20665863156318665,0.535392165184021,1.0,0.22085627913475037,0.6662389636039734,0.21643289923667908,0.22068053483963013
americas,0.15782678127288818,0.24001388251781464,0.15153439342975616,0.2207053005695343,0.3215886056423187,0.27115896344184875,0.08786282688379288,0.21755574643611908,0.17323929071426392,0.2594768702983856,0.3215886056423187,0.2816980183124542,0.21108631789684296,0.3403070569038391,0.1837410032749176
.,0.3936232924461365,0.3567904531955719,0.2127149999141693,0.35288307070732117,0.5934505462646484,0.2170230895280838,0.25657421350479126,0.34427863359451294,0.2496335357427597,0.4645031690597534,0.5934505462646484,0.19905777275562286,0.5591574311256409,0.26984333992004395,0.4130953550338745
