,approximately,how,many,objects,are,in,the,v,&,a,sculpture,collection,?
there,0.2711881697177887,0.3328511416912079,0.4993700683116913,0.2632409632205963,0.5433560013771057,0.5361666083335876,0.47025805711746216,0.10717330873012543,0.10558571666479111,0.4214206337928772,0.21733295917510986,0.18927989900112152,0.29405656456947327
are,0.28388988971710205,0.311818927526474,0.5655534863471985,0.3614059388637543,1.0,0.3841303884983063,0.40399202704429626,0.07239489257335663,0.17888472974300385,0.265255331993103,0.1801881343126297,0.22862131893634796,0.24591213464736938
approximately,1.0,0.17167454957962036,0.2855706214904785,0.21734820306301117,0.28388988971710205,0.3145860731601715,0.33137547969818115,0.059290606528520584,0.1181027963757515,0.2885743975639343,0.1663094460964203,0.15115109086036682,0.10237617790699005
"22,000",-0.020510315895080566,0.11039875447750092,0.1563003957271576,0.02505449764430523,0.05760098993778229,0.22291384637355804,0.27598780393600464,0.06793142110109329,0.1521093100309372,0.21779489517211914,0.20950645208358765,0.14698860049247742,0.12490357458591461
objects,0.21734820306301117,0.36155834794044495,0.28860995173454285,1.0000001192092896,0.3614059388637543,0.23406893014907837,0.24716724455356598,0.12864506244659424,0.043518271297216415,0.24898670613765717,0.3080253601074219,0.3340989947319031,0.15479016304016113
in,0.3145860731601715,0.2601168751716614,0.41474202275276184,0.23406893014907837,0.3841303884983063,1.0,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.23036405444145203,0.23004686832427979,0.20430970191955566
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.24716724455356598,0.40399202704429626,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.23690329492092133,0.25281965732574463,0.22068053483963013
collection,0.15115109086036682,0.11592676490545273,0.24966391921043396,0.3340989947319031,0.22862131893634796,0.23004686832427979,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.3205874264240265,0.9999998807907104,0.20069393515586853
that,0.26076987385749817,0.557814359664917,0.5391656160354614,0.33961281180381775,0.45265161991119385,0.435920387506485,0.5473989248275757,0.14623945951461792,0.13811425864696503,0.47537946701049805,0.2037505954504013,0.22439968585968018,0.32716336846351624
cover,0.19626156985759735,0.12802870571613312,0.23853155970573425,0.22569134831428528,0.20070868730545044,0.19227565824985504,0.26727065443992615,0.1238294243812561,0.1769220381975174,0.23858952522277832,0.24200162291526794,0.276835560798645,0.18414615094661713
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.24716724455356598,0.40399202704429626,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.23690329492092133,0.25281965732574463,0.22068053483963013
period,0.24195829033851624,0.22695960104465485,0.23770453035831451,0.1947048008441925,0.18534421920776367,0.23051127791404724,0.3125074505805969,0.04659586772322655,0.004337700083851814,0.25205814838409424,0.2683025896549225,0.2219470590353012,0.18706195056438446
from,0.302482545375824,0.22939439117908478,0.33099696040153503,0.22604778409004211,0.2674213647842407,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.18837447464466095,0.2754948139190674,0.19969791173934937
about,0.4354960322380066,0.44264400005340576,0.3800397515296936,0.20916332304477692,0.36165615916252136,0.39797019958496094,0.37995871901512146,0.10205088555812836,0.1364048421382904,0.34171196818351746,0.17854145169258118,0.19907724857330322,0.302409827709198
400,0.12363221496343613,0.06928388774394989,0.11344236135482788,0.06714718043804169,0.06503104418516159,0.1977328509092331,0.17705115675926208,0.11307361721992493,0.011038579978048801,0.19828061759471893,0.04471671208739281,0.1730964034795761,0.14271585643291473
ad,0.2282377928495407,0.11213856190443039,0.11962909996509552,0.12365254759788513,0.11269818991422653,0.1957923024892807,0.24233382940292358,0.16219553351402283,0.07509695738554001,0.1853104531764984,0.1584397703409195,0.10016218572854996,0.20824462175369263
to,0.27967149019241333,0.44169697165489197,0.40243685245513916,0.2695634961128235,0.3504326641559601,0.45010748505592346,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.23966236412525177,0.15417452156543732,0.29463258385658264
1914,0.10664604604244232,0.10380815714597702,0.09078340232372284,0.0922350361943245,0.22844663262367249,0.10786473751068115,0.04474614933133125,0.08940891176462173,-0.001445487141609192,0.07047152519226074,-0.006268451921641827,0.018130548298358917,0.14893388748168945
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.23188386857509613,0.3452940285205841,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2360875904560089,0.2516246736049652,0.4130953550338745
