,which,directive,mentioned,was,created,in,1994,?
the,0.6521818041801453,0.299225389957428,0.3624042272567749,0.48711544275283813,0.3539263904094696,0.6662389636039734,-0.03378653898835182,0.22068053483963013
uk,0.1906050443649292,0.16366195678710938,0.07864268869161606,0.206756129860878,0.0844799131155014,0.2261405885219574,0.0182606503367424,0.20222434401512146
subsequently,0.2420702427625656,0.15427079796791077,0.1570691019296646,0.3486802279949188,0.09693154692649841,0.21820683777332306,0.05466026812791824,0.005594457965344191
adopted,0.1776876300573349,0.07378605008125305,0.21634115278720856,0.31838172674179077,0.32771286368370056,0.22637200355529785,0.05151120945811272,0.14235380291938782
the,0.6521818041801453,0.299225389957428,0.3624042272567749,0.48711544275283813,0.3539263904094696,0.6662389636039734,-0.03378653898835182,0.22068053483963013
main,0.37042954564094543,0.20304277539253235,0.2549131214618683,0.21035033464431763,0.296444296836853,0.28862449526786804,-0.14750675857067108,0.1665669083595276
legislation,0.3041580617427826,0.2293512374162674,0.19040919840335846,0.1853298842906952,0.25665006041526794,0.2219952940940857,0.1155325397849083,0.21123437583446503
previously,0.3930315375328064,0.20298609137535095,0.25178512930870056,0.41197097301483154,0.23010994493961334,0.2762584090232849,0.002857340034097433,0.15811841189861298
agreed,0.20638391375541687,0.2340518981218338,0.2502010762691498,0.2848299443721771,0.22294017672538757,0.18135444819927216,0.1840330809354782,0.21258382499217987
under,0.3235377371311188,0.2587185800075531,0.14811019599437714,0.2672741413116455,0.20114687085151672,0.2535393238067627,-0.02071700058877468,0.18233340978622437
the,0.6521818041801453,0.299225389957428,0.3624042272567749,0.48711544275283813,0.3539263904094696,0.6662389636039734,-0.03378653898835182,0.22068053483963013
agreement,0.24597544968128204,0.2556711435317993,0.17568522691726685,0.23975293338298798,0.1559407114982605,0.20350398123264313,0.16456815600395203,0.15830197930335999
on,0.4245251417160034,0.1868148148059845,0.25287774205207825,0.3909217119216919,0.20446635782718658,0.46853652596473694,0.09642791002988815,0.2714994251728058
social,0.22390618920326233,0.226051926612854,0.20203450322151184,0.196878582239151,0.20306432247161865,0.23382627964019775,0.08744185417890549,0.1615191102027893
policy,0.22344686090946198,0.3511349856853485,0.19939447939395905,0.1882478892803192,0.20588038861751556,0.1459147185087204,0.22146005928516388,0.30462446808815
",",0.3658004403114319,0.23691628873348236,0.3424985706806183,0.45456063747406006,0.2755771577358246,0.5201468467712402,0.14125534892082214,0.31091248989105225
the,0.6521818041801453,0.299225389957428,0.3624042272567749,0.48711544275283813,0.3539263904094696,0.6662389636039734,-0.03378653898835182,0.22068053483963013
1994,-0.13012166321277618,-0.03205912560224533,0.02281331829726696,0.1360125094652176,0.023592382669448853,0.007567534223198891,1.0000001192092896,0.12888094782829285
works,0.2730301022529602,0.2514953911304474,0.1784433126449585,0.2401018887758255,0.1979452669620514,0.2656683027744293,0.03659852221608162,0.19597402215003967
council,0.20855821669101715,0.21767088770866394,0.1934168040752411,0.23921515047550201,0.2276693433523178,0.2689173221588135,0.12254608422517776,0.1160062924027443
directive,0.28222039341926575,0.9999999403953552,0.1639450192451477,0.14193543791770935,0.20397503674030304,0.20046965777873993,-0.03205912560224533,0.15005457401275635
",",0.3658004403114319,0.23691628873348236,0.3424985706806183,0.45456063747406006,0.2755771577358246,0.5201468467712402,0.14125534892082214,0.31091248989105225
which,1.0,0.28222039341926575,0.27391618490219116,0.2830964922904968,0.3362928330898285,0.4840516746044159,-0.13012166321277618,0.25814583897590637
required,0.33025646209716797,0.2899935245513916,0.21434998512268066,0.14378079771995544,0.19750568270683289,0.20162324607372284,0.0344511903822422,0.24962718784809113
workforce,0.29304105043411255,0.24220693111419678,0.1414298266172409,0.23992648720741272,0.29586100578308105,0.3213706910610199,0.09349096566438675,0.24578486382961273
consultation,0.3085615038871765,0.3265959322452545,0.201807901263237,0.2382911741733551,0.23941347002983093,0.24744534492492676,0.1613832712173462,0.2512023448944092
in,0.4840516746044159,0.20046965777873993,0.31094276905059814,0.45514053106307983,0.2843434810638428,1.0,0.007567534223198891,0.20430970191955566
businesses,0.3031265139579773,0.14802269637584686,0.12247685343027115,0.19361251592636108,0.1713147908449173,0.24867577850818634,0.16747620701789856,0.15998470783233643
",",0.3658004403114319,0.23691628873348236,0.3424985706806183,0.45456063747406006,0.2755771577358246,0.5201468467712402,0.14125534892082214,0.31091248989105225
and,0.506277859210968,0.305280864238739,0.25729507207870483,0.3740963041782379,0.2873832881450653,0.4954058527946472,-0.022647447884082794,0.20544172823429108
the,0.6521818041801453,0.299225389957428,0.3624042272567749,0.48711544275283813,0.3539263904094696,0.6662389636039734,-0.03378653898835182,0.22068053483963013
1996,-0.0436936654150486,0.007005508989095688,0.19472892582416534,0.16684161126613617,0.09287924319505692,0.07233931124210358,0.7670497894287109,0.18022380769252777
parental,0.36929577589035034,0.24831847846508026,0.09442562609910965,0.18703080713748932,0.18679577112197876,0.19521701335906982,-0.12841682136058807,0.2222837209701538
leave,0.21442323923110962,0.1481795758008957,0.18633905053138733,0.18728552758693695,0.160594642162323,0.24126532673835754,0.10842882841825485,0.23890845477581024
directive,0.28222039341926575,0.9999999403953552,0.1639450192451477,0.14193543791770935,0.20397503674030304,0.20046965777873993,-0.03205912560224533,0.15005457401275635
.,0.45942068099975586,0.27493321895599365,0.2792564034461975,0.40146201848983765,0.3230568766593933,0.5591574311256409,0.08958379179239273,0.4130953550338745
