,mhc,antigens,on,normal,body,cells,are,recognized,by,what,receptor,on,nk,cells,?
those,0.3358987867832184,0.27019062638282776,0.3098534643650055,0.31183719635009766,0.2797481119632721,0.2367112636566162,0.6012985706329346,0.28626155853271484,0.32841911911964417,0.44466671347618103,0.20335718989372253,0.3098534643650055,0.089520163834095,0.2367112636566162,0.3328189253807068
mhc,1.0000001192092896,0.6622920632362366,0.21456308662891388,0.34383469820022583,0.3270214796066284,0.5492251515388489,0.3820771276950836,0.2504275441169739,0.20666825771331787,0.30283498764038086,0.5934903025627136,0.21456308662891388,0.4200589954853058,0.5492251515388489,0.21010775864124298
antigens,0.6622920632362366,0.9999999403953552,0.19664430618286133,0.2442914843559265,0.3739050030708313,0.5661771297454834,0.3016895651817322,0.2403583526611328,0.2330007553100586,0.1918221414089203,0.5584633350372314,0.19664430618286133,0.3560408353805542,0.5661771297454834,0.21072189509868622
are,0.3820771276950836,0.3016895651817322,0.268924742937088,0.3182310163974762,0.2451179027557373,0.2908284366130829,1.0,0.28007772564888,0.37842893600463867,0.29724663496017456,0.25816720724105835,0.268924742937088,0.175137460231781,0.2908284366130829,0.24591213464736938
recognized,0.2504275441169739,0.2403583526611328,0.16710613667964935,0.15696844458580017,0.21064232289791107,0.1545380800962448,0.28007772564888,1.0000001192092896,0.2992893159389496,0.17776133120059967,0.14313280582427979,0.16710613667964935,0.1570930927991867,0.1545380800962448,0.18558090925216675
by,0.20666825771331787,0.2330007553100586,0.33887791633605957,0.14346270263195038,0.23696592450141907,0.19208736717700958,0.37842893600463867,0.2992893159389496,1.0000001192092896,0.2455483376979828,0.15622112154960632,0.33887791633605957,0.1633773148059845,0.19208736717700958,0.17966607213020325
killer,0.26393815875053406,0.22744683921337128,0.19775676727294922,0.13460001349449158,0.20646348595619202,0.2414173036813736,0.21328569948673248,0.13715210556983948,0.2323227971792221,0.1868809163570404,0.25588834285736084,0.19775676727294922,0.33958637714385986,0.2414173036813736,0.13010363280773163
cell,0.4599821865558624,0.46047890186309814,0.1793726086616516,0.3443176746368408,0.2666904032230377,0.7729857563972473,0.19039002060890198,0.16616764664649963,0.1892392784357071,0.19222842156887054,0.47928139567375183,0.1793726086616516,0.3996788263320923,0.7729857563972473,0.2058541625738144
immunoglobulin,0.669129490852356,0.7141021490097046,0.1666017323732376,0.2346622347831726,0.3745899200439453,0.6130147576332092,0.32590633630752563,0.1827491670846939,0.19202090799808502,0.18097536265850067,0.6310229897499084,0.1666017323732376,0.37076398730278015,0.6130147576332092,0.18354617059230804
receptors,0.6138448119163513,0.6031544804573059,0.19649313390254974,0.2444089949131012,0.3385242521762848,0.5704531669616699,0.34147852659225464,0.18171243369579315,0.1920928806066513,0.2304931879043579,0.9313781261444092,0.19649313390254974,0.3642486035823822,0.5704531669616699,0.1343143880367279
(,0.20273849368095398,0.2048507183790207,0.28656116127967834,0.20925313234329224,0.1610826849937439,0.2060161978006363,0.23263892531394958,0.151199072599411,0.20696312189102173,0.2411840260028839,0.19219554960727692,0.28656116127967834,0.2955704629421234,0.2060161978006363,0.40561532974243164
kir,0.07695882022380829,0.0824296846985817,0.10293502360582352,-0.037338897585868835,0.12906436622142792,0.024632640182971954,0.06519365310668945,0.1718866378068924,0.08805080503225327,0.10535973310470581,0.08257262408733368,0.10293502360582352,0.19767294824123383,0.024632640182971954,0.1002986878156662
),0.17373810708522797,0.16595809161663055,0.29937487840652466,0.2275071144104004,0.15783365070819855,0.17987960577011108,0.2373749315738678,0.15637043118476868,0.2151763141155243,0.26259949803352356,0.1567499190568924,0.29937487840652466,0.291775643825531,0.17987960577011108,0.42300865054130554
which,0.44435256719589233,0.33053261041641235,0.4245251417160034,0.35601845383644104,0.3445165753364563,0.3000165820121765,0.42922598123550415,0.28614500164985657,0.40543368458747864,0.5261979103088379,0.3266453146934509,0.4245251417160034,0.18893112242221832,0.3000165820121765,0.25814583897590637
essentially,0.3384344279766083,0.3065909445285797,0.23704056441783905,0.3215671181678772,0.2263633757829666,0.330528199672699,0.36879053711891174,0.20790819823741913,0.2774481177330017,0.36749956011772156,0.27052947878837585,0.23704056441783905,0.12177561223506927,0.330528199672699,0.24316146969795227
put,0.19716010987758636,0.1628168225288391,0.33860915899276733,0.2814449965953827,0.24634534120559692,0.20629945397377014,0.2608066201210022,0.14725026488304138,0.2461918741464615,0.3330543637275696,0.13678999245166779,0.33860915899276733,0.11483503878116608,0.20629945397377014,0.2993032932281494
the,0.32005053758621216,0.2716159522533417,0.5107308030128479,0.25256022810935974,0.31682634353637695,0.19095487892627716,0.40399202704429626,0.31571096181869507,0.4408751428127289,0.42745697498321533,0.24925383925437927,0.5107308030128479,0.1470712423324585,0.19095487892627716,0.22068053483963013
brakes,0.3053341507911682,0.2534977197647095,0.20648252964019775,0.25488826632499695,0.24129444360733032,0.23957596719264984,0.20035529136657715,0.049083810299634933,0.16754309833049774,0.15721692144870758,0.2338128536939621,0.20648252964019775,0.20911343395709991,0.23957596719264984,0.1802969127893448
on,0.21456308662891388,0.19664430618286133,0.9999999403953552,0.2309863418340683,0.20112086832523346,0.14727668464183807,0.268924742937088,0.16710613667964935,0.33887791633605957,0.34226128458976746,0.19043025374412537,0.9999999403953552,0.1341000199317932,0.14727668464183807,0.2714994251728058
nk,0.4200589954853058,0.3560408353805542,0.1341000199317932,0.20908129215240479,0.19599579274654388,0.4314545691013336,0.175137460231781,0.1570930927991867,0.1633773148059845,0.17948241531848907,0.3885911703109741,0.1341000199317932,1.0,0.4314545691013336,0.27499058842658997
cells,0.5492251515388489,0.5661771297454834,0.14727668464183807,0.3492223918437958,0.36677518486976624,1.0,0.2908284366130829,0.1545380800962448,0.19208736717700958,0.1758001297712326,0.5432859659194946,0.14727668464183807,0.4314545691013336,1.0,0.1898086667060852
.,0.2869736850261688,0.2706400752067566,0.49257001280784607,0.2961207330226898,0.29751062393188477,0.2868211269378662,0.3452940285205841,0.2562062442302704,0.3936232924461365,0.3567904531955719,0.2063654065132141,0.49257001280784607,0.33198457956314087,0.2868211269378662,0.4130953550338745
