,which,south,asian,island,nation,is,represented,in,the,v,&,a,collection,?
art,0.19862167537212372,0.14114420115947723,0.21324142813682556,0.17719528079032898,0.22642584145069122,0.17386884987354279,0.11849413067102432,0.2282189577817917,0.20297785103321075,0.12526747584342957,0.1891014128923416,0.1329297125339508,0.3446033000946045,0.138971745967865
from,0.38755592703819275,0.308648020029068,0.20312900841236115,0.26998573541641235,0.2036208063364029,0.27355384826660156,0.27583742141723633,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.2754948139190674,0.19969791173934937
thailand,0.18901468813419342,0.23904654383659363,0.3288356065750122,0.20207129418849945,0.27571070194244385,0.17619240283966064,0.17631745338439941,0.21851105988025665,0.20311841368675232,0.1063760295510292,0.04045812413096428,0.1981140673160553,0.09334507584571838,0.20348422229290009
",",0.3658004403114319,0.3256652057170868,0.21664521098136902,0.2801448106765747,0.2516145408153534,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
burma,0.2179129272699356,0.28281888365745544,0.2894729673862457,0.1967720091342926,0.3244367241859436,0.11031307280063629,0.13968759775161743,0.17244836688041687,0.22032786905765533,0.11592955142259598,0.08965040743350983,0.17609848082065582,0.11297644674777985,0.1819905936717987
",",0.3658004403114319,0.3256652057170868,0.21664521098136902,0.2801448106765747,0.2516145408153534,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
cambodia,0.22306615114212036,0.29984113574028015,0.3120235800743103,0.17760461568832397,0.34782013297080994,0.17137089371681213,0.14510197937488556,0.1948133260011673,0.21302706003189087,0.14206352829933167,0.06436578184366226,0.2181270718574524,0.10384221374988556,0.1719997674226761
",",0.3658004403114319,0.3256652057170868,0.21664521098136902,0.2801448106765747,0.2516145408153534,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
indonesia,0.22677357494831085,0.29070740938186646,0.3540523946285248,0.28022804856300354,0.3225456774234772,0.1464059203863144,0.10957124084234238,0.19155552983283997,0.19986388087272644,0.08686608076095581,0.01792028173804283,0.16646358370780945,0.07102251797914505,0.18501737713813782
and,0.506277859210968,0.3140619993209839,0.20807486772537231,0.25724759697914124,0.2466844916343689,0.3859752118587494,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.20544172823429108
sri,0.1461811512708664,0.24877005815505981,0.32157203555107117,0.2352188378572464,0.25048041343688965,0.1483890861272812,0.21819762885570526,0.191408172249794,0.20438434183597565,0.15447382628917694,0.11786788702011108,0.15709099173545837,0.12374842911958694,0.14642220735549927
lanka,0.17291995882987976,0.23136083781719208,0.29034075140953064,0.24136982858181,0.28083017468452454,0.1569647490978241,0.20980945229530334,0.19198627769947052,0.20959500968456268,0.169657900929451,0.1299542486667633,0.18395046889781952,0.12929102778434753,0.146053284406662
in,0.4840516746044159,0.33642083406448364,0.18836280703544617,0.24730545282363892,0.24983231723308563,0.5394441485404968,0.33309870958328247,1.0,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.23004686832427979,0.20430970191955566
gold,0.2007036805152893,0.19308453798294067,0.2294735312461853,0.13331206142902374,0.22553680837154388,0.16155372560024261,0.23901991546154022,0.21206732094287872,0.27136439085006714,0.07604137063026428,0.13380365073680878,0.22218312323093414,0.21767574548721313,0.11542754620313644
",",0.3658004403114319,0.3256652057170868,0.21664521098136902,0.2801448106765747,0.2516145408153534,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
silver,0.2163364291191101,0.1547059416770935,0.23393088579177856,0.1093248501420021,0.20959001779556274,0.20722414553165436,0.19636094570159912,0.2021934986114502,0.2600913643836975,0.10406357049942017,0.09482749551534653,0.22950784862041473,0.19618919491767883,0.11920861899852753
",",0.3658004403114319,0.3256652057170868,0.21664521098136902,0.2801448106765747,0.2516145408153534,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
bronze,0.19257061183452606,0.17375916242599487,0.28822585940361023,0.12903892993927002,0.1970018744468689,0.15866197645664215,0.22762882709503174,0.1848762184381485,0.2526973485946655,0.11348831653594971,0.10350494086742401,0.21390679478645325,0.15645165741443634,0.12390820682048798
",",0.3658004403114319,0.3256652057170868,0.21664521098136902,0.2801448106765747,0.2516145408153534,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
stone,0.2408628612756729,0.1522923856973648,0.1300438940525055,0.22120529413223267,0.15156987309455872,0.2026512622833252,0.10680558532476425,0.20180901885032654,0.2695024907588959,0.06620218604803085,0.10319706797599792,0.2436634749174118,0.16500064730644226,0.11966012418270111
",",0.3658004403114319,0.3256652057170868,0.21664521098136902,0.2801448106765747,0.2516145408153534,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
terracotta,0.3260422348976135,0.21020415425300598,0.22045575082302094,0.21135415136814117,0.17058928310871124,0.18985900282859802,0.26406779885292053,0.2623767554759979,0.2803131341934204,0.07616284489631653,0.158700093626976,0.2524675726890564,0.3061861991882324,0.11132478713989258
and,0.506277859210968,0.3140619993209839,0.20807486772537231,0.25724759697914124,0.2466844916343689,0.3859752118587494,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.20544172823429108
ivory,0.23664973676204681,0.22432264685630798,0.19540399312973022,0.18028822541236877,0.11450553685426712,0.1367930769920349,0.128267303109169,0.11369050294160843,0.2150457501411438,0.15033379197120667,0.1013304591178894,0.20196005702018738,0.08448575437068939,0.1248474270105362
represents,0.28697195649147034,0.18145133554935455,0.217943474650383,0.15477705001831055,0.32472479343414307,0.3905610740184784,0.7804170846939087,0.28071391582489014,0.3328246772289276,0.1756100058555603,0.13769042491912842,0.36227351427078247,0.2058982253074646,0.1586666852235794
these,0.5959210991859436,0.18097956478595734,0.21125230193138123,0.13306723535060883,0.19232608377933502,0.2498808652162552,0.22861886024475098,0.3791837692260742,0.49086877703666687,0.13913843035697937,0.17527756094932556,0.24380075931549072,0.2830673158168793,0.2571668326854706
rich,0.2625499963760376,0.19780918955802917,0.1508590430021286,0.12940382957458496,0.22156456112861633,0.2125770002603531,0.14363114535808563,0.21139568090438843,0.2007024586200714,0.08753938972949982,0.14955291152000427,0.25359082221984863,0.19079706072807312,0.13849185407161713
and,0.506277859210968,0.3140619993209839,0.20807486772537231,0.25724759697914124,0.2466844916343689,0.3859752118587494,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.20544172823429108
complex,0.36717817187309265,0.16122061014175415,0.10622945427894592,0.16831496357917786,0.14258019626140594,0.2723233699798584,0.16146375238895416,0.26918336749076843,0.25326284766197205,0.09002406150102615,0.1043805405497551,0.26552852988243103,0.11777608096599579,0.17752902209758759
cultures,0.275738924741745,0.2141987532377243,0.3021252751350403,0.19792084395885468,0.3343222439289093,0.2155856341123581,0.22532565891742706,0.2573188841342926,0.2909663915634155,0.07095468044281006,0.11083927005529404,0.21986372768878937,0.20461511611938477,0.1482744663953781
",",0.3658004403114319,0.3256652057170868,0.21664521098136902,0.2801448106765747,0.2516145408153534,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
the,0.6521818041801453,0.3129390776157379,0.2710895538330078,0.2837921977043152,0.39486879110336304,0.5823672413825989,0.3256146013736725,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
displays,0.3360707461833954,0.12100876867771149,0.1882728487253189,0.09467834234237671,0.1725749522447586,0.2749854326248169,0.2949450612068176,0.23497463762760162,0.287814199924469,0.07066147774457932,0.07585547119379044,0.25922253727912903,0.30880412459373474,0.13452474772930145
span,0.2148035168647766,0.1615801602602005,0.20867560803890228,0.1455639898777008,0.2073432058095932,0.18201783299446106,0.09874921292066574,0.18513190746307373,0.2050493061542511,0.10262708365917206,0.054720740765333176,0.21020399034023285,0.12259792536497116,0.20459811389446259
the,0.6521818041801453,0.3129390776157379,0.2710895538330078,0.2837921977043152,0.39486879110336304,0.5823672413825989,0.3256146013736725,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
6th,0.2059890180826187,0.08814578503370285,0.06708148121833801,0.04558631405234337,0.20500348508358002,0.24810290336608887,0.19572316110134125,0.15743380784988403,0.26967379450798035,0.1761089414358139,0.08529222011566162,0.20201663672924042,0.12093126773834229,0.05849769711494446
to,0.5345056653022766,0.25657615065574646,0.21075539290905,0.18618161976337433,0.2556411623954773,0.42745086550712585,0.18846964836120605,0.45010748505592346,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.15417452156543732,0.29463258385658264
19th,0.2196694165468216,0.13939572870731354,0.07436161488294601,0.08917690813541412,0.11488019675016403,0.21349595487117767,0.20135550200939178,0.15408828854560852,0.24964287877082825,0.15785977244377136,0.10421080887317657,0.200595885515213,0.16749516129493713,0.004712673369795084
centuries,0.2743915021419525,0.2315824329853058,0.20356790721416473,0.2124096155166626,0.24514785408973694,0.15361705422401428,0.17722533643245697,0.2558690905570984,0.32166481018066406,0.10898236930370331,0.08590544015169144,0.12476986646652222,0.2218795269727707,0.13179439306259155
.,0.45942068099975586,0.2798699140548706,0.2310253083705902,0.2574456036090851,0.2852533757686615,0.4569662809371948,0.26645728945732117,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.4130953550338745
