,what,western,was,a,flagship,program,for,abc,around,1954,?
abc,0.1317344456911087,0.20839235186576843,0.21565799415111542,0.21331243216991425,0.3940317928791046,0.28949791193008423,0.22510288655757904,1.0000001192092896,0.14110837876796722,0.01942364126443863,0.19065172970294952
's,0.02692362666130066,0.06932425498962402,0.008974763564765453,0.04866964742541313,0.04382907971739769,0.0445902980864048,-0.07241261005401611,0.06670809537172318,-0.039796680212020874,0.10300249606370926,-0.023395681753754616
flagship,0.12794113159179688,0.1691002994775772,0.31851649284362793,0.25730863213539124,1.0,0.36093810200691223,0.26178261637687683,0.3940317928791046,0.2120341807603836,0.05091249570250511,0.0801878422498703
productions,0.18529511988162994,0.15689188241958618,0.24518412351608276,0.18360063433647156,0.2708528935909271,0.24266855418682098,0.2502169609069824,0.34230175614356995,0.18818874657154083,0.02253696694970131,0.22681239247322083
at,0.2838611304759979,0.19088859856128693,0.36707764863967896,0.3095070421695709,0.2332140952348709,0.20947590470314026,0.34237727522850037,0.12953892350196838,0.350727915763855,-0.01691203936934471,0.21978627145290375
the,0.42745697498321533,0.37920868396759033,0.48711544275283813,0.5829201340675354,0.33778491616249084,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.40085816383361816,0.05573182925581932,0.22068053483963013
time,0.36319252848625183,0.21022427082061768,0.3641340136528015,0.3292340338230133,0.25200721621513367,0.2290326952934265,0.3992156386375427,0.17553414404392242,0.344309538602829,0.09188706427812576,0.27391523122787476
were,0.22298263013362885,0.22601988911628723,0.590133786201477,0.17203083634376526,0.1966302990913391,0.10356976836919785,0.33592689037323,0.09045279771089554,0.3049486577510834,-0.010685510002076626,0.17890112102031708
the,0.42745697498321533,0.37920868396759033,0.48711544275283813,0.5829201340675354,0.33778491616249084,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.40085816383361816,0.05573182925581932,0.22068053483963013
lone,0.12413366883993149,0.19609756767749786,0.14034457504749298,0.30131396651268005,0.21012844145298004,0.1421373188495636,0.23337778449058533,0.2725764513015747,0.1290566772222519,0.0039802356623113155,0.07851476222276688
ranger,0.1731155514717102,0.20701855421066284,0.2191094011068344,0.2181273251771927,0.2710224986076355,0.2188921570777893,0.1711094230413437,0.26571235060691833,0.13282902538776398,0.04065424203872681,0.1440950334072113
",",0.3087472915649414,0.27542921900749207,0.45456063747406006,0.427140474319458,0.27211007475852966,0.17760658264160156,0.4464869201183319,0.2097204476594925,0.3298884332180023,-0.019343923777341843,0.31091248989105225
based,0.274813175201416,0.1487872153520584,0.2870393395423889,0.2977409064769745,0.27115318179130554,0.1757683902978897,0.2761107087135315,0.22760380804538727,0.242187961935997,-0.004161754623055458,0.134929820895195
on,0.34226128458976746,0.21336692571640015,0.3909217119216919,0.3848365545272827,0.3151450753211975,0.23327119648456573,0.36199691891670227,0.2862928807735443,0.43118709325790405,0.004020733293145895,0.2714994251728058
the,0.42745697498321533,0.37920868396759033,0.48711544275283813,0.5829201340675354,0.33778491616249084,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.40085816383361816,0.05573182925581932,0.22068053483963013
radio,0.16863368451595306,0.16413705050945282,0.20381812751293182,0.19488471746444702,0.3263642191886902,0.3021659553050995,0.2325505018234253,0.35354745388031006,0.15994291007518768,0.06796251237392426,0.08763375133275986
program,0.25047802925109863,0.12801717221736908,0.1849333792924881,0.2779408395290375,0.36093810200691223,1.0,0.29441335797309875,0.28949791193008423,0.1746738702058792,0.040479596704244614,0.1440187245607376
of,0.33290785551071167,0.32974064350128174,0.4069072902202606,0.5052502155303955,0.3178425431251526,0.17376001179218292,0.4185989499092102,0.14607268571853638,0.3296394646167755,0.040509894490242004,0.1826142966747284
the,0.42745697498321533,0.37920868396759033,0.48711544275283813,0.5829201340675354,0.33778491616249084,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.40085816383361816,0.05573182925581932,0.22068053483963013
same,0.3764382302761078,0.2088167667388916,0.27172183990478516,0.4048157036304474,0.1509639471769333,0.1897428184747696,0.31941699981689453,0.21684971451759338,0.32951968908309937,-0.04361166059970856,0.22649677097797394
title,0.205022931098938,0.14877083897590637,0.19408874213695526,0.23181948065757751,0.15544582903385162,0.0705978274345398,0.2096623331308365,0.15317635238170624,0.10445188730955124,-0.02210152894258499,0.34551161527633667
",",0.3087472915649414,0.27542921900749207,0.45456063747406006,0.427140474319458,0.27211007475852966,0.17760658264160156,0.4464869201183319,0.2097204476594925,0.3298884332180023,-0.019343923777341843,0.31091248989105225
and,0.31309178471565247,0.27210789918899536,0.3740963041782379,0.3739250600337982,0.26722848415374756,0.24895258247852325,0.5064792633056641,0.16453155875205994,0.34341543912887573,0.020253997296094894,0.20544172823429108
the,0.42745697498321533,0.37920868396759033,0.48711544275283813,0.5829201340675354,0.33778491616249084,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.40085816383361816,0.05573182925581932,0.22068053483963013
