,what,drama,program,was,canceled,by,abc,after,a,bad,midseason,run,in,2010-11,?
meanwhile,0.24885934591293335,0.18794633448123932,0.2438613623380661,0.17749933898448944,0.2037273347377777,0.16945959627628326,0.12156545370817184,0.30969205498695374,0.20041249692440033,0.20765824615955353,0.27436062693595886,0.2057979553937912,0.18316087126731873,-0.009724028408527374,0.16201108694076538
",",0.3087472915649414,0.240437850356102,0.17760658264160156,0.45456063747406006,0.24571475386619568,0.3680937886238098,0.2097204476594925,0.38860568404197693,0.427140474319458,0.3233780562877655,0.277270644903183,0.2309936285018921,0.5201468467712402,0.16264760494232178,0.31091248989105225
the,0.42745697498321533,0.2408958077430725,0.22986935079097748,0.48711544275283813,0.24497857689857483,0.4408751428127289,0.2068762183189392,0.4565047025680542,0.5829201340675354,0.27499592304229736,0.2996739447116852,0.27883726358413696,0.6662389636039734,0.204135000705719,0.22068053483963013
new,0.2130378633737564,0.17221881449222565,0.19244569540023804,0.2748313844203949,0.1776667982339859,0.25394493341445923,0.20663127303123474,0.2620960772037506,0.3214259147644043,0.22948454320430756,0.21274937689304352,0.19794923067092896,0.3758552670478821,0.07998085767030716,0.14782847464084625
lows,0.16183333098888397,0.21951204538345337,0.1577441543340683,0.1517757773399353,0.22772261500358582,0.2128753960132599,0.17538738250732422,0.14712360501289368,0.2005254030227661,0.23886799812316895,0.36560264229774475,0.2133903056383133,0.2607080340385437,0.04669986665248871,0.1542564034461975
hit,0.22790727019309998,0.16891857981681824,0.1547086536884308,0.25608164072036743,0.19343425333499908,0.2278212159872055,0.137809619307518,0.18901163339614868,0.2646505832672119,0.2785980999469757,0.2901955246925354,0.2919386923313141,0.24006043374538422,-0.01548678521066904,0.14460130035877228
by,0.2455483376979828,0.20884254574775696,0.19954828917980194,0.4752357602119446,0.22037123143672943,1.0000001192092896,0.17600902915000916,0.41259682178497314,0.32094135880470276,0.24132612347602844,0.23189270496368408,0.1807866394519806,0.370934396982193,0.07421700656414032,0.17966607213020325
brothers,0.17880715429782867,0.14411811530590057,0.10520534217357635,0.29881271719932556,0.19041720032691956,0.3191544711589813,0.14660751819610596,0.30089375376701355,0.19716104865074158,0.08646168559789658,0.2178903967142105,0.15787096321582794,0.2192208170890808,-0.023826245218515396,0.11019307374954224
&,0.11141876131296158,0.16837330162525177,0.1094309538602829,0.12134000658988953,0.143746018409729,0.17475149035453796,0.1936885565519333,0.08896223455667496,0.07266713678836823,0.151592418551445,0.15998560190200806,0.08620958030223846,0.1358654648065567,-0.0657089352607727,0.12596383690834045
sisters,0.1374872773885727,0.23198509216308594,0.14877599477767944,0.21805666387081146,0.150799959897995,0.2188183069229126,0.15996325016021729,0.22367002069950104,0.16612187027931213,0.11096442490816116,0.19570675492286682,0.1891886442899704,0.20626403391361237,0.010062102228403091,0.12711647152900696
led,0.12112844735383987,0.13868051767349243,0.16123229265213013,0.34443995356559753,0.28979840874671936,0.30694612860679626,0.15234695374965668,0.3757990300655365,0.19072435796260834,0.18915976583957672,0.2281174212694168,0.1720678210258484,0.2990247309207916,0.06292608380317688,0.09273858368396759
to,0.455847829580307,0.20368042588233948,0.23681028187274933,0.3636345863342285,0.26917052268981934,0.33534231781959534,0.1762417107820511,0.37890323996543884,0.45503583550453186,0.27001938223838806,0.27125707268714905,0.2691870927810669,0.45010748505592346,0.1513209342956543,0.29463258385658264
its,0.30393704771995544,0.11505823582410812,0.22245895862579346,0.3518870174884796,0.2708994150161743,0.24398943781852722,0.19045390188694,0.29879069328308105,0.4424409866333008,0.22856315970420837,0.2356940358877182,0.255632609128952,0.3793783485889435,0.20512613654136658,0.15103481709957123
cancellation,0.2117055058479309,0.1702265739440918,0.3237677812576294,0.31858792901039124,0.7140185236930847,0.24241814017295837,0.2773326337337494,0.37391844391822815,0.2440175861120224,0.2558285892009735,0.4145146608352661,0.2817940413951874,0.25790032744407654,-0.029392270371317863,0.1732192039489746
",",0.3087472915649414,0.240437850356102,0.17760658264160156,0.45456063747406006,0.24571475386619568,0.3680937886238098,0.2097204476594925,0.38860568404197693,0.427140474319458,0.3233780562877655,0.277270644903183,0.2309936285018921,0.5201468467712402,0.16264760494232178,0.31091248989105225
and,0.31309178471565247,0.23960810899734497,0.24895258247852325,0.3740963041782379,0.2440541386604309,0.4289871156215668,0.16453155875205994,0.3765919506549835,0.3739250600337982,0.3063071668148041,0.27339714765548706,0.2711782455444336,0.4954058527946472,0.1643197387456894,0.20544172823429108
