,what,computational,problem,is,commonly,associated,with,prime,factorization,?
the,0.42745697498321533,0.18477948009967804,0.24928659200668335,0.5823672413825989,0.2974449694156647,0.2742886245250702,0.4223487675189972,0.19960100948810577,0.2827453017234802,0.22068053483963013
integer,0.23293888568878174,0.475755900144577,0.32351139187812805,0.2086324691772461,0.11003316193819046,0.12222696840763092,0.15516746044158936,0.35712799429893494,0.4310261607170105,0.2503974437713623
factorization,0.27966898679733276,0.4625081419944763,0.4367295503616333,0.2635040879249573,0.21552538871765137,0.169651061296463,0.1747703105211258,0.3163364827632904,0.9999999403953552,0.27631670236587524
problem,0.42183366417884827,0.41473615169525146,1.0,0.23238427937030792,0.23363131284713745,0.18436965346336365,0.2717578709125519,0.19579747319221497,0.4367295503616333,0.3762950301170349
is,0.28837618231773376,0.2470806986093521,0.23238427937030792,1.0,0.3994327187538147,0.2300606518983841,0.3250955045223236,0.16680827736854553,0.2635040879249573,0.22961433231830597
the,0.42745697498321533,0.18477948009967804,0.24928659200668335,0.5823672413825989,0.2974449694156647,0.2742886245250702,0.4223487675189972,0.19960100948810577,0.2827453017234802,0.22068053483963013
computational,0.29464593529701233,1.0,0.41473615169525146,0.2470806986093521,0.27157485485076904,0.21529307961463928,0.17668114602565765,0.21956002712249756,0.4625081419944763,0.21617397665977478
problem,0.42183366417884827,0.41473615169525146,1.0,0.23238427937030792,0.23363131284713745,0.18436965346336365,0.2717578709125519,0.19579747319221497,0.4367295503616333,0.3762950301170349
of,0.33290785551071167,0.2832651138305664,0.20464475452899933,0.4854315221309662,0.29300037026405334,0.3077163100242615,0.41827285289764404,0.23935265839099884,0.3057559132575989,0.1826142966747284
determining,0.3854760527610779,0.5323349833488464,0.3468671143054962,0.3241519629955292,0.18553735315799713,0.2807416617870331,0.2833977937698364,0.1348278671503067,0.505281925201416,0.25675374269485474
the,0.42745697498321533,0.18477948009967804,0.24928659200668335,0.5823672413825989,0.2974449694156647,0.2742886245250702,0.4223487675189972,0.19960100948810577,0.2827453017234802,0.22068053483963013
prime,0.15586113929748535,0.21956002712249756,0.19579747319221497,0.16680827736854553,0.15413962304592133,0.043131180107593536,0.09384632855653763,1.0,0.3163364827632904,0.11276303976774216
factorization,0.27966898679733276,0.4625081419944763,0.4367295503616333,0.2635040879249573,0.21552538871765137,0.169651061296463,0.1747703105211258,0.3163364827632904,0.9999999403953552,0.27631670236587524
of,0.33290785551071167,0.2832651138305664,0.20464475452899933,0.4854315221309662,0.29300037026405334,0.3077163100242615,0.41827285289764404,0.23935265839099884,0.3057559132575989,0.1826142966747284
a,0.3320399522781372,0.29858994483947754,0.2605542540550232,0.658733606338501,0.27022549510002136,0.22056666016578674,0.3783375024795532,0.17998681962490082,0.31564444303512573,0.23916715383529663
given,0.21883496642112732,0.26848718523979187,0.2566664516925812,0.249215230345726,0.2273804098367691,0.27067890763282776,0.29518163204193115,0.14018583297729492,0.29132896661758423,0.2570464313030243
integer,0.23293888568878174,0.475755900144577,0.32351139187812805,0.2086324691772461,0.11003316193819046,0.12222696840763092,0.15516746044158936,0.35712799429893494,0.4310261607170105,0.2503974437713623
.,0.3567904531955719,0.24047870934009552,0.22562150657176971,0.4569662809371948,0.2135825902223587,0.2184346318244934,0.4446153938770294,0.17658381164073944,0.27803143858909607,0.4130953550338745
