,what,did,kenya,reveil,in,2030,?
in,0.30808621644973755,0.2593238651752472,0.23621977865695953,0.21368487179279327,1.0,-0.13334685564041138,0.20430970191955566
2007,-0.15549811720848083,-0.2447822093963623,-0.18090343475341797,-0.22345145046710968,-0.2201838344335556,0.2032601535320282,-0.1664225310087204
",",0.3087472915649414,0.3015086054801941,0.23432263731956482,0.3201717138290405,0.5201468467712402,-0.183492973446846,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,0.21657514572143555,0.32496729493141174,0.6662389636039734,-0.11029807478189468,0.22068053483963013
kenyan,0.11042535305023193,0.17606396973133087,0.7825311422348022,0.20901717245578766,0.19120332598686218,-0.03569924458861351,0.1738916039466858
government,0.28074538707733154,0.2792121469974518,0.21103361248970032,0.26116445660591125,0.3066793978214264,-0.09143166244029999,0.18851417303085327
unveiled,0.09683706611394882,0.17028586566448212,0.14694049954414368,0.4435003995895386,0.265817254781723,-0.035700779408216476,0.14828196167945862
vision,0.29409441351890564,0.1873660832643509,0.12007075548171997,0.2521398663520813,0.18059347569942474,0.046284422278404236,0.15763504803180695
2030,-0.08059077709913254,-0.14737999439239502,-0.0690995529294014,0.07266711443662643,-0.13334685564041138,1.0,-0.0479145273566246
",",0.3087472915649414,0.3015086054801941,0.23432263731956482,0.3201717138290405,0.5201468467712402,-0.183492973446846,0.31091248989105225
an,0.2821882665157318,0.22598257660865784,0.1525012105703354,0.2426159381866455,0.2605783939361572,-0.10113126784563065,0.19793890416622162
economic,0.18082544207572937,0.14787930250167847,0.2230263650417328,0.15726636350154877,0.22027181088924408,-0.02695970982313156,0.1206481084227562
development,0.19014155864715576,0.16852836310863495,0.16040349006652832,0.15036343038082123,0.2550492286682129,-0.004392300266772509,0.1211358830332756
programme,0.1876801699399948,0.1542370468378067,0.17653438448905945,0.1755092889070511,0.249719500541687,-0.05360465869307518,0.139840766787529
it,0.45803478360176086,0.2993364930152893,0.11538690328598022,0.2726648449897766,0.5130809545516968,-0.1746697872877121,0.25732165575027466
hopes,0.20497237145900726,0.3188827335834503,0.12754875421524048,0.23630498349666595,0.24646931886672974,-0.03161957487463951,0.1416345238685608
will,0.3510494530200958,0.40638336539268494,0.13049760460853577,0.18225346505641937,0.2580665349960327,0.006456972565501928,0.35046905279159546
put,0.3330543637275696,0.32128840684890747,0.0666922852396965,0.16993489861488342,0.26728662848472595,-0.08522748202085495,0.2993032932281494
the,0.42745697498321533,0.34736719727516174,0.21657514572143555,0.32496729493141174,0.6662389636039734,-0.11029807478189468,0.22068053483963013
country,0.22705033421516418,0.24348343908786774,0.2935680150985718,0.12152500450611115,0.3040012717247009,-0.08160091936588287,0.12647280097007751
in,0.30808621644973755,0.2593238651752472,0.23621977865695953,0.21368487179279327,1.0,-0.13334685564041138,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.21657514572143555,0.32496729493141174,0.6662389636039734,-0.11029807478189468,0.22068053483963013
same,0.3764382302761078,0.3097444474697113,0.1368703693151474,0.1758221834897995,0.3692481815814972,-0.1071162074804306,0.22649677097797394
league,0.16616638004779816,0.17557655274868011,0.15581193566322327,0.20939183235168457,0.22963495552539825,0.12903548777103424,0.15941482782363892
as,0.31749409437179565,0.3596470057964325,0.18995212018489838,0.21572217345237732,0.3887844979763031,-0.17583075165748596,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,0.21657514572143555,0.32496729493141174,0.6662389636039734,-0.11029807478189468,0.22068053483963013
asian,0.06828422844409943,0.15287117660045624,0.29921066761016846,0.022309496998786926,0.18836280703544617,0.036641675978899,0.10526347905397415
economic,0.18082544207572937,0.14787930250167847,0.2230263650417328,0.15726636350154877,0.22027181088924408,-0.02695970982313156,0.1206481084227562
tigers,0.10581890493631363,0.12919694185256958,0.21865957975387573,0.09463600814342499,0.20468094944953918,0.1731688678264618,0.12739185988903046
by,0.2455483376979828,0.18574509024620056,0.1010202169418335,0.27432358264923096,0.370934396982193,-0.06442029774188995,0.17966607213020325
the,0.42745697498321533,0.34736719727516174,0.21657514572143555,0.32496729493141174,0.6662389636039734,-0.11029807478189468,0.22068053483963013
year,0.15184831619262695,0.21422851085662842,0.12500852346420288,0.18118228018283844,0.3359307050704956,-0.08857830613851547,0.18315006792545319
2030,-0.08059077709913254,-0.14737999439239502,-0.0690995529294014,0.07266711443662643,-0.13334685564041138,1.0,-0.0479145273566246
.,0.3567904531955719,0.35288307070732117,0.24234211444854736,0.3077561855316162,0.5591574311256409,-0.1478111296892166,0.4130953550338745
