,when,did,richard,dean,adams,make,his,inquiry,?
in,0.4431333839893341,0.2593238651752472,0.23321768641471863,0.21489942073822021,0.17958872020244598,0.268858402967453,0.3598145842552185,0.22388796508312225,0.20430970191955566
1893,0.1228116899728775,0.10365716367959976,0.006385772954672575,-0.04206233471632004,0.023275818675756454,0.06323044747114182,0.13031509518623352,0.040561024099588394,0.0544506311416626
richard,0.18583287298679352,0.17407897114753723,0.9999999403953552,0.37171581387519836,0.23627430200576782,0.1549254208803177,0.2745850384235382,0.17350506782531738,0.15003317594528198
dean,0.1485844850540161,0.12806853652000427,0.37171581387519836,1.0000001192092896,0.19768057763576508,0.09119468927383423,0.2115742713212967,0.16869468986988068,0.13287632167339325
adams,0.17034824192523956,0.20335952937602997,0.23627430200576782,0.19768057763576508,1.0,0.14069481194019318,0.24216331541538239,0.14764921367168427,0.11037187278270721
",",0.36674630641937256,0.3015086054801941,0.27245110273361206,0.22844859957695007,0.291565477848053,0.324553906917572,0.3378419280052185,0.20402637124061584,0.31091248989105225
who,0.48282691836357117,0.34038686752319336,0.27835920453071594,0.21395713090896606,0.18634244799613953,0.28430092334747314,0.44966956973075867,0.17631639540195465,0.26220351457595825
headed,0.21031363308429718,0.18543560802936554,0.10008181631565094,0.15420669317245483,0.08235581964254379,0.13559821248054504,0.15861764550209045,0.17988619208335876,0.1387181431055069
up,0.3850642144680023,0.21613863110542297,0.19464239478111267,0.1165529265999794,0.09195401519536972,0.35951006412506104,0.2538001239299774,0.0774608701467514,0.1819818764925003
the,0.5091903209686279,0.34736719727516174,0.2087954580783844,0.20016886293888092,0.22482158243656158,0.3146495521068573,0.4394008219242096,0.24161653220653534,0.22068053483963013
niagara,0.19340918958187103,0.11969159543514252,0.21866542100906372,0.23704169690608978,0.23843158781528473,0.173296257853508,0.2361188679933548,0.14416567981243134,0.1411852240562439
falls,0.19246278703212738,0.16179890930652618,0.11865793913602829,0.12893250584602356,0.13003933429718018,0.13759803771972656,0.15221849083900452,0.1235102191567421,0.15918700397014618
cataract,0.2913481891155243,0.1825626790523529,0.09485204517841339,0.10940247774124146,0.1085738092660904,0.20813193917274475,0.2479492425918579,0.15727382898330688,0.15514707565307617
construction,0.16481471061706543,0.1474381983280182,0.12232373654842377,0.1538318246603012,0.09097784012556076,0.2471521943807602,0.16576945781707764,0.2304675132036209,0.13494056463241577
company,0.2219121903181076,0.16800642013549805,0.1630045771598816,0.09054067730903625,0.17578409612178802,0.1934693604707718,0.21722809970378876,0.1484980583190918,0.12195809185504913
sought,0.23253652453422546,0.3768143653869629,0.14834953844547272,0.1299363374710083,0.19667206704616547,0.2618211507797241,0.3289314806461334,0.3333803415298462,0.1753331869840622
tesla,0.1504557579755783,0.09757418930530548,0.1171877309679985,0.1666049063205719,0.10032384842634201,0.1746748685836792,0.1580733060836792,0.12306436896324158,0.10250775516033173
's,-0.03368149697780609,0.05069678649306297,-0.04731119051575661,0.03801899403333664,-0.002239872934296727,0.09622383862733841,0.047556519508361816,-0.0016987883718684316,-0.023395681753754616
opinion,0.21377825736999512,0.25568151473999023,0.1724887192249298,0.1763436198234558,0.18100909888744354,0.23666034638881683,0.26037362217903137,0.38491833209991455,0.38472914695739746
on,0.37706470489501953,0.2670976221561432,0.20763179659843445,0.16739283502101898,0.2508023679256439,0.27031177282333374,0.32064297795295715,0.2275991439819336,0.2714994251728058
what,0.4700249433517456,0.4259131848812103,0.19329693913459778,0.16261067986488342,0.15051817893981934,0.3792211413383484,0.26976513862609863,0.25839799642562866,0.5051238536834717
system,0.27706024050712585,0.1967303454875946,0.10512488335371017,0.17445136606693268,0.13849171996116638,0.22797423601150513,0.15711051225662231,0.1487567275762558,0.15556083619594574
would,0.4219970703125,0.6268245577812195,0.20972934365272522,0.11794435977935791,0.19389432668685913,0.44250184297561646,0.292866975069046,0.20328699052333832,0.37178951501846313
be,0.4451393485069275,0.22657383978366852,0.18182969093322754,0.11814913153648376,0.15320391952991486,0.4759829044342041,0.21738691627979279,0.2092914581298828,0.3324260413646698
best,0.15734568238258362,0.25550925731658936,0.1565607190132141,0.18891869485378265,0.2383153885602951,0.21979376673698425,0.30248576402664185,0.0959838479757309,0.2799045741558075
to,0.5423505902290344,0.4452643394470215,0.213526651263237,0.1386713683605194,0.23368042707443237,0.497876912355423,0.3715193271636963,0.24077343940734863,0.29463258385658264
transmit,0.2126583307981491,0.11000914871692657,0.05316624417901039,0.05196123197674751,0.13194474577903748,0.2540391981601715,0.08314131200313568,0.1304137259721756,0.16771046817302704
power,0.28225177526474,0.2120266556739807,0.16331809759140015,0.13676683604717255,0.10889281332492828,0.24303843080997467,0.20314614474773407,0.16655707359313965,0.15304024517536163
generated,0.21698065102100372,0.14731889963150024,0.08608812838792801,0.14820589125156403,0.07606717199087143,0.27945080399513245,0.10346584022045135,0.13185130059719086,0.28358349204063416
at,0.38876327872276306,0.28390252590179443,0.18125692009925842,0.178473100066185,0.1891246885061264,0.19904619455337524,0.27659502625465393,0.1635161191225052,0.21978627145290375
the,0.5091903209686279,0.34736719727516174,0.2087954580783844,0.20016886293888092,0.22482158243656158,0.3146495521068573,0.4394008219242096,0.24161653220653534,0.22068053483963013
falls,0.19246278703212738,0.16179890930652618,0.11865793913602829,0.12893250584602356,0.13003933429718018,0.13759803771972656,0.15221849083900452,0.1235102191567421,0.15918700397014618
.,0.475719153881073,0.35288307070732117,0.24983328580856323,0.22080737352371216,0.27795812487602234,0.3547073304653168,0.3119256794452667,0.15333840250968933,0.4130953550338745
