,how,much,victorian,farmland,is,farmed,in,grains,?
more,0.4319567084312439,0.5936280488967896,0.20015348494052887,0.25489118695259094,0.2946030795574188,0.28379252552986145,0.32563260197639465,0.3516048789024353,0.27894994616508484
than,0.29763275384902954,0.632695198059082,0.19996275007724762,0.252907931804657,0.2839990258216858,0.24452918767929077,0.3270052373409271,0.3278178572654724,0.24917294085025787
"26,000",-0.08212369680404663,-0.11042920500040054,0.04450888931751251,-0.10718958079814911,0.046310752630233765,-0.10038817673921585,0.07803281396627426,-0.20709240436553955,-0.024663427844643593
square,0.0836852416396141,0.13774795830249786,0.20201364159584045,0.22783710062503815,0.2405121773481369,0.1767062544822693,0.2193731665611267,0.1535361111164093,0.1201515942811966
kilometres,0.09419187903404236,0.17430636286735535,0.15942029654979706,0.30732497572898865,0.2581603229045868,0.22458785772323608,0.2448771744966507,0.28160011768341064,0.09185487031936646
(,0.1676948219537735,0.21788647770881653,0.09898795932531357,0.12133264541625977,0.35393038392066956,0.12332209199666977,0.3087427020072937,0.15118971467018127,0.40561532974243164
"10,000",-0.08011393249034882,-0.08140140026807785,-0.11538203060626984,-0.151772141456604,-0.00011738140892703086,-0.19201312959194183,-0.056806739419698715,-0.1090395525097847,0.10342991352081299
sq,0.10252654552459717,0.1848931461572647,0.12412232905626297,0.3521513044834137,0.23199144005775452,0.20479783415794373,0.12230025231838226,0.20240424573421478,0.18786261975765228
mi,0.0639447420835495,0.13306929171085358,0.13511621952056885,0.1697307527065277,0.17681920528411865,0.10518951714038849,0.09127891063690186,0.13427920639514923,0.10264865309000015
),0.17939934134483337,0.22256317734718323,0.12338844686746597,0.10688448697328568,0.37732169032096863,0.13967110216617584,0.3326910734176636,0.14874570071697235,0.42300865054130554
of,0.2480744868516922,0.2671096920967102,0.28338366746902466,0.31279653310775757,0.4854315221309662,0.25164803862571716,0.5696388483047485,0.2690761387348175,0.1826142966747284
victorian,0.18811437487602234,0.1766148805618286,0.9999998807907104,0.26978322863578796,0.1690170168876648,0.3163926899433136,0.21606117486953735,0.19625984132289886,0.07572567462921143
farmland,0.18281866610050201,0.29592210054397583,0.26978322863578796,1.0,0.2782813310623169,0.6269211769104004,0.35305866599082947,0.3783869445323944,0.13212361931800842
are,0.311818927526474,0.2937524914741516,0.20787982642650604,0.297177791595459,0.5330929756164551,0.32935068011283875,0.3841303884983063,0.33676955103874207,0.24591213464736938
sown,0.1631537526845932,0.2146277278661728,0.2506694197654724,0.46675512194633484,0.224001944065094,0.5343605279922485,0.28249308466911316,0.41245853900909424,0.20199811458587646
for,0.3308170735836029,0.2994346022605896,0.24997268617153168,0.23387053608894348,0.43268078565597534,0.2798892855644226,0.4322226941585541,0.21985025703907013,0.264628142118454
grain,0.21869799494743347,0.27337488532066345,0.20111732184886932,0.35595372319221497,0.21244488656520844,0.42613181471824646,0.22458650171756744,0.8360168933868408,0.10718189179897308
",",0.22659391164779663,0.36182254552841187,0.19891108572483063,0.30377787351608276,0.4691906273365021,0.29604822397232056,0.5201468467712402,0.2864838242530823,0.31091248989105225
mostly,0.25601688027381897,0.3887731730937958,0.14091263711452484,0.3546009957790375,0.35184943675994873,0.3198195695877075,0.3575078547000885,0.3069953918457031,0.09124795347452164
in,0.2601168751716614,0.2725222110748291,0.21606117486953735,0.35305866599082947,0.5394441485404968,0.28827401995658875,1.0,0.23511962592601776,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.2753658890724182,0.3001750707626343,0.5823672413825989,0.274288535118103,0.6662389636039734,0.25450876355171204,0.22068053483963013
state,0.15028610825538635,0.1357990801334381,0.19238229095935822,0.24379993975162506,0.2627358138561249,0.22068668901920319,0.33316072821617126,0.11125219613313675,0.1160883978009224
's,-0.026164190843701363,0.06731651723384857,0.07498615235090256,0.03970148041844368,0.02396530658006668,0.054653067141771317,-0.037580832839012146,0.012736396864056587,-0.023395681753754616
west,0.13549664616584778,0.10327833145856857,0.2796746790409088,0.2997550070285797,0.25201764702796936,0.24291008710861206,0.34078434109687805,0.11794594675302505,0.12088293582201004
.,0.3287222981452942,0.3374604284763336,0.22745303809642792,0.29180845618247986,0.4569662809371948,0.28155317902565,0.5591574311256409,0.22477556765079498,0.4130953550338745
