,which,part,of,china,had,people,ranked,higher,in,the,class,system,?
the,0.6521818041801453,0.527681291103363,0.733189046382904,0.3110525608062744,0.3875846862792969,0.36838498711586,0.2711145281791687,0.3292480409145355,0.6662389636039734,1.0,0.18034407496452332,0.3233085572719574,0.22068053483963013
northern,0.2470913678407669,0.3608819246292114,0.32586339116096497,0.2980937659740448,0.17882463335990906,0.2494318038225174,0.09143959730863571,0.16490791738033295,0.3545122444629669,0.3422943353652954,0.05182754993438721,0.1563241183757782,0.13149388134479523
chinese,0.21241894364356995,0.10866256803274155,0.24275560677051544,0.6621482372283936,0.1845577508211136,0.22201411426067352,0.15562334656715393,0.13815762102603912,0.20821347832679749,0.2785343527793884,0.16544924676418304,0.2205471247434616,0.20843194425106049
were,0.2807837128639221,0.25213372707366943,0.34038281440734863,0.2312094271183014,0.6150832772254944,0.35862088203430176,0.19494067132472992,0.18113884329795837,0.3815755248069763,0.3906462490558624,0.17030099034309387,0.1800099015235901,0.17890112102031708
ranked,0.15487711131572723,0.19199135899543762,0.276383638381958,0.21976010501384735,0.21833230555057526,0.10198341310024261,1.0000001192092896,0.2780408263206482,0.2005387395620346,0.2711145281791687,0.17123381793498993,0.16870002448558807,0.12953443825244904
higher,0.3562684655189514,0.19053158164024353,0.3096220791339874,0.17351458966732025,0.20919585227966309,0.17689593136310577,0.2780408263206482,1.0,0.23285751044750214,0.3292480409145355,0.18047048151493073,0.26608607172966003,0.15679465234279633
and,0.506277859210968,0.35301485657691956,0.5116966962814331,0.27966102957725525,0.3872550129890442,0.3016039729118347,0.21633140742778778,0.3147866129875183,0.4954058527946472,0.5171257257461548,0.20710228383541107,0.231138214468956,0.20544172823429108
southern,0.2648681700229645,0.37757623195648193,0.31933003664016724,0.2866702973842621,0.19639550149440765,0.24767246842384338,0.13186034560203552,0.17271962761878967,0.3190481662750244,0.3282862603664398,0.1486024558544159,0.15605640411376953,0.11225555837154388
chinese,0.21241894364356995,0.10866256803274155,0.24275560677051544,0.6621482372283936,0.1845577508211136,0.22201411426067352,0.15562334656715393,0.13815762102603912,0.20821347832679749,0.2785343527793884,0.16544924676418304,0.2205471247434616,0.20843194425106049
were,0.2807837128639221,0.25213372707366943,0.34038281440734863,0.2312094271183014,0.6150832772254944,0.35862088203430176,0.19494067132472992,0.18113884329795837,0.3815755248069763,0.3906462490558624,0.17030099034309387,0.1800099015235901,0.17890112102031708
ranked,0.15487711131572723,0.19199135899543762,0.276383638381958,0.21976010501384735,0.21833230555057526,0.10198341310024261,1.0000001192092896,0.2780408263206482,0.2005387395620346,0.2711145281791687,0.17123381793498993,0.16870002448558807,0.12953443825244904
lower,0.35006284713745117,0.22235289216041565,0.31757521629333496,0.1567307710647583,0.1810125857591629,0.16504937410354614,0.12321867793798447,0.5770463347434998,0.27455443143844604,0.3463275134563446,0.14773151278495789,0.21685558557510376,0.08471795171499252
because,0.5717213749885559,0.34291598200798035,0.4075504541397095,0.2543175220489502,0.4456775486469269,0.4005701541900635,0.1769731342792511,0.32515743374824524,0.37423941493034363,0.44596394896507263,0.194654643535614,0.2626553177833557,0.2528740465641022
southern,0.2648681700229645,0.37757623195648193,0.31933003664016724,0.2866702973842621,0.19639550149440765,0.24767246842384338,0.13186034560203552,0.17271962761878967,0.3190481662750244,0.3282862603664398,0.1486024558544159,0.15605640411376953,0.11225555837154388
china,0.2780199646949768,0.21336233615875244,0.27699828147888184,1.0000001192092896,0.19942614436149597,0.23917561769485474,0.21976010501384735,0.17351458966732025,0.267821341753006,0.3110525608062744,0.13523052632808685,0.2190701961517334,0.18007943034172058
withstood,0.3961176872253418,0.2669879198074341,0.356357604265213,0.22024159133434296,0.40419211983680725,0.17672748863697052,0.15364176034927368,0.26105791330337524,0.29326847195625305,0.3984030783176422,0.13932208716869354,0.22310985624790192,0.19405639171600342
and,0.506277859210968,0.35301485657691956,0.5116966962814331,0.27966102957725525,0.3872550129890442,0.3016039729118347,0.21633140742778778,0.3147866129875183,0.4954058527946472,0.5171257257461548,0.20710228383541107,0.231138214468956,0.20544172823429108
fought,0.14251495897769928,0.2614063620567322,0.26073968410491943,0.21016675233840942,0.3724306523799896,0.22771205008029938,0.16073770821094513,0.11302332580089569,0.27511686086654663,0.30367159843444824,0.12718535959720612,0.08351582288742065,0.15288178622722626
to,0.5345056653022766,0.2875264883041382,0.41548454761505127,0.1938052773475647,0.37984350323677063,0.37275731563568115,0.08006753772497177,0.3279348313808441,0.45010748505592346,0.535392165184021,0.18696844577789307,0.26662686467170715,0.29463258385658264
the,0.6521818041801453,0.527681291103363,0.733189046382904,0.3110525608062744,0.3875846862792969,0.36838498711586,0.2711145281791687,0.3292480409145355,0.6662389636039734,1.0,0.18034407496452332,0.3233085572719574,0.22068053483963013
last,0.2768070101737976,0.23332151770591736,0.3052992522716522,0.20042215287685394,0.2946646511554718,0.20077839493751526,0.15547017753124237,0.12180081754922867,0.30714505910873413,0.3698786795139313,0.20201054215431213,0.14964330196380615,0.22371746599674225
before,0.3430410623550415,0.27841559052467346,0.3282964527606964,0.14600875973701477,0.3737051784992218,0.2472018152475357,0.1332533359527588,0.25794148445129395,0.4155850410461426,0.45900648832321167,0.12719054520130157,0.24542507529258728,0.2507109045982361
