,who,suggested,that,imperialism,was,the,``,highest,'',form,of,capitalism,?
the,0.3733934462070465,0.28443726897239685,0.5473989248275757,0.2716025412082672,0.48711544275283813,1.0,0.029072100296616554,0.36945265531539917,0.041273195296525955,0.29286009073257446,0.733189046382904,0.20844383537769318,0.22068053483963013
russian,0.24501226842403412,0.11943367123603821,0.19759522378444672,0.29007047414779663,0.19927078485488892,0.24014991521835327,0.07473704218864441,0.10941915959119797,0.027572471648454666,0.12926055490970612,0.16226479411125183,0.2410048246383667,0.12951652705669403
leader,0.31168457865715027,0.15050870180130005,0.15228979289531708,0.23977676033973694,0.3073844909667969,0.27799519896507263,0.11118976026773453,0.17317987978458405,0.05775728076696396,0.13721758127212524,0.24122127890586853,0.24370244145393372,0.09527933597564697
lenin,0.18347111344337463,0.18757683038711548,0.230509951710701,0.39626288414001465,0.2192648947238922,0.1991400122642517,0.12724529206752777,0.18287569284439087,0.020305758342146873,0.17471683025360107,0.213740274310112,0.42664778232574463,0.13449633121490479
suggested,0.2721969485282898,0.9999999403953552,0.45882919430732727,0.19197240471839905,0.30712512135505676,0.28443726897239685,0.05178385600447655,0.11404047906398773,0.02092903107404709,0.17018748819828033,0.29373469948768616,0.22265833616256714,0.2549840807914734
that,0.45444270968437195,0.45882919430732727,1.0,0.23209288716316223,0.33670201897621155,0.5473989248275757,0.05285148695111275,0.1878446489572525,0.007880004122853279,0.31894639134407043,0.41498205065727234,0.284320592880249,0.32716336846351624
``,0.02397952415049076,0.05178385600447655,0.05285148695111275,0.050459738820791245,-0.012679691426455975,0.029072100296616554,1.0,0.0509631521999836,-0.09173435717821121,0.11812715977430344,0.06780257821083069,0.09023290872573853,0.0685480609536171
imperialism,0.1855015754699707,0.19197240471839905,0.23209288716316223,1.0,0.2349989414215088,0.2716025412082672,0.050459738820791245,0.07330350577831268,-0.013202380388975143,0.1891220360994339,0.29240643978118896,0.6614087820053101,0.14998586475849152
was,0.3318818509578705,0.30712512135505676,0.33670201897621155,0.2349989414215088,1.0000001192092896,0.48711544275283813,-0.012679691426455975,0.23145779967308044,0.04456103965640068,0.15690121054649353,0.4069072902202606,0.1707172989845276,0.18412111699581146
the,0.3733934462070465,0.28443726897239685,0.5473989248275757,0.2716025412082672,0.48711544275283813,1.0,0.029072100296616554,0.36945265531539917,0.041273195296525955,0.29286009073257446,0.733189046382904,0.20844383537769318,0.22068053483963013
highest,0.16480061411857605,0.11404047906398773,0.1878446489572525,0.07330350577831268,0.23145779967308044,0.36945265531539917,0.0509631521999836,1.0,-0.07397953420877457,0.12917068600654602,0.3223685622215271,0.08747166395187378,0.11527936160564423
form,0.137381911277771,0.17018748819828033,0.31894639134407043,0.1891220360994339,0.15690121054649353,0.29286009073257446,0.11812715977430344,0.12917068600654602,-0.04621269181370735,0.9999999403953552,0.29600051045417786,0.22155509889125824,0.1463010311126709
of,0.2827862501144409,0.29373469948768616,0.41498205065727234,0.29240643978118896,0.4069072902202606,0.733189046382904,0.06780257821083069,0.3223685622215271,0.13035868108272552,0.29600051045417786,1.0,0.21557392179965973,0.1826142966747284
capitalism,0.24088215827941895,0.22265833616256714,0.284320592880249,0.6614087820053101,0.1707172989845276,0.20844383537769318,0.09023290872573853,0.08747166395187378,0.045898836106061935,0.22155509889125824,0.21557392179965973,1.0,0.17137789726257324
",",0.3365725874900818,0.3114470839500427,0.4137537479400635,0.2420617640018463,0.45456063747406006,0.4933079481124878,0.09681109338998795,0.22094981372356415,-0.037358131259679794,0.21805599331855774,0.4946078956127167,0.2647847831249237,0.31091248989105225
claiming,0.37082991003990173,0.3426769971847534,0.47356367111206055,0.19963420927524567,0.2680627703666687,0.3210364878177643,-0.01092100702226162,0.1743685007095337,0.002514149295166135,0.19718493521213531,0.2922937572002411,0.21395525336265564,0.2698664963245392
that,0.45444270968437195,0.45882919430732727,1.0,0.23209288716316223,0.33670201897621155,0.5473989248275757,0.05285148695111275,0.1878446489572525,0.007880004122853279,0.31894639134407043,0.41498205065727234,0.284320592880249,0.32716336846351624
imperialism,0.1855015754699707,0.19197240471839905,0.23209288716316223,1.0,0.2349989414215088,0.2716025412082672,0.050459738820791245,0.07330350577831268,-0.013202380388975143,0.1891220360994339,0.29240643978118896,0.6614087820053101,0.14998586475849152
developed,0.1288115680217743,0.2922370731830597,0.29926979541778564,0.2730332016944885,0.3253139555454254,0.24490751326084137,0.007079461123794317,0.07414204627275467,-0.01097940281033516,0.23630937933921814,0.21960023045539856,0.20402653515338898,0.10763012617826462
after,0.32549580931663513,0.30310091376304626,0.373811811208725,0.1351868212223053,0.49306565523147583,0.4565047025680542,0.040442656725645065,0.189071387052536,-0.08605624735355377,0.23307928442955017,0.3867455720901489,0.14177286624908447,0.16608688235282898
colonialism,0.21862052381038666,0.183798685669899,0.2405940741300583,0.6857813596725464,0.20783506333827972,0.25141018629074097,0.14298583567142487,0.07472573965787888,-0.051073215901851654,0.25731948018074036,0.2704770565032959,0.6666577458381653,0.1519109606742859
",",0.3365725874900818,0.3114470839500427,0.4137537479400635,0.2420617640018463,0.45456063747406006,0.4933079481124878,0.09681109338998795,0.22094981372356415,-0.037358131259679794,0.21805599331855774,0.4946078956127167,0.2647847831249237,0.31091248989105225
and,0.41279885172843933,0.2645586431026459,0.4731321930885315,0.19073538482189178,0.3740963041782379,0.5171257257461548,0.036644238978624344,0.22372882068157196,0.021612688899040222,0.30469027161598206,0.5116966962814331,0.22292979061603546,0.20544172823429108
was,0.3318818509578705,0.30712512135505676,0.33670201897621155,0.2349989414215088,1.0000001192092896,0.48711544275283813,-0.012679691426455975,0.23145779967308044,0.04456103965640068,0.15690121054649353,0.4069072902202606,0.1707172989845276,0.18412111699581146
distinguished,0.1539963185787201,0.2208847850561142,0.20727650821208954,0.16824139654636383,0.22172307968139648,0.23548999428749084,0.10959158092737198,0.2972649037837982,-0.027567768469452858,0.20194008946418762,0.2957158386707306,0.14757059514522552,0.08062640577554703
from,0.27839982509613037,0.16930745542049408,0.3477667272090912,0.16361792385578156,0.31171464920043945,0.40150508284568787,0.02677825279533863,0.1877705305814743,-0.011389154009521008,0.2607075572013855,0.4249346852302551,0.17754870653152466,0.19969791173934937
colonialism,0.21862052381038666,0.183798685669899,0.2405940741300583,0.6857813596725464,0.20783506333827972,0.25141018629074097,0.14298583567142487,0.07472573965787888,-0.051073215901851654,0.25731948018074036,0.2704770565032959,0.6666577458381653,0.1519109606742859
by,0.39727845788002014,0.2902381420135498,0.37496164441108704,0.21250218152999878,0.4752357602119446,0.4408751428127289,-0.030704375356435776,0.18297813832759857,-0.010275691747665405,0.20338405668735504,0.3646814823150635,0.15300263464450836,0.17966607213020325
monopoly,0.22732922434806824,0.11027143150568008,0.28640514612197876,0.3401549458503723,0.1724308878183365,0.21333852410316467,0.02412332594394684,0.15013031661510468,0.09477964788675308,0.2178276628255844,0.23683126270771027,0.4062666893005371,0.1011270210146904
capitalism,0.24088215827941895,0.22265833616256714,0.284320592880249,0.6614087820053101,0.1707172989845276,0.20844383537769318,0.09023290872573853,0.08747166395187378,0.045898836106061935,0.22155509889125824,0.21557392179965973,1.0,0.17137789726257324
'',0.024401003494858742,0.02092903107404709,0.007880004122853279,-0.013202380388975143,0.04456103965640068,0.041273195296525955,-0.09173435717821121,-0.07397953420877457,1.0,-0.04621269181370735,0.13035868108272552,0.045898836106061935,0.018684765323996544
.,0.3541337847709656,0.2633555829524994,0.4460422694683075,0.22279119491577148,0.40146201848983765,0.5934505462646484,0.05720457062125206,0.2254713773727417,-0.07181349396705627,0.28317511081695557,0.5352458953857422,0.225983127951622,0.4130953550338745
