,which,family,guy,episodes,contain,doctor,who,references,?
references,0.2562655210494995,0.14497195184230804,0.22244994342327118,0.2848765552043915,0.3650546967983246,0.11018913984298706,0.18663379549980164,0.9999998807907104,0.37122470140457153
to,0.5345056653022766,0.21285007894039154,0.18503864109516144,0.21516069769859314,0.28093209862709045,0.22950075566768646,0.42656609416007996,0.26855769753456116,0.29463258385658264
doctor,0.19030126929283142,0.19009946286678314,0.18875060975551605,0.2920081615447998,0.06451591849327087,0.9999999403953552,0.3504868149757385,0.11018913984298706,0.1462511420249939
who,0.3688730001449585,0.23428858816623688,0.25973543524742126,0.20461446046829224,0.06489512324333191,0.3504868149757385,0.9999998807907104,0.18663379549980164,0.26220351457595825
have,0.49652695655822754,0.15777942538261414,0.20133477449417114,0.22485783696174622,0.49726441502571106,0.17649078369140625,0.39246654510498047,0.328636109828949,0.32991164922714233
also,0.6566565632820129,0.28384384512901306,0.19798199832439423,0.2240849733352661,0.34154582023620605,0.2990783452987671,0.47919341921806335,0.2656227946281433,0.21848613023757935
appeared,0.21686145663261414,0.16203218698501587,0.17578019201755524,0.36705049872398376,0.17719079554080963,0.23563694953918457,0.22738154232501984,0.23226787149906158,0.1384376585483551
in,0.4840516746044159,0.2165997177362442,0.12337056547403336,0.17357411980628967,0.23975171148777008,0.25567495822906494,0.2792111933231354,0.21304915845394135,0.20430970191955566
the,0.6521818041801453,0.2394849956035614,0.16218504309654236,0.1889590173959732,0.26383090019226074,0.2820442318916321,0.3733934462070465,0.24170354008674622,0.22068053483963013
young,0.19934482872486115,0.2482912689447403,0.20059099793434143,0.23696961998939514,0.0757237896323204,0.16390559077262878,0.4362107217311859,0.0878482460975647,0.14931946992874146
adult,0.2390105426311493,0.26218217611312866,0.20490020513534546,0.163803830742836,0.19296592473983765,0.13711844384670258,0.2506396472454071,0.1704571396112442,0.14439715445041656
fantasy,0.19895397126674652,0.1392328292131424,0.13363754749298096,0.23311862349510193,0.15606026351451874,0.18068693578243256,0.20600542426109314,0.16848492622375488,0.19511307775974274
novels,0.16949355602264404,0.15853706002235413,0.2102127969264984,0.3726951777935028,0.12783218920230865,0.23027703166007996,0.20128938555717468,0.21554280817508698,0.13125161826610565
brisingr,0.29056644439697266,0.1747267246246338,0.2548573315143585,0.2250843495130539,0.2180861532688141,0.16037151217460632,0.20704339444637299,0.2661530673503876,0.20603255927562714
and,0.506277859210968,0.23506124317646027,0.22404849529266357,0.246442511677742,0.3066939413547516,0.21673844754695892,0.41279885172843933,0.27511847019195557,0.20544172823429108
high,0.25426656007766724,0.08023763447999954,0.12932878732681274,0.14668166637420654,0.21182607114315033,0.07957974821329117,0.14553065598011017,0.1383235603570938,0.11137914657592773
wizardry,0.25434133410453796,0.24898365139961243,0.3430905044078827,0.32252150774002075,0.2001330405473709,0.2043023556470871,0.3144707977771759,0.2239779382944107,0.23689956963062286
",",0.3658004403114319,0.22142739593982697,0.26012468338012695,0.2131132036447525,0.24384500086307526,0.20407600700855255,0.3365725874900818,0.2993101179599762,0.31091248989105225
the,0.6521818041801453,0.2394849956035614,0.16218504309654236,0.1889590173959732,0.26383090019226074,0.2820442318916321,0.3733934462070465,0.24170354008674622,0.22068053483963013
video,0.22561120986938477,0.11875321716070175,0.16104446351528168,0.2961154878139496,0.1852225512266159,0.22010014951229095,0.24429279565811157,0.19854964315891266,0.22771678864955902
