,what,kind,of,experiments,of,rock,deformation,do,structural,geologists,perform,?
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.21977302432060242,0.5696388483047485,0.19663549959659576,0.24544066190719604,0.23402775824069977,0.2507881224155426,0.22336415946483612,0.22578492760658264,0.20430970191955566
addition,0.20643717050552368,0.26752176880836487,0.27503931522369385,0.19555851817131042,0.27503931522369385,0.11191338300704956,0.27741673588752747,0.2532966136932373,0.2875358462333679,0.12403396517038345,0.2721397578716278,0.19187232851982117
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.22640827298164368,0.4946078956127167,0.2775712311267853,0.24226832389831543,0.3283645510673523,0.22993656992912292,0.17116183042526245,0.19458305835723877,0.31091248989105225
they,0.4431931674480438,0.29935595393180847,0.3426007330417633,0.2760985791683197,0.3426007330417633,0.23386521637439728,0.3137448728084564,0.4667694866657257,0.19748392701148987,0.32318955659866333,0.3345663249492645,0.2753053903579712
perform,0.22104133665561676,0.23762768507003784,0.18957175314426422,0.27568450570106506,0.18957175314426422,0.15996584296226501,0.19728372991085052,0.3334052264690399,0.16506697237491608,0.1388576626777649,1.0000001192092896,0.13460582494735718
analog,0.2780171036720276,0.2557751536369324,0.14265845715999603,0.30472567677497864,0.14265845715999603,0.15893852710723877,0.33838149905204773,0.2198379635810852,0.30237841606140137,0.21129164099693298,0.20590513944625854,0.17692391574382782
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.3053898811340332,0.5116966962814331,0.2808155119419098,0.2841373383998871,0.276123583316803,0.2612690031528473,0.16954530775547028,0.27043867111206055,0.20544172823429108
numerical,0.276495099067688,0.16437263786792755,0.21296924352645874,0.2897748649120331,0.21296924352645874,0.13085435330867767,0.32022297382354736,0.2537403702735901,0.2641150653362274,0.25863373279571533,0.20634907484054565,0.21096135675907135
experiments,0.3106561601161957,0.23142938315868378,0.16935081779956818,0.9999998807907104,0.16935081779956818,0.16303017735481262,0.32956892251968384,0.23711039125919342,0.30694136023521423,0.2976318895816803,0.27568450570106506,0.14564716815948486
of,0.33290785551071167,0.2285657674074173,1.0,0.16935081779956818,1.0,0.2653365731239319,0.2825321555137634,0.26150479912757874,0.23907262086868286,0.21582631766796112,0.18957175314426422,0.1826142966747284
rock,0.1923677921295166,0.2067558467388153,0.2653365731239319,0.16303017735481262,0.2653365731239319,1.0,0.37837234139442444,0.14039506018161774,0.18470719456672668,0.30183225870132446,0.15996584296226501,0.13172835111618042
deformation,0.2611449956893921,0.25585970282554626,0.2825321555137634,0.32956892251968384,0.2825321555137634,0.37837234139442444,0.9999998807907104,0.1917484700679779,0.41451898217201233,0.39174485206604004,0.19728372991085052,0.17587928473949432
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.21977302432060242,0.5696388483047485,0.19663549959659576,0.24544066190719604,0.23402775824069977,0.2507881224155426,0.22336415946483612,0.22578492760658264,0.20430970191955566
large,0.2017821967601776,0.2361026406288147,0.3569655418395996,0.21300190687179565,0.3569655418395996,0.21179164946079254,0.31546148657798767,0.22322134673595428,0.267135351896286,0.28131529688835144,0.1891622096300125,0.1355665624141693
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.3053898811340332,0.5116966962814331,0.2808155119419098,0.2841373383998871,0.276123583316803,0.2612690031528473,0.16954530775547028,0.27043867111206055,0.20544172823429108
small,0.2504110634326935,0.25080132484436035,0.353353351354599,0.16547124087810516,0.353353351354599,0.18890593945980072,0.25805535912513733,0.266916424036026,0.17363084852695465,0.22822777926921844,0.17121078073978424,0.13914890587329865
settings,0.3351864218711853,0.2333737462759018,0.1335434466600418,0.2760636806488037,0.1335434466600418,0.2228487879037857,0.29572126269340515,0.2958853244781494,0.21134965121746063,0.20935514569282532,0.2073066085577011,0.31880196928977966
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.261809378862381,0.5352458953857422,0.24835698306560516,0.27203986048698425,0.3613996207714081,0.24253211915493011,0.20061980187892914,0.20621563494205475,0.4130953550338745
