,how,many,students,have,received,unwanted,sexual,attention,from,a,teacher,or,other,education,figure,?
a,0.29312583804130554,0.2872205972671509,0.2676560878753662,0.338716596364975,0.22444266080856323,0.21818377077579498,0.22016595304012299,0.265340119600296,0.322764128446579,1.0,0.31202319264411926,0.48853766918182373,0.2806335389614105,0.21779850125312805,0.2584710121154785,0.23916715383529663
study,0.2640102803707123,0.30255988240242004,0.4047432243824005,0.262853741645813,0.17781533300876617,0.2287256419658661,0.23782110214233398,0.20685869455337524,0.22416724264621735,0.2268155962228775,0.3525848984718323,0.22420622408390045,0.2742812931537628,0.42013534903526306,0.20281338691711426,0.15902167558670044
by,0.34370526671409607,0.3409687578678131,0.19252489507198334,0.3359639644622803,0.22934994101524353,0.24790498614311218,0.16141100227832794,0.2582912743091583,0.3373257517814636,0.32094135880470276,0.16136689484119415,0.30274316668510437,0.3321913778781891,0.18719787895679474,0.1390787959098816,0.17966607213020325
the,0.33890387415885925,0.4335206151008606,0.25268980860710144,0.40389683842658997,0.24890556931495667,0.23761673271656036,0.21929338574409485,0.256243497133255,0.40150508284568787,0.5829201340675354,0.17760860919952393,0.4174870550632477,0.44152235984802246,0.23982903361320496,0.24786046147346497,0.22068053483963013
american,0.22688741981983185,0.22814549505710602,0.13845665752887726,0.2099626362323761,0.21490539610385895,0.19002297520637512,0.1725262850522995,0.23111097514629364,0.20110583305358887,0.22026167809963226,0.16864362359046936,0.15763404965400696,0.2411116361618042,0.17033511400222778,0.2129027098417282,0.18877598643302917
association,0.19297276437282562,0.20353254675865173,0.21063613891601562,0.21060673892498016,0.19972434639930725,0.07387878745794296,0.15478436648845673,0.1601409614086151,0.18207116425037384,0.22860166430473328,0.185667023062706,0.21927408874034882,0.21038571000099182,0.26341745257377625,0.0736456885933876,0.1542656421661377
of,0.2480744868516922,0.37253960967063904,0.25513339042663574,0.3802283704280853,0.2628524899482727,0.23728244006633759,0.23417127132415771,0.21725396811962128,0.4249346852302551,0.5052502155303955,0.19968076050281525,0.3792596757411957,0.38583824038505554,0.3015166223049164,0.21327486634254456,0.1826142966747284
university,0.12992997467517853,0.19385361671447754,0.4958297908306122,0.1617986559867859,0.2126474231481552,0.047368232160806656,0.15160396695137024,0.21522173285484314,0.2771088182926178,0.20256656408309937,0.4133238196372986,0.09576314687728882,0.1804676055908203,0.503289520740509,0.12435796111822128,0.11887256056070328
women,0.1552928388118744,0.1729642152786255,0.33122918009757996,0.23165501654148102,0.2319297045469284,0.2209942787885666,0.2900576889514923,0.20711873471736908,0.17420825362205505,0.20322243869304657,0.19100962579250336,0.20650714635849,0.22415173053741455,0.2989157736301422,0.2238873988389969,0.1616753786802292
reported,0.11600318551063538,0.21274879574775696,0.15283729135990143,0.2872076630592346,0.2967493534088135,0.21377117931842804,0.1762227714061737,0.25021880865097046,0.19143110513687134,0.2021687626838684,0.12676848471164703,0.22825363278388977,0.24124710261821747,0.11212862282991409,0.16687801480293274,0.16150116920471191
that,0.557814359664917,0.5391656160354614,0.2510627210140228,0.6182622313499451,0.16830024123191833,0.41393229365348816,0.2736673951148987,0.33067142963409424,0.3477667272090912,0.47537946701049805,0.1985531747341156,0.4729836881160736,0.5570666193962097,0.1599552482366562,0.2428334504365921,0.32716336846351624
9.6,-0.01647460088133812,0.10175540298223495,-0.04254796728491783,0.005436921492218971,-0.0384489931166172,-0.06792964041233063,-0.08169678598642349,-0.06743916869163513,0.08719908446073532,-0.11835334450006485,-0.05887855589389801,0.00553492084145546,0.028204740956425667,-0.03176957741379738,-0.005444280803203583,-0.01760668307542801
