,what,bbc,radio,station,will,carry,the,game,in,the,united,kingdom,?
in,0.30808621644973755,0.22430340945720673,0.22625693678855896,0.21784305572509766,0.2580665349960327,0.19860897958278656,0.6662389636039734,0.23986028134822845,1.0,0.6662389636039734,0.3938477039337158,0.28265801072120667,0.20430970191955566
the,0.42745697498321533,0.2735401690006256,0.23511973023414612,0.23609806597232819,0.3635469079017639,0.26752355694770813,1.0,0.285271555185318,0.6662389636039734,1.0,0.34367692470550537,0.3143408000469208,0.22068053483963013
united,0.20036718249320984,0.21684761345386505,0.1854962259531021,0.20121470093727112,0.1670691817998886,0.17835812270641327,0.34367692470550537,0.1494106501340866,0.3938477039337158,0.34367692470550537,1.0000001192092896,0.5955035090446472,0.17266890406608582
kingdom,0.17826133966445923,0.3032377064228058,0.16325059533119202,0.16420654952526093,0.14699693024158478,0.13375820219516754,0.3143408000469208,0.13593299686908722,0.28265801072120667,0.3143408000469208,0.5955035090446472,1.0000001192092896,0.12927088141441345
",",0.3087472915649414,0.14724469184875488,0.25251123309135437,0.2482491284608841,0.29706671833992004,0.1951419711112976,0.4933079481124878,0.2653886377811432,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.2585166394710541,0.31091248989105225
bbc,0.20634698867797852,1.0000001192092896,0.5170936584472656,0.2865414023399353,0.2193043977022171,0.13913553953170776,0.2735401690006256,0.26781514286994934,0.22430340945720673,0.2735401690006256,0.21684761345386505,0.3032377064228058,0.20556949079036713
radio,0.16863368451595306,0.5170936584472656,0.9999999403953552,0.4113904535770416,0.14596246182918549,0.18107746541500092,0.23511973023414612,0.22439733147621155,0.22625693678855896,0.23511973023414612,0.1854962259531021,0.16325059533119202,0.08763375133275986
5,0.09269922226667404,0.0488610714673996,0.023450983688235283,0.08524762094020844,0.0495075024664402,0.09152459353208542,0.09255307912826538,0.0062448629178106785,0.0862177163362503,0.09255307912826538,0.07590769976377487,0.043040841817855835,0.06222071498632431
live,0.20532001554965973,0.20493969321250916,0.1942073255777359,0.18217602372169495,0.20762428641319275,0.24021045863628387,0.2995128035545349,0.15346848964691162,0.3068392276763916,0.2995128035545349,0.20489628612995148,0.15254533290863037,0.19481121003627777
and,0.31309178471565247,0.17831335961818695,0.2658638060092926,0.19091129302978516,0.35983073711395264,0.2731964588165283,0.5171257257461548,0.25192898511886597,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.3048160970211029,0.20544172823429108
5,0.09269922226667404,0.0488610714673996,0.023450983688235283,0.08524762094020844,0.0495075024664402,0.09152459353208542,0.09255307912826538,0.0062448629178106785,0.0862177163362503,0.09255307912826538,0.07590769976377487,0.043040841817855835,0.06222071498632431
live,0.20532001554965973,0.20493969321250916,0.1942073255777359,0.18217602372169495,0.20762428641319275,0.24021045863628387,0.2995128035545349,0.15346848964691162,0.3068392276763916,0.2995128035545349,0.20489628612995148,0.15254533290863037,0.19481121003627777
sports,0.13245077431201935,0.19582240283489227,0.2515631318092346,0.2046268880367279,0.21187517046928406,0.1349717527627945,0.20313861966133118,0.2906801104545593,0.27591386437416077,0.20313861966133118,0.2443758100271225,0.1719193458557129,0.04557104781270027
extra,0.1589265614748001,0.14705736935138702,0.15334859490394592,0.19374816119670868,0.28664112091064453,0.26371046900749207,0.20500101149082184,0.1771874725818634,0.17453980445861816,0.20500101149082184,0.09843932837247849,0.13053517043590546,0.11175043880939484
will,0.3510494530200958,0.2193043977022171,0.14596246182918549,0.1797148883342743,1.0,0.2655966579914093,0.3635469079017639,0.2308308631181717,0.2580665349960327,0.3635469079017639,0.1670691817998886,0.14699693024158478,0.35046905279159546
carry,0.22239743173122406,0.13913553953170776,0.18107746541500092,0.21776524186134338,0.2655966579914093,0.9999998807907104,0.26752355694770813,0.10995405167341232,0.19860897958278656,0.26752355694770813,0.17835812270641327,0.13375820219516754,0.17171701788902283
the,0.42745697498321533,0.2735401690006256,0.23511973023414612,0.23609806597232819,0.3635469079017639,0.26752355694770813,1.0,0.285271555185318,0.6662389636039734,1.0,0.34367692470550537,0.3143408000469208,0.22068053483963013
contest,0.23279163241386414,0.20501753687858582,0.23071497678756714,0.16501088440418243,0.20330233871936798,0.11936413496732712,0.25173527002334595,0.24918979406356812,0.3096996545791626,0.25173527002334595,0.16946671903133392,0.14238418638706207,0.18081821501255035
.,0.3567904531955719,0.20265105366706848,0.20650681853294373,0.20999185740947723,0.33682769536972046,0.21299658715724945,0.5934505462646484,0.2581658959388733,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.23047322034835815,0.4130953550338745
