,who,is,responsible,for,ensuring,the,parliament,works,smoothly,?
as,0.3923053741455078,0.43216490745544434,0.25070908665657043,0.44774648547172546,0.31666672229766846,0.48381632566452026,0.1639251410961151,0.2642597258090973,0.26616206765174866,0.27043893933296204
a,0.36608949303627014,0.658733606338501,0.22119273245334625,0.44038116931915283,0.26176589727401733,0.5829201340675354,0.22951169312000275,0.2170431762933731,0.28279098868370056,0.23916715383529663
member,0.3046252727508545,0.2522773742675781,0.2347816526889801,0.2718653976917267,0.14059226214885712,0.2806392312049866,0.3747406303882599,0.15257862210273743,0.10844496637582779,0.06826172769069672
of,0.2827862501144409,0.4854315221309662,0.37070101499557495,0.4185989499092102,0.34411752223968506,0.733189046382904,0.2885259687900543,0.1964656114578247,0.1878870129585266,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.3673766553401947,1.0,0.26521381735801697,0.26337864995002747,0.26503029465675354,0.22068053483963013
scottish,0.27621203660964966,0.16398480534553528,0.15992584824562073,0.15676887333393097,0.08961937576532364,0.21724988520145416,0.3418616056442261,0.1339583396911621,0.10501573234796524,0.06442669779062271
parliamentary,0.20465344190597534,0.1731702983379364,0.24923114478588104,0.242863729596138,0.23793913424015045,0.2708897888660431,0.8464457392692566,0.12115279585123062,0.18195675313472748,0.1612216979265213
corporate,0.13414131104946136,0.18697254359722137,0.2706765830516815,0.20150309801101685,0.20554731786251068,0.22066551446914673,0.17787030339241028,0.2009860873222351,0.17337274551391602,0.17430047690868378
body,0.2087378203868866,0.2790417969226837,0.2918182909488678,0.16740016639232635,0.27886369824409485,0.31682634353637695,0.19982732832431793,0.2313520312309265,0.22834350168704987,0.20136451721191406
",",0.3365725874900818,0.4691906273365021,0.2192283272743225,0.4464869201183319,0.19966883957386017,0.4933079481124878,0.25442883372306824,0.29211118817329407,0.23480455577373505,0.31091248989105225
the,0.3733934462070465,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.3673766553401947,1.0,0.26521381735801697,0.26337864995002747,0.26503029465675354,0.22068053483963013
presiding,0.24317249655723572,0.2072397768497467,0.2699236273765564,0.18266896903514862,0.2795446217060089,0.3267684876918793,0.3959604501724243,0.11701614409685135,0.13292163610458374,0.177648663520813
officer,0.31437572836875916,0.19916827976703644,0.328684002161026,0.17035067081451416,0.19276292622089386,0.25777485966682434,0.2183782458305359,0.13225850462913513,0.1285417228937149,0.119948610663414
is,0.24293622374534607,1.0,0.24123810231685638,0.43268078565597534,0.25448358058929443,0.5823672413825989,0.19676777720451355,0.30236580967903137,0.22847607731819153,0.22961433231830597
responsible,0.2545164227485657,0.24123810231685638,1.0,0.35061514377593994,0.3809468150138855,0.3305104374885559,0.1921684592962265,0.24096368253231049,0.18823902308940887,0.11367333680391312
for,0.37110671401023865,0.43268078565597534,0.35061514377593994,0.9999999403953552,0.3588273823261261,0.4739971458911896,0.23382046818733215,0.34962278604507446,0.3062532842159271,0.264628142118454
ensuring,0.28776243329048157,0.25448358058929443,0.3809468150138855,0.3588273823261261,1.0,0.3673766553401947,0.22485394775867462,0.30168628692626953,0.338653564453125,0.201530322432518
that,0.45444270968437195,0.3995479643344879,0.3398503065109253,0.4137635827064514,0.42460665106773376,0.5473989248275757,0.17629513144493103,0.24413257837295532,0.4230331480503082,0.32716336846351624
the,0.3733934462070465,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.3673766553401947,1.0,0.26521381735801697,0.26337864995002747,0.26503029465675354,0.22068053483963013
parliament,0.237068772315979,0.19676777720451355,0.1921684592962265,0.23382046818733215,0.22485394775867462,0.26521381735801697,1.0,0.13602901995182037,0.14773452281951904,0.1586504578590393
functions,0.126784086227417,0.1740858554840088,0.36421141028404236,0.26696184277534485,0.32994306087493896,0.2567043900489807,0.16338469088077545,0.2829332947731018,0.33890777826309204,0.13745930790901184
effectively,0.2969565689563751,0.2131122201681137,0.32886120676994324,0.29776841402053833,0.4221595227718353,0.3534683883190155,0.1844690591096878,0.23031780123710632,0.3620719909667969,0.21523159742355347
and,0.41279885172843933,0.3859752118587494,0.29945531487464905,0.5064792633056641,0.3183637261390686,0.5171257257461548,0.26227831840515137,0.33871909976005554,0.32313457131385803,0.20544172823429108
has,0.2558172643184662,0.5668748617172241,0.1886494904756546,0.450642853975296,0.18619093298912048,0.4177538752555847,0.1700625866651535,0.2049179971218109,0.2088974565267563,0.15994466841220856
the,0.3733934462070465,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.3673766553401947,1.0,0.26521381735801697,0.26337864995002747,0.26503029465675354,0.22068053483963013
staff,0.2814878225326538,0.14479392766952515,0.30126044154167175,0.2633745074272156,0.22041508555412292,0.2306259125471115,0.21981433033943176,0.2310100644826889,0.21226678788661957,0.15871673822402954
",",0.3365725874900818,0.4691906273365021,0.2192283272743225,0.4464869201183319,0.19966883957386017,0.4933079481124878,0.25442883372306824,0.29211118817329407,0.23480455577373505,0.31091248989105225
property,0.17305545508861542,0.1944577693939209,0.29656413197517395,0.2189353108406067,0.2969604432582855,0.2061677873134613,0.18316690623760223,0.15997649729251862,0.18001873791217804,0.16865147650241852
and,0.41279885172843933,0.3859752118587494,0.29945531487464905,0.5064792633056641,0.3183637261390686,0.5171257257461548,0.26227831840515137,0.33871909976005554,0.32313457131385803,0.20544172823429108
resources,0.22842295467853546,0.23539847135543823,0.29682955145835876,0.27550825476646423,0.3723456859588623,0.25734785199165344,0.23176495730876923,0.23250657320022583,0.2418161928653717,0.26047492027282715
it,0.2868398427963257,0.6328473687171936,0.185812309384346,0.32171204686164856,0.22675961256027222,0.6251175999641418,0.22944188117980957,0.24762499332427979,0.3421996533870697,0.25732165575027466
requires,0.1012532189488411,0.3339230418205261,0.2920762002468109,0.3619304895401001,0.44821685552597046,0.2693159878253937,0.13169452548027039,0.22605761885643005,0.24916954338550568,0.26020103693008423
to,0.42656609416007996,0.42745086550712585,0.19470079243183136,0.4451248347759247,0.33705413341522217,0.535392165184021,0.20290622115135193,0.22564561665058136,0.33210787177085876,0.29463258385658264
operate,0.19872014224529266,0.24157488346099854,0.3148776888847351,0.23467504978179932,0.25992512702941895,0.23581141233444214,0.12675508856773376,0.22696812450885773,0.3189029097557068,0.16664595901966095
.,0.3541337847709656,0.4569662809371948,0.2309054434299469,0.4726039469242096,0.20071010291576385,0.5934505462646484,0.23747818171977997,0.28871041536331177,0.21550600230693817,0.4130953550338745
