,what,did,luther,begin,to,experience,in,1536,?
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.2903634011745453,0.45010748505592346,0.19806437194347382,1.0,0.10501983016729355,0.20430970191955566
1536,0.1077212318778038,0.0897965133190155,0.11354392021894455,0.14641280472278595,0.1150861531496048,0.10555356740951538,0.10501983016729355,0.9999999403953552,0.32498520612716675
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.27304404973983765,0.44245919585227966,0.22459560632705688,0.5201468467712402,0.20624224841594696,0.31091248989105225
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.19861583411693573,0.385390967130661,0.27276426553726196,0.41690486669540405,0.10223529487848282,0.2089974731206894
began,0.1665823757648468,0.4415510594844818,0.17262868583202362,0.49711355566978455,0.2731419503688812,0.20089265704154968,0.34154343605041504,0.1755494326353073,0.1370266228914261
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.33302420377731323,1.0,0.25535836815834045,0.45010748505592346,0.1150861531496048,0.29463258385658264
suffer,0.3221397399902344,0.2755928337574005,0.11103121936321259,0.21143117547035217,0.2893508970737457,0.3642934262752533,0.20667266845703125,-0.02452726475894451,0.15359681844711304
from,0.2737620174884796,0.20248863101005554,0.10716932266950607,0.2698803246021271,0.4069952368736267,0.18313857913017273,0.4274188280105591,0.14395706355571747,0.19969791173934937
kidney,0.22124111652374268,0.13669174909591675,0.15951386094093323,0.13335533440113068,0.21965542435646057,0.14160208404064178,0.2549917995929718,0.18270090222358704,0.21399319171905518
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.2599445581436157,0.48971283435821533,0.24539199471473694,0.4954058527946472,0.12885166704654694,0.20544172823429108
bladder,0.19749939441680908,0.1060047447681427,0.15474480390548706,0.18671941757202148,0.2474503070116043,0.13185718655586243,0.21013981103897095,0.17037412524223328,0.19116520881652832
stones,0.16966110467910767,0.18296179175376892,0.1890476942062378,0.19928410649299622,0.23038797080516815,0.14266742765903473,0.2168799340724945,0.0996502935886383,0.14384394884109497
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.27304404973983765,0.44245919585227966,0.22459560632705688,0.5201468467712402,0.20624224841594696,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.2599445581436157,0.48971283435821533,0.24539199471473694,0.4954058527946472,0.12885166704654694,0.20544172823429108
arthritis,0.21903404593467712,0.18527059257030487,0.1431461125612259,0.19316188991069794,0.1971219927072525,0.2344268560409546,0.22500894963741302,0.13975128531455994,0.2226410061120987
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.27304404973983765,0.44245919585227966,0.22459560632705688,0.5201468467712402,0.20624224841594696,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.2599445581436157,0.48971283435821533,0.24539199471473694,0.4954058527946472,0.12885166704654694,0.20544172823429108
an,0.2821882665157318,0.22598257660865784,0.10983039438724518,0.13176555931568146,0.3138085603713989,0.2728060483932495,0.2605783939361572,0.12284086644649506,0.19793890416622162
ear,0.1741301566362381,0.19169488549232483,0.16973145306110382,0.17789825797080994,0.1801580786705017,0.223394513130188,0.18923775851726532,0.1272926926612854,0.1579822301864624
infection,0.17579561471939087,0.13334374129772186,0.14841525256633759,0.20161592960357666,0.23874373733997345,0.2022608071565628,0.2487044632434845,0.1821189671754837,0.18650056421756744
ruptured,0.12169227749109268,0.15292508900165558,0.15471765398979187,0.23212741315364838,0.20285584032535553,0.16684874892234802,0.26862725615501404,0.11423652619123459,0.15989695489406586
an,0.2821882665157318,0.22598257660865784,0.10983039438724518,0.13176555931568146,0.3138085603713989,0.2728060483932495,0.2605783939361572,0.12284086644649506,0.19793890416622162
ear,0.1741301566362381,0.19169488549232483,0.16973145306110382,0.17789825797080994,0.1801580786705017,0.223394513130188,0.18923775851726532,0.1272926926612854,0.1579822301864624
drum,0.20805194973945618,0.1597478687763214,0.12497886270284653,0.06148137152194977,0.10570452362298965,0.19843392074108124,0.12880004942417145,0.1467532515525818,0.1273449808359146
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.24827922880649567,0.4645031690597534,0.22749435901641846,0.5591574311256409,0.1972166746854782,0.4130953550338745
