,how,much,of,poland,'s,national,income,does,warsaw,produce,?
warsaw,0.13025455176830292,0.10237699747085571,0.19253842532634735,0.6352760195732117,0.02839025668799877,0.19670157134532928,0.1731887310743332,0.16921466588974,1.0,0.10546979308128357,0.09769917279481888
produces,0.2188468873500824,0.24808116257190704,0.24670347571372986,0.12525665760040283,-0.0007260311977006495,0.09968095272779465,0.2560935616493225,0.34953173995018005,0.14662975072860718,0.7626810669898987,0.17052298784255981
12,0.10959922522306442,0.21391910314559937,0.2886716425418854,0.17465081810951233,0.025158222764730453,0.036921776831150055,0.12080221623182297,0.167842298746109,0.05280681699514389,0.18981322646141052,0.10021790862083435
%,0.1237400695681572,0.26866111159324646,0.19953428208827972,0.12250958383083344,0.031266406178474426,0.16850584745407104,0.29531732201576233,0.1996830552816391,0.09878579527139664,0.17460432648658752,0.21441808342933655
of,0.2480744868516922,0.2671096920967102,1.0,0.26632049679756165,-0.03817026689648628,0.3314673602581024,0.2581324577331543,0.3119818866252899,0.19253842532634735,0.19541172683238983,0.1826142966747284
poland,0.14947472512722015,0.16118068993091583,0.26632049679756165,0.9999999403953552,0.010900946334004402,0.1673329472541809,0.19156448543071747,0.12576241791248322,0.6352760195732117,0.09020533412694931,0.14259830117225647
's,-0.026164190843701363,0.06731651723384857,-0.03817026689648628,0.010900946334004402,0.9999999403953552,-0.05226261913776398,-0.006451981142163277,-0.02895052544772625,0.02839025668799877,-0.01003879401832819,-0.023395681753754616
national,0.13248363137245178,0.09769453853368759,0.3314673602581024,0.1673329472541809,-0.05226261913776398,1.0000001192092896,0.1705397516489029,0.16890141367912292,0.19670157134532928,0.07436859607696533,0.15643028914928436
income,0.24416807293891907,0.22319182753562927,0.2581324577331543,0.19156448543071747,-0.006451981142163277,0.1705397516489029,1.0,0.18851257860660553,0.1731887310743332,0.27716779708862305,0.14935168623924255
",",0.22659391164779663,0.36182254552841187,0.4946078956127167,0.2751549184322357,-0.0016132977325469255,0.23933029174804688,0.19703416526317596,0.28617382049560547,0.25300899147987366,0.19927625358104706,0.31091248989105225
which,0.4852597713470459,0.4274604916572571,0.5011631846427917,0.16731977462768555,0.03856118768453598,0.28337109088897705,0.2455010861158371,0.39111801981925964,0.16906329989433289,0.44459521770477295,0.25814583897590637
in,0.2601168751716614,0.2725222110748291,0.5696388483047485,0.2887791395187378,-0.037580832839012146,0.28915393352508545,0.1795814335346222,0.214483380317688,0.22642600536346436,0.21160131692886353,0.20430970191955566
2008,-0.17135247588157654,-0.25726374983787537,-0.10678710788488388,0.05339232087135315,0.0007017355528660119,0.09813923388719559,-0.02344689518213272,-0.1751817762851715,0.13334126770496368,-0.17254748940467834,-0.09852470457553864
was,0.16678167879581451,0.2580166161060333,0.4069072902202606,0.19694356620311737,0.008974763564765453,0.2433898150920868,0.15067929029464722,0.19302551448345184,0.2614976763725281,0.1402507871389389,0.18412111699581146
305.1,0.03901945427060127,0.09832289814949036,0.15689405798912048,0.08058810234069824,-0.027868572622537613,0.16649475693702698,-0.001411349861882627,0.15186753869056702,0.13180994987487793,0.004183806478977203,0.034884966909885406
%,0.1237400695681572,0.26866111159324646,0.19953428208827972,0.12250958383083344,0.031266406178474426,0.16850584745407104,0.29531732201576233,0.1996830552816391,0.09878579527139664,0.17460432648658752,0.21441808342933655
of,0.2480744868516922,0.2671096920967102,1.0,0.26632049679756165,-0.03817026689648628,0.3314673602581024,0.2581324577331543,0.3119818866252899,0.19253842532634735,0.19541172683238983,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.733189046382904,0.24871079623699188,-0.01540423184633255,0.32739606499671936,0.23699946701526642,0.35928019881248474,0.23137180507183075,0.23457570374011993,0.22068053483963013
polish,0.12688754498958588,0.11412763595581055,0.16866981983184814,0.6610397100448608,0.047667719423770905,0.12666994333267212,0.12585419416427612,0.12843264639377594,0.6311136484146118,0.13089583814144135,0.14012759923934937
average,0.2824462950229645,0.3068808615207672,0.23717734217643738,0.0972125381231308,0.08544468134641647,0.09994179010391235,0.430448055267334,0.17787541449069977,0.09678594768047333,0.13062259554862976,0.21764592826366425
",",0.22659391164779663,0.36182254552841187,0.4946078956127167,0.2751549184322357,-0.0016132977325469255,0.23933029174804688,0.19703416526317596,0.28617382049560547,0.25300899147987366,0.19927625358104706,0.31091248989105225
per,0.2243444174528122,0.264721542596817,0.17468707263469696,0.15175272524356842,0.06270148605108261,0.13927358388900757,0.3292527496814728,0.22441036999225616,0.1055859923362732,0.18387511372566223,0.22323818504810333
