,what,new,orleans,stadium,was,considered,for,super,bowl,50,?
the,0.42745697498321533,0.3845241069793701,0.22309443354606628,0.21145665645599365,0.48711544275283813,0.4028765559196472,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
league,0.16616638004779816,0.20677991211414337,0.12730632722377777,0.3161369860172272,0.21425791084766388,0.15721718966960907,0.26433616876602173,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.15941482782363892
eventually,0.28470873832702637,0.27315011620521545,0.21288536489009857,0.11016884446144104,0.35699570178985596,0.1731019914150238,0.3156387209892273,0.2287168651819229,0.1778719127178192,-0.020709319040179253,0.13642115890979767
narrowed,0.25415581464767456,0.17613445222377777,0.09883134812116623,0.16127634048461914,0.19033023715019226,0.2658180594444275,0.20887522399425507,0.14927197992801666,0.14345666766166687,0.030878890305757523,0.1559450924396515
the,0.42745697498321533,0.3845241069793701,0.22309443354606628,0.21145665645599365,0.48711544275283813,0.4028765559196472,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
bids,0.11914563924074173,0.10692596435546875,0.18521857261657715,0.2175513356924057,0.18575212359428406,0.15748612582683563,0.23067942261695862,0.16850195825099945,0.21797062456607819,0.06577780842781067,0.13915638625621796
to,0.455847829580307,0.33159172534942627,0.17485511302947998,0.2075904905796051,0.3636345863342285,0.2954166829586029,0.4451248347759247,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
three,0.24888746440410614,0.22607795894145966,0.16503027081489563,0.10102047026157379,0.2748996615409851,0.22601662576198578,0.3032672107219696,0.14228717982769012,0.18332304060459137,-0.002454916713759303,0.20928427577018738
sites,0.23563508689403534,0.18995007872581482,0.09016721695661545,0.2154092788696289,0.16607749462127686,0.20586563646793365,0.23407870531082153,0.05213000252842903,0.041055768728256226,0.010206971317529678,0.20032718777656555
:,-0.12022944539785385,-0.1345057487487793,-0.047024358063936234,0.007205923553556204,0.002802103292196989,0.0004551890306174755,-0.02522280067205429,0.14034654200077057,0.14579139649868011,0.06510673463344574,-0.07156077772378922
new,0.2130378633737564,0.9999999403953552,0.43344661593437195,0.17546728253364563,0.2748313844203949,0.12316255271434784,0.2700757384300232,0.2769954204559326,0.1471257209777832,-0.011314106173813343,0.14782847464084625
orleans,0.14538788795471191,0.43344661593437195,1.0,0.13913080096244812,0.25941523909568787,0.14783698320388794,0.2517727017402649,0.1912957727909088,0.3010152578353882,0.016710840165615082,0.13097690045833588
',0.3245812654495239,0.23426499962806702,0.15862391889095306,0.17962510883808136,0.33675912022590637,0.2726886570453644,0.31184524297714233,0.17380782961845398,0.10706733912229538,0.017068088054656982,0.330942302942276
mercedes-benz,0.15212507545948029,0.2658216655254364,0.27777931094169617,0.22348326444625854,0.2598739266395569,0.13393113017082214,0.2308574914932251,0.20391908288002014,0.09357385337352753,0.02235935628414154,0.20224438607692719
superdome,0.13333910703659058,0.2743895649909973,0.38222166895866394,0.4002038836479187,0.27980396151542664,0.13850755989551544,0.23544606566429138,0.5794023275375366,0.39185452461242676,0.11676210910081863,0.10737294703722
",",0.3087472915649414,0.36073189973831177,0.2922953963279724,0.2056228220462799,0.45456063747406006,0.32932984828948975,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
miami,0.1000966876745224,0.273945152759552,0.4642077684402466,0.2434653639793396,0.22150732576847076,0.10442089289426804,0.19339090585708618,0.27029719948768616,0.3255155682563782,0.12948407232761383,0.14054250717163086
's,0.02692362666130066,-0.008355522528290749,0.040043119341135025,0.06718146800994873,0.008974763564765453,0.03146931901574135,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
sun,0.207769975066185,0.14003081619739532,0.19740645587444305,0.14790156483650208,0.20506168901920319,0.14005103707313538,0.1499021351337433,0.19575519859790802,0.1716381013393402,0.10816854238510132,0.1497713327407837
life,0.24693015217781067,0.20839716494083405,0.14682845771312714,0.10503630340099335,0.22970539331436157,0.2612443268299103,0.244698166847229,0.11999484151601791,0.12527509033679962,0.035228993743658066,0.21677987277507782
stadium,0.12456028908491135,0.17546728253364563,0.13913080096244812,1.0,0.20318599045276642,0.10063856095075607,0.18393352627754211,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
",",0.3087472915649414,0.36073189973831177,0.2922953963279724,0.2056228220462799,0.45456063747406006,0.32932984828948975,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.31309178471565247,0.31402453780174255,0.2771657407283783,0.11777293682098389,0.3740963041782379,0.3359341621398926,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
the,0.42745697498321533,0.3845241069793701,0.22309443354606628,0.21145665645599365,0.48711544275283813,0.4028765559196472,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
san,0.19375550746917725,0.22082360088825226,0.30649060010910034,0.2035229355096817,0.2675222158432007,0.16822238266468048,0.21004900336265564,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.10952327400445938
francisco,0.17887917160987854,0.2623673379421234,0.3442530632019043,0.21494066715240479,0.24025709927082062,0.12724989652633667,0.2142373025417328,0.1658499836921692,0.20152677595615387,-0.012375159189105034,0.1020219698548317
bay,0.20251236855983734,0.2279820740222931,0.3409731388092041,0.22726500034332275,0.18626409769058228,0.12637114524841309,0.16755102574825287,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.10773546993732452
area,0.21965408325195312,0.16119444370269775,0.21813926100730896,0.22079673409461975,0.24981513619422913,0.17678549885749817,0.20941852033138275,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.12640461325645447
's,0.02692362666130066,-0.008355522528290749,0.040043119341135025,0.06718146800994873,0.008974763564765453,0.03146931901574135,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
levi,0.13056978583335876,0.17616036534309387,0.20419950783252716,0.16388165950775146,0.22001278400421143,0.1077595055103302,0.16166196763515472,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.09252339601516724
's,0.02692362666130066,-0.008355522528290749,0.040043119341135025,0.06718146800994873,0.008974763564765453,0.03146931901574135,-0.07241261005401611,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
stadium,0.12456028908491135,0.17546728253364563,0.13913080096244812,1.0,0.20318599045276642,0.10063856095075607,0.18393352627754211,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
.,0.3567904531955719,0.35031336545944214,0.2387169599533081,0.1958179920911789,0.40146201848983765,0.29356086254119873,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
