,how,soon,after,the,cabin,fire,incident,did,nasa,create,its,accident,review,board,?
nasa,0.20395343005657196,0.16031081974506378,0.1796136051416397,0.19786997139453888,0.23129908740520477,0.1015726700425148,0.09355037659406662,0.12001431733369827,1.0000001192092896,0.1798684000968933,0.15373986959457397,0.11554113775491714,0.13136084377765656,0.16795936226844788,0.1809994876384735
immediately,0.25842878222465515,0.482270210981369,0.5030081272125244,0.39876270294189453,0.14167876541614532,0.21493172645568848,0.28763100504875183,0.32630231976509094,0.11169935762882233,0.14493504166603088,0.22540052235126495,0.23534663021564484,0.15325431525707245,0.2066568285226822,0.21004259586334229
convened,0.09717229753732681,0.1827278584241867,0.20172463357448578,0.2804921269416809,0.1072646901011467,0.1270524263381958,0.114982008934021,0.21226559579372406,0.01998256705701351,0.20666445791721344,0.21430884301662445,0.052926622331142426,0.1674044281244278,0.16672265529632568,0.12000016868114471
an,0.2520636022090912,0.1838478296995163,0.20180045068264008,0.4207492768764496,0.1281815767288208,0.18738067150115967,0.26769891381263733,0.22598257660865784,0.17511004209518433,0.23360596597194672,0.28139030933380127,0.19132791459560394,0.22083190083503723,0.1663350909948349,0.19793890416622162
accident,0.17210595309734344,0.23021653294563293,0.26420170068740845,0.18348170816898346,0.2127084881067276,0.2125214785337448,0.5678813457489014,0.19161365926265717,0.11554113775491714,0.06756318360567093,0.10400132834911346,1.0000001192092896,0.10925939679145813,0.28826218843460083,0.13474830985069275
review,0.2558031380176544,0.15854164958000183,0.14792931079864502,0.245576411485672,0.13627474009990692,0.11245892196893692,0.16768108308315277,0.26513242721557617,0.13136084377765656,0.26267209649086,0.16790738701820374,0.10925939679145813,1.0000001192092896,0.21015281975269318,0.27187594771385193
board,0.14974001049995422,0.1446390002965927,0.19162490963935852,0.2871673107147217,0.18376882374286652,0.223545104265213,0.1816251426935196,0.12808117270469666,0.16795936226844788,0.1294240951538086,0.18509723246097565,0.28826218843460083,0.21015281975269318,1.0000001192092896,0.1261475533246994
",",0.22659391164779663,0.33847981691360474,0.38860568404197693,0.4933079481124878,0.18909597396850586,0.24915234744548798,0.2505533993244171,0.3015086054801941,0.18665438890457153,0.2240353375673294,0.33157986402511597,0.24328306317329407,0.32966679334640503,0.25734269618988037,0.31091248989105225
overseen,0.178786039352417,0.19153940677642822,0.2320300042629242,0.3291153311729431,0.1256856769323349,0.1283707469701767,0.17253145575523376,0.1922328621149063,0.2992704212665558,0.2680964767932892,0.29359543323516846,0.20071005821228027,0.1549394577741623,0.2867230474948883,0.16943657398223877
by,0.34370526671409607,0.31724295020103455,0.41259682178497314,0.4408751428127289,0.10712531208992004,0.17999815940856934,0.20485974848270416,0.18574509024620056,0.19248856604099274,0.23152023553848267,0.24398943781852722,0.20152880251407623,0.14880061149597168,0.15669898688793182,0.17966607213020325
both,0.3017238676548004,0.30312037467956543,0.28536173701286316,0.4931981563568115,0.17317499220371246,0.23616288602352142,0.20364642143249512,0.34255191683769226,0.11890972405672073,0.23082666099071503,0.29517319798469543,0.20529159903526306,0.16466930508613586,0.2477872371673584,0.19455738365650177
houses,0.15148693323135376,0.17968963086605072,0.16179704666137695,0.2692612111568451,0.2596533000469208,0.2700437307357788,0.12775692343711853,0.2445467859506607,0.1147444024682045,0.19887493550777435,0.23673538863658905,0.12606023252010345,0.12985312938690186,0.17337042093276978,0.10120081901550293
of,0.2480744868516922,0.23495697975158691,0.3867455720901489,0.733189046382904,0.2067061811685562,0.20259131491184235,0.1904071718454361,0.2513895630836487,0.17935146391391754,0.23675619065761566,0.48690423369407654,0.1727704554796219,0.18473945558071136,0.23488809168338776,0.1826142966747284
congress,0.16602906584739685,0.1690218150615692,0.1483929306268692,0.27082565426826477,0.1796170175075531,0.11082837730646133,0.10863077640533447,0.18929614126682281,0.20538869500160217,0.20745573937892914,0.17557451128959656,0.113191619515419,0.23886820673942566,0.2514359951019287,0.2020287960767746
.,0.3287222981452942,0.34328213334083557,0.35870397090911865,0.5934505462646484,0.20977994799613953,0.2511917054653168,0.20123827457427979,0.35288307070732117,0.22033250331878662,0.2916513681411743,0.3566088080406189,0.22204282879829407,0.27015718817710876,0.2503213584423065,0.4130953550338745
