,who,decided,not,to,come,visit,the,country,in,2013,?
with,0.3282766342163086,0.25259047746658325,0.3409014642238617,0.4239959120750427,0.27227720618247986,0.18661640584468842,0.4223487675189972,0.24760155379772186,0.4080928862094879,-0.32643264532089233,0.2433311939239502
international,0.14208874106407166,0.20780953764915466,0.1874493509531021,0.21173149347305298,0.15835708379745483,0.08795920759439468,0.23719607293605804,0.24000394344329834,0.26377472281455994,-0.026307320222258568,0.15335838496685028
criminal,0.2796018719673157,0.2113301306962967,0.2183527946472168,0.21600425243377686,0.16608424484729767,0.12950119376182556,0.25219881534576416,0.267557293176651,0.26195183396339417,-0.15731485188007355,0.17345646023750305
court,0.24532970786094666,0.34278759360313416,0.21835780143737793,0.24824365973472595,0.156538724899292,0.1897178441286087,0.2812081575393677,0.24098341166973114,0.2793687880039215,-0.18156597018241882,0.17100423574447632
trial,0.2378682643175125,0.31155312061309814,0.2542853057384491,0.24072450399398804,0.0767037570476532,0.19865350425243378,0.20843634009361267,0.10983400791883469,0.22061339020729065,-0.1714504361152649,0.16902455687522888
dates,0.14686694741249084,0.23046115040779114,0.2438785433769226,0.2791856825351715,0.2455267608165741,0.18834049999713898,0.3088380992412567,0.16002358496189117,0.2340383380651474,-0.26243916153907776,0.2331625074148178
in,0.2792111933231354,0.30060529708862305,0.3403114080429077,0.45010748505592346,0.26272067427635193,0.2627917230129242,0.6662389636039734,0.3040012717247009,1.0,-0.2606481909751892,0.20430970191955566
2013,-0.16540901362895966,-0.21603456139564514,-0.4541531801223755,-0.4248543977737427,-0.35462886095046997,-0.1764891892671585,-0.38509321212768555,-0.19066207110881805,-0.2606481909751892,1.0000001192092896,-0.2969330847263336
for,0.37110671401023865,0.2708965837955475,0.39280617237091064,0.4451248347759247,0.2792086601257324,0.22724522650241852,0.4739971458911896,0.2644098401069641,0.4322226941585541,-0.2664349377155304,0.264628142118454
both,0.31663915514945984,0.24867171049118042,0.4334387183189392,0.3897709250450134,0.29991209506988525,0.17027708888053894,0.4931981563568115,0.17232957482337952,0.3960166871547699,-0.35200193524360657,0.19455738365650177
president,0.22565458714962006,0.23038962483406067,0.12908896803855896,0.21247753500938416,0.1281445324420929,0.22164343297481537,0.24330610036849976,0.2654520869255066,0.18811661005020142,0.03161731734871864,0.14148259162902832
kenyatta,0.1682000458240509,0.17539985477924347,0.1546349823474884,0.21900729835033417,0.13797545433044434,0.19846861064434052,0.24919013679027557,0.30600133538246155,0.28018826246261597,0.07171578705310822,0.1456252485513687
and,0.41279885172843933,0.2995150089263916,0.39099299907684326,0.48971283435821533,0.3412281572818756,0.25392410159111023,0.5171257257461548,0.30884742736816406,0.4954058527946472,-0.31428804993629456,0.20544172823429108
deputy,0.24006639420986176,0.17747510969638824,0.09179385006427765,0.1834849715232849,0.15062423050403595,0.2753182351589203,0.2075105756521225,0.15900172293186188,0.21997958421707153,0.057469647377729416,0.08738585561513901
president,0.22565458714962006,0.23038962483406067,0.12908896803855896,0.21247753500938416,0.1281445324420929,0.22164343297481537,0.24330610036849976,0.2654520869255066,0.18811661005020142,0.03161731734871864,0.14148259162902832
william,0.32068803906440735,0.18812313675880432,0.19458097219467163,0.19802416861057281,0.14311517775058746,0.11351171135902405,0.21537061035633087,0.1095217764377594,0.21605195105075836,-0.02194317616522312,0.14462219178676605
ruto,0.25784435868263245,0.17991942167282104,0.11310829222202301,0.19060567021369934,0.10445782542228699,0.20104266703128815,0.22264134883880615,0.20461751520633698,0.19852681457996368,0.03129218891263008,0.147634357213974
related,0.1721559315919876,0.09334206581115723,0.2465992122888565,0.2702969014644623,0.2806333601474762,0.1762646585702896,0.26962998509407043,0.20534959435462952,0.2638801634311676,-0.24994634091854095,0.17689068615436554
to,0.42656609416007996,0.43155255913734436,0.5149973034858704,1.0,0.4297197163105011,0.3528536260128021,0.535392165184021,0.31281599402427673,0.45010748505592346,-0.4248543977737427,0.29463258385658264
the,0.3733934462070465,0.37534645199775696,0.4310511648654938,0.535392165184021,0.36020293831825256,0.28665876388549805,1.0,0.30432501435279846,0.6662389636039734,-0.38509321212768555,0.22068053483963013
2007,-0.29352980852127075,-0.31531694531440735,-0.1546861231327057,-0.1738293468952179,-0.1665535867214203,-0.24482670426368713,-0.23657195270061493,-0.20787322521209717,-0.2201838344335556,0.07222895324230194,-0.1664225310087204
election,0.24774396419525146,0.2652624547481537,0.2086537778377533,0.20867465436458588,0.11115490645170212,0.21230925619602203,0.22873377799987793,0.243717223405838,0.2450414001941681,-0.11445125192403793,0.23105260729789734
aftermath,0.17423200607299805,0.21295344829559326,0.20294511318206787,0.19141873717308044,0.09726341813802719,0.1877031773328781,0.24227569997310638,0.19724099338054657,0.24593965709209442,-0.13412846624851227,0.13848184049129486
",",0.3365725874900818,0.2726382911205292,0.3769696354866028,0.44245919585227966,0.350309282541275,0.2669648230075836,0.4933079481124878,0.27878350019454956,0.5201468467712402,-0.20834597945213318,0.31091248989105225
us,0.19343413412570953,0.1856933832168579,0.2292662113904953,0.2928973436355591,0.23114800453186035,0.18693704903125763,0.25727739930152893,0.22959643602371216,0.19746538996696472,-0.20895230770111084,0.2742428481578827
president,0.22565458714962006,0.23038962483406067,0.12908896803855896,0.21247753500938416,0.1281445324420929,0.22164343297481537,0.24330610036849976,0.2654520869255066,0.18811661005020142,0.03161731734871864,0.14148259162902832
barack,0.2271832376718521,0.13273346424102783,0.16656821966171265,0.22828489542007446,0.1443222165107727,0.2744544744491577,0.24946269392967224,0.15545082092285156,0.1987914890050888,-0.013123767450451851,0.24987603724002838
obama,0.17867976427078247,0.13456200063228607,0.14359989762306213,0.24110257625579834,0.14395879209041595,0.2443748116493225,0.21614792943000793,0.13080726563930511,0.21482840180397034,-0.04753420501947403,0.2326410561800003
chose,0.36215925216674805,0.5664572715759277,0.2762312591075897,0.33018890023231506,0.22106605768203735,0.25357669591903687,0.3029356896877289,0.21639589965343475,0.2265765517950058,-0.12204284965991974,0.2465825378894806
not,0.369414746761322,0.37016984820365906,0.9999999403953552,0.5149973034858704,0.3464280962944031,0.22017687559127808,0.4310511648654938,0.22478289902210236,0.3403114080429077,-0.4541531801223755,0.41942933201789856
to,0.42656609416007996,0.43155255913734436,0.5149973034858704,1.0,0.4297197163105011,0.3528536260128021,0.535392165184021,0.31281599402427673,0.45010748505592346,-0.4248543977737427,0.29463258385658264
visit,0.2555354833602905,0.23182861506938934,0.22017687559127808,0.3528536260128021,0.3808332681655884,1.0000001192092896,0.28665876388549805,0.20979616045951843,0.2627917230129242,-0.1764891892671585,0.1747637540102005
the,0.3733934462070465,0.37534645199775696,0.4310511648654938,0.535392165184021,0.36020293831825256,0.28665876388549805,1.0,0.30432501435279846,0.6662389636039734,-0.38509321212768555,0.22068053483963013
country,0.22791717946529388,0.2165803611278534,0.22478289902210236,0.31281599402427673,0.20443110167980194,0.20979616045951843,0.30432501435279846,1.0000001192092896,0.3040012717247009,-0.19066207110881805,0.12647280097007751
during,0.30551859736442566,0.28532639145851135,0.2700311541557312,0.2828781306743622,0.1916903704404831,0.25029781460762024,0.4838213622570038,0.2046053558588028,0.4627237319946289,-0.222421795129776,0.1325719803571701
his,0.44966956973075867,0.3918905556201935,0.2710725963115692,0.3715193271636963,0.22726254165172577,0.21993261575698853,0.4394008219242096,0.19778595864772797,0.3598145842552185,-0.1511451154947281,0.18075084686279297
mid-2013,0.170753613114357,0.09590548276901245,0.19879575073719025,0.21714213490486145,0.22367554903030396,0.05877728760242462,0.2860206961631775,0.06748168915510178,0.2656816840171814,-0.29195258021354675,0.06706465035676956
african,0.2475580871105194,0.09645994752645493,0.2132805436849594,0.23290926218032837,0.18419425189495087,0.062006302177906036,0.23305515944957733,0.26082590222358704,0.2008972465991974,-0.040095649659633636,0.11862778663635254
trip,0.2519436180591583,0.2972756326198578,0.15005053579807281,0.29589349031448364,0.2600361108779907,0.456734299659729,0.2299763560295105,0.2563345432281494,0.2560811936855316,-0.1880783885717392,0.09162633121013641
.,0.3541337847709656,0.2819988429546356,0.4824007451534271,0.4645031690597534,0.2866859436035156,0.2957981824874878,0.5934505462646484,0.26130348443984985,0.5591574311256409,-0.2911754548549652,0.4130953550338745
