,what,does,photosynthesis,release,into,the,earth,'s,atmosphere,?
photosynthesis,0.261831134557724,0.2656877040863037,0.9999999403953552,0.3143548369407654,0.26107364892959595,0.27159422636032104,0.384872168302536,-0.02767784707248211,0.4690193235874176,0.1871609091758728
releases,0.1929820477962494,0.2577212154865265,0.34615251421928406,0.8455011248588562,0.267796128988266,0.3003343343734741,0.20295365154743195,-0.12868660688400269,0.29839515686035156,0.12452229112386703
oxygen,0.16781960427761078,0.2380215972661972,0.5679547190666199,0.1838321089744568,0.21192055940628052,0.20428593456745148,0.3065866231918335,-0.011648092418909073,0.48839667439460754,0.16786395013332367
into,0.2180619090795517,0.22312942147254944,0.26107364892959595,0.2067815363407135,1.0,0.39493247866630554,0.1798887848854065,0.00961404386907816,0.22384858131408691,0.15662476420402527
the,0.42745697498321533,0.35928019881248474,0.27159422636032104,0.2814774513244629,0.39493247866630554,1.0,0.2801888585090637,-0.01540423184633255,0.24429655075073242,0.22068053483963013
atmosphere,0.2530241310596466,0.19584400951862335,0.4690193235874176,0.24945835769176483,0.22384858131408691,0.24429655075073242,0.5628719925880432,0.0077118780463933945,1.0,0.15636961162090302
",",0.3087472915649414,0.28617382049560547,0.22675302624702454,0.228392094373703,0.2826121151447296,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.26560261845588684,0.31091248989105225
while,0.35511791706085205,0.3243313729763031,0.2209489941596985,0.17826278507709503,0.30003979802131653,0.39804592728614807,0.23815299570560455,0.0011869525769725442,0.23283375799655914,0.21076419949531555
respiration,0.23671798408031464,0.2966677248477936,0.615482747554779,0.3195798099040985,0.22796493768692017,0.29438328742980957,0.2325386106967926,-0.037625253200531006,0.38156232237815857,0.17575538158416748
and,0.31309178471565247,0.3461615741252899,0.2529959976673126,0.23335815966129303,0.36597734689712524,0.5171257257461548,0.27524080872535706,0.06895173341035843,0.273572713136673,0.20544172823429108
decay,0.19008733332157135,0.17867228388786316,0.4212331771850586,0.2711101472377777,0.1684017777442932,0.19517692923545837,0.29598090052604675,0.004405723884701729,0.34409311413764954,0.14745593070983887
remove,0.34429627656936646,0.3064081370830536,0.25751927495002747,0.24723221361637115,0.18728028237819672,0.28754451870918274,0.1663990169763565,-0.06229935958981514,0.14812490344047546,0.32355964183807373
it,0.45803478360176086,0.34188351035118103,0.27763766050338745,0.284045934677124,0.33015328645706177,0.6251175999641418,0.27391982078552246,0.06608816236257553,0.3151346743106842,0.25732165575027466
from,0.2737620174884796,0.1777622550725937,0.25484031438827515,0.19750754535198212,0.3410196900367737,0.40150508284568787,0.1997482180595398,-0.01936490088701248,0.20540107786655426,0.19969791173934937
the,0.42745697498321533,0.35928019881248474,0.27159422636032104,0.2814774513244629,0.39493247866630554,1.0,0.2801888585090637,-0.01540423184633255,0.24429655075073242,0.22068053483963013
atmosphere,0.2530241310596466,0.19584400951862335,0.4690193235874176,0.24945835769176483,0.22384858131408691,0.24429655075073242,0.5628719925880432,0.0077118780463933945,1.0,0.15636961162090302
.,0.3567904531955719,0.3022993505001068,0.26637518405914307,0.23154853284358978,0.26250120997428894,0.5934505462646484,0.2542925775051117,-0.003708066651597619,0.202870711684227,0.4130953550338745
,what,does,photosynthesis,release,into,the,earth,'s,atmosphere,?
the,0.42745697498321533,0.35928019881248474,0.27159422636032104,0.2814774513244629,0.39493247866630554,1.0,0.2801888585090637,-0.01540423184633255,0.24429655075073242,0.22068053483963013
main,0.2344268560409546,0.245339035987854,0.16306090354919434,0.05655590817332268,0.270794540643692,0.38631999492645264,0.13639847934246063,0.032559316605329514,0.1026434376835823,0.1665669083595276
driving,0.249915212392807,0.1643202006816864,0.18967340886592865,0.2077263742685318,0.1617671698331833,0.2537495791912079,0.14652211964130402,0.07384389638900757,0.1840767115354538,0.0902169942855835
factor,0.23239780962467194,0.27966180443763733,0.2898446321487427,0.23129494488239288,0.12186352163553238,0.2859867215156555,0.14466431736946106,-0.09789333492517471,0.15983682870864868,0.2154984176158905
of,0.33290785551071167,0.3119818866252899,0.26824626326560974,0.1866096556186676,0.32255905866622925,0.733189046382904,0.2329314798116684,-0.03817026689648628,0.1981431096792221,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,0.27159422636032104,0.2814774513244629,0.39493247866630554,1.0,0.2801888585090637,-0.01540423184633255,0.24429655075073242,0.22068053483963013
oxygen,0.16781960427761078,0.2380215972661972,0.5679547190666199,0.1838321089744568,0.21192055940628052,0.20428593456745148,0.3065866231918335,-0.011648092418909073,0.48839667439460754,0.16786395013332367
cycle,0.17920038104057312,0.186013326048851,0.38824355602264404,0.17075805366039276,0.14627525210380554,0.2701641917228699,0.2534622848033905,-0.005367895122617483,0.26162341237068176,0.07156776636838913
is,0.28837618231773376,0.4403602182865143,0.22769613564014435,0.18082810938358307,0.2619607150554657,0.5823672413825989,0.26888176798820496,0.02396530658006668,0.1850086748600006,0.22961433231830597
photosynthesis,0.261831134557724,0.2656877040863037,0.9999999403953552,0.3143548369407654,0.26107364892959595,0.27159422636032104,0.384872168302536,-0.02767784707248211,0.4690193235874176,0.1871609091758728
",",0.3087472915649414,0.28617382049560547,0.22675302624702454,0.228392094373703,0.2826121151447296,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.26560261845588684,0.31091248989105225
which,0.5261979103088379,0.39111801981925964,0.4035046100616455,0.2736678719520569,0.4405161738395691,0.6521818041801453,0.26013901829719543,0.03856118768453598,0.30373719334602356,0.25814583897590637
is,0.28837618231773376,0.4403602182865143,0.22769613564014435,0.18082810938358307,0.2619607150554657,0.5823672413825989,0.26888176798820496,0.02396530658006668,0.1850086748600006,0.22961433231830597
responsible,0.26869386434555054,0.22198113799095154,0.23595666885375977,0.14449962973594666,0.17253965139389038,0.3305104374885559,0.10861704498529434,0.002397976815700531,0.16024859249591827,0.11367333680391312
for,0.3017193675041199,0.35159170627593994,0.23681029677391052,0.21817782521247864,0.231735959649086,0.4739971458911896,0.20491120219230652,-0.07241261005401611,0.17015571892261505,0.264628142118454
modern,0.2655639946460724,0.20442184805870056,0.24432635307312012,0.06936269998550415,0.19603824615478516,0.3283970355987549,0.14027176797389984,0.03816800191998482,0.1635727882385254,0.12475407868623734
earth,0.25883176922798157,0.24806667864322662,0.384872168302536,0.19099794328212738,0.1798887848854065,0.2801888585090637,1.0,0.0661235973238945,0.5628719925880432,0.17717236280441284
's,0.02692362666130066,-0.02895052544772625,-0.02767784707248211,-0.17818281054496765,0.00961404386907816,-0.01540423184633255,0.0661235973238945,0.9999999403953552,0.0077118780463933945,-0.023395681753754616
atmosphere,0.2530241310596466,0.19584400951862335,0.4690193235874176,0.24945835769176483,0.22384858131408691,0.24429655075073242,0.5628719925880432,0.0077118780463933945,1.0,0.15636961162090302
.,0.3567904531955719,0.3022993505001068,0.26637518405914307,0.23154853284358978,0.26250120997428894,0.5934505462646484,0.2542925775051117,-0.003708066651597619,0.202870711684227,0.4130953550338745
