,how,many,picks,did,aqib,talib,have,?
pro,0.18713277578353882,0.13571034371852875,0.09421668201684952,0.14497412741184235,0.22941888868808746,0.17590990662574768,0.16766418516635895,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.23269586265087128,0.18569406867027283,0.234432190656662,0.17344240844249725,0.19536113739013672,0.21118052303791046
linebacker,0.07137423753738403,0.12625199556350708,0.2800837457180023,0.13520534336566925,0.241346538066864,0.2680281698703766,0.14926305413246155,0.15540370345115662
von,0.1710921674966812,0.18748323619365692,0.10471902787685394,0.22224590182304382,0.13979065418243408,0.20227298140525818,0.13305091857910156,0.13907472789287567
miller,0.17608608305454254,0.15215572714805603,0.24481892585754395,0.18827186524868011,0.1610790491104126,0.2607276737689972,0.2145209163427353,0.1295081228017807
led,0.15437260270118713,0.2798413932323456,0.12191897630691528,0.3213953971862793,0.1940818428993225,0.20286309719085693,0.23052383959293365,0.09273858368396759
the,0.33890387415885925,0.4335206151008606,0.31046998500823975,0.34736719727516174,0.29298508167266846,0.18774628639221191,0.40389683842658997,0.22068053483963013
team,0.0986802950501442,0.09326329827308655,0.2348991334438324,0.1497787982225418,0.17492152750492096,0.15379542112350464,0.16041462123394012,0.11243411153554916
with,0.3525622487068176,0.35744401812553406,0.282016396522522,0.25472134351730347,0.22608879208564758,0.16340303421020508,0.48046383261680603,0.2433311939239502
11,0.04696422442793846,0.13612139225006104,-0.008277750574052334,0.07614340633153915,-0.12659715116024017,0.025193247944116592,0.051798705011606216,-0.04295448586344719
sacks,0.1041552722454071,0.16596581041812897,0.348574161529541,0.1250401884317398,0.20730595290660858,0.21331316232681274,0.18270085752010345,0.0761517658829689
",",0.22659391164779663,0.40610817074775696,0.26546359062194824,0.3015086054801941,0.3002032935619354,0.25195008516311646,0.3541618287563324,0.31091248989105225
forced,0.23831938207149506,0.2377408891916275,0.18574395775794983,0.36753809452056885,0.17872945964336395,0.1429096907377243,0.20227037370204926,0.17547516524791718
four,0.1955733299255371,0.4139232039451599,0.18821239471435547,0.20222175121307373,0.1797923892736435,0.1920037865638733,0.3544043302536011,0.14532537758350372
fumbles,0.17731307446956635,0.1469249129295349,0.42838943004608154,0.16302171349525452,0.24946646392345428,0.2894303798675537,0.21062949299812317,0.1826416552066803
",",0.22659391164779663,0.40610817074775696,0.26546359062194824,0.3015086054801941,0.3002032935619354,0.25195008516311646,0.3541618287563324,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.31512385606765747,0.34479495882987976,0.28492510318756104,0.26909807324409485,0.4711785912513733,0.20544172823429108
recovered,0.158201202750206,0.25898846983909607,0.21274618804454803,0.2646656334400177,0.17250864207744598,0.2247275859117508,0.2747398316860199,0.08912046253681183
three,0.23807744681835175,0.4501400589942932,0.2535942792892456,0.2043166607618332,0.19197633862495422,0.1412326842546463,0.3712083399295807,0.20928427577018738
.,0.3287222981452942,0.3974229395389557,0.2963975965976715,0.35288307070732117,0.32122671604156494,0.21064317226409912,0.41614407300949097,0.4130953550338745
,how,many,picks,did,aqib,talib,have,?
cornerbacks,0.11770085990428925,0.13105620443820953,0.4236150085926056,0.147941455245018,0.253429651260376,0.25727787613868713,0.2351769357919693,0.14450041949748993
aqib,0.3296036124229431,0.20668192207813263,0.21873928606510162,0.20817825198173523,1.0,0.5684837698936462,0.3518381118774414,0.47648733854293823
talib,0.15233942866325378,0.18052919209003448,0.19200119376182556,0.17181026935577393,0.5684837698936462,1.0000001192092896,0.19504837691783905,0.19626742601394653
(,0.1676948219537735,0.1455259770154953,0.18822409212589264,0.18979617953300476,0.3590635359287262,0.17023812234401703,0.23072676360607147,0.40561532974243164
three,0.23807744681835175,0.4501400589942932,0.2535942792892456,0.2043166607618332,0.19197633862495422,0.1412326842546463,0.3712083399295807,0.20928427577018738
interceptions,0.2084771692752838,0.21864065527915955,0.36665600538253784,0.21840861439704895,0.1890944093465805,0.18910498917102814,0.23448514938354492,0.10945115238428116
),0.17939934134483337,0.16602720320224762,0.19039316475391388,0.18584993481636047,0.38348671793937683,0.18219329416751862,0.22866283357143402,0.42300865054130554
and,0.33647966384887695,0.5296266674995422,0.31512385606765747,0.34479495882987976,0.28492510318756104,0.26909807324409485,0.4711785912513733,0.20544172823429108
chris,0.1690138429403305,0.08045073598623276,0.15445032715797424,0.17452692985534668,0.25453272461891174,0.23958875238895416,0.1276799440383911,0.12341532111167908
harris,0.16146200895309448,0.15138310194015503,0.19096887111663818,0.20572367310523987,0.16180352866649628,0.2073352038860321,0.21185976266860962,0.13664011657238007
",",0.22659391164779663,0.40610817074775696,0.26546359062194824,0.3015086054801941,0.3002032935619354,0.25195008516311646,0.3541618287563324,0.31091248989105225
jr.,0.29407569766044617,0.23496049642562866,0.22887665033340454,0.2600257098674774,0.2739638388156891,0.15482738614082336,0.24176956713199615,0.3112807273864746
(,0.1676948219537735,0.1455259770154953,0.18822409212589264,0.18979617953300476,0.3590635359287262,0.17023812234401703,0.23072676360607147,0.40561532974243164
two,0.2499001920223236,0.5147606730461121,0.2795748710632324,0.2755576968193054,0.20020343363285065,0.15942037105560303,0.4498785734176636,0.19645625352859497
interceptions,0.2084771692752838,0.21864065527915955,0.36665600538253784,0.21840861439704895,0.1890944093465805,0.18910498917102814,0.23448514938354492,0.10945115238428116
),0.17939934134483337,0.16602720320224762,0.19039316475391388,0.18584993481636047,0.38348671793937683,0.18219329416751862,0.22866283357143402,0.42300865054130554
were,0.2082374095916748,0.4804460406303406,0.16658039391040802,0.4162326455116272,0.1585511714220047,0.22906610369682312,0.5193349123001099,0.17890112102031708
the,0.33890387415885925,0.4335206151008606,0.31046998500823975,0.34736719727516174,0.29298508167266846,0.18774628639221191,0.40389683842658997,0.22068053483963013
other,0.3591516315937042,0.6324484348297119,0.2617748975753784,0.31707024574279785,0.2573474049568176,0.1802782416343689,0.559082567691803,0.24682199954986572
two,0.2499001920223236,0.5147606730461121,0.2795748710632324,0.2755576968193054,0.20020343363285065,0.15942037105560303,0.4498785734176636,0.19645625352859497
pro,0.18713277578353882,0.13571034371852875,0.09421668201684952,0.14497412741184235,0.22941888868808746,0.17590990662574768,0.16766418516635895,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.23269586265087128,0.18569406867027283,0.234432190656662,0.17344240844249725,0.19536113739013672,0.21118052303791046
selections,0.29313933849334717,0.2996109426021576,0.31527775526046753,0.20442557334899902,0.19322992861270905,0.1847304105758667,0.29340502619743347,0.25070586800575256
from,0.22939439117908478,0.33099696040153503,0.17172496020793915,0.20248863101005554,0.262539803981781,0.16471080482006073,0.30702701210975647,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.31046998500823975,0.34736719727516174,0.29298508167266846,0.18774628639221191,0.40389683842658997,0.22068053483963013
defense,0.14550013840198517,0.1536635160446167,0.16738685965538025,0.14361093938350677,0.19104214012622833,0.16910967230796814,0.252090722322464,0.21935760974884033
.,0.3287222981452942,0.3974229395389557,0.2963975965976715,0.35288307070732117,0.32122671604156494,0.21064317226409912,0.41614407300949097,0.4130953550338745
