,how,many,teams,have,won,15,regular,season,games,since,the,16-game,schedule,was,adopted,?
despite,0.180110901594162,0.29778826236724854,0.14145633578300476,0.33455711603164673,0.1763116717338562,0.03347710147500038,0.2258727103471756,0.25890347361564636,0.14836600422859192,0.2909737527370453,0.3172689974308014,0.189571812748909,0.1711738407611847,0.3650621473789215,0.22270214557647705,0.14350546896457672
waiving,0.2634165287017822,0.2798210382461548,0.22872282564640045,0.33575984835624695,0.2089422643184662,0.09857369214296341,0.28230151534080505,0.2095266878604889,0.2463677078485489,0.23499882221221924,0.3694417178630829,0.25950199365615845,0.21465393900871277,0.269802987575531,0.2889932096004486,0.242996484041214
longtime,0.10505412518978119,0.26023662090301514,0.19838154315948486,0.17189256846904755,0.21607720851898193,0.10904296487569809,0.15504658222198486,0.17901133000850677,0.1988455355167389,0.3112725615501404,0.2717287242412567,0.22546012699604034,0.16888970136642456,0.3365395665168762,0.2826893627643585,0.07657656818628311
running,0.2271994650363922,0.24825672805309296,0.2170005887746811,0.286344975233078,0.2925909161567688,0.050585754215717316,0.2074413299560547,0.1752285361289978,0.20172636210918427,0.2255501002073288,0.28883472084999084,0.24692150950431824,0.2911846935749054,0.20939749479293823,0.10902249068021774,0.15679655969142914
back,0.2557322680950165,0.2512952387332916,0.19734689593315125,0.33593064546585083,0.20255137979984283,0.048292793333530426,0.20954503118991852,0.16828195750713348,0.1759859025478363,0.31183943152427673,0.3612101674079895,0.26177874207496643,0.17476774752140045,0.2438982129096985,0.1892167627811432,0.2397768795490265
deangelo,0.15961387753486633,0.21845056116580963,0.1910504847764969,0.14822715520858765,0.200330451130867,-0.01847424916923046,0.09980743378400803,0.14086845517158508,0.16194871068000793,0.18565239012241364,0.2024650275707245,0.19766052067279816,0.1494719535112381,0.2827065587043762,0.15104660391807556,0.18370559811592102
williams,0.15794238448143005,0.17282390594482422,0.32082900404930115,0.25746020674705505,0.2411782592535019,0.1350787878036499,0.18122559785842896,0.24283945560455322,0.1935352087020874,0.21494068205356598,0.20852252840995789,0.2043289840221405,0.1309446394443512,0.23317138850688934,0.14195629954338074,0.1924409717321396
and,0.33647966384887695,0.5296266674995422,0.2197335660457611,0.4711785912513733,0.2795773446559906,0.031420208513736725,0.3054477870464325,0.2369309365749359,0.23353584110736847,0.3515571057796478,0.5171257257461548,0.2343180626630783,0.2153918594121933,0.3740963041782379,0.18808485567569733,0.20544172823429108
losing,0.23261825740337372,0.18816189467906952,0.24639812111854553,0.27199289202690125,0.46105673909187317,0.11396866291761398,0.2360754907131195,0.23164252936840057,0.2586594223976135,0.2557462155818939,0.3114689588546753,0.2958659827709198,0.15289953351020813,0.224553182721138,0.14981882274150848,0.15056444704532623
top,0.18546171486377716,0.20182453095912933,0.24820826947689056,0.24586878716945648,0.2367866486310959,-0.05811181664466858,0.28424471616744995,0.24344053864479065,0.175840824842453,0.14287136495113373,0.31754136085510254,0.23133154213428497,0.10190553218126297,0.1381647288799286,0.06472483277320862,0.17265194654464722
wide,0.2094327211380005,0.32105809450149536,0.11486529558897018,0.2795906066894531,0.09988747537136078,-0.05618598312139511,0.225326806306839,0.1078408807516098,0.12222672998905182,0.15343783795833588,0.28078147768974304,0.1707233339548111,0.10768990963697433,0.15524455904960632,0.12685298919677734,0.12719376385211945
receiver,0.1772366464138031,0.14212487637996674,0.2720608711242676,0.1918957382440567,0.24618789553642273,-0.03222621977329254,0.20337006449699402,0.21946853399276733,0.18216568231582642,0.10437017679214478,0.21850530803203583,0.2289649397134781,0.13377876579761505,0.18964196741580963,0.1446264088153839,0.11587938666343689
kelvin,0.20895065367221832,0.0968497022986412,0.1411483883857727,0.17292898893356323,0.11647132784128189,0.019504055380821228,0.12686020135879517,0.12391088902950287,0.09978322684764862,0.10987816005945206,0.20588484406471252,0.1817372441291809,0.10470090061426163,0.18117086589336395,0.1594245582818985,0.18197040259838104
benjamin,0.17408737540245056,0.1547684520483017,0.11215022206306458,0.1617942750453949,0.2681032717227936,-0.041532523930072784,0.10250754654407501,0.11361268162727356,0.10716790705919266,0.15789660811424255,0.2507040798664093,0.1505870223045349,0.12686529755592346,0.2437800019979477,0.2083960473537445,0.20336422324180603
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.4544740617275238,0.1945943981409073,-0.047946229577064514,0.30861178040504456,0.22382742166519165,0.23381441831588745,0.3733763098716736,0.535392165184021,0.2950660288333893,0.2847902476787567,0.3636345863342285,0.1939777433872223,0.29463258385658264
a,0.29312583804130554,0.2872205972671509,0.21163642406463623,0.338716596364975,0.22534137964248657,-0.052463941276073456,0.313107967376709,0.1855505406856537,0.19753754138946533,0.3303585946559906,0.5829201340675354,0.3130919337272644,0.20767942070960999,0.4508470594882965,0.2151722013950348,0.23916715383529663
torn,0.17013037204742432,0.1563175469636917,0.16994883120059967,0.2763383686542511,0.1866140514612198,0.10450245440006256,0.16226182878017426,0.19888190925121307,0.13313107192516327,0.2488325834274292,0.270181804895401,0.18544206023216248,0.07272236794233322,0.2938840091228485,0.10112933069467545,0.13564015924930573
acl,0.10720912367105484,0.1294878125190735,0.23503737151622772,0.18723736703395844,0.2229715883731842,0.01729806512594223,0.1781291514635086,0.3185107111930847,0.17497782409191132,0.13187256455421448,0.23845629394054413,0.21018554270267487,0.1437089592218399,0.14903591573238373,0.00022987584816291928,0.14736860990524292
in,0.2601168751716614,0.41474202275276184,0.2639528214931488,0.36843645572662354,0.3280489146709442,0.02424248494207859,0.23172755539417267,0.2184021919965744,0.24802106618881226,0.4325680434703827,0.6662389636039734,0.2743573784828186,0.20525701344013214,0.45514053106307983,0.22637200355529785,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.40389683842658997,0.29432493448257446,-0.011810222640633583,0.3214086890220642,0.2507155239582062,0.2676136791706085,0.4054957628250122,1.0,0.3390442430973053,0.21986375749111176,0.48711544275283813,0.23462533950805664,0.22068053483963013
preseason,0.22073866426944733,0.20981837809085846,0.4454202950000763,0.2507910132408142,0.3075900375843048,0.004543695133179426,0.38297557830810547,0.6879447102546692,0.43094202876091003,0.2503873109817505,0.32348138093948364,0.4021018445491791,0.3229752779006958,0.26030197739601135,0.12116776406764984,0.13884200155735016
",",0.22659391164779663,0.40610817074775696,0.22220629453659058,0.3541618287563324,0.35968565940856934,-0.03563398867845535,0.2336544692516327,0.2232367992401123,0.2778109014034271,0.3991432189941406,0.4933079481124878,0.25631216168403625,0.183579683303833,0.45456063747406006,0.19488979876041412,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.40389683842658997,0.29432493448257446,-0.011810222640633583,0.3214086890220642,0.2507155239582062,0.2676136791706085,0.4054957628250122,1.0,0.3390442430973053,0.21986375749111176,0.48711544275283813,0.23462533950805664,0.22068053483963013
carolina,0.1482512354850769,0.12399670481681824,0.2294551134109497,0.14125782251358032,0.1638120710849762,-0.0020914659835398197,0.14601212739944458,0.2196287363767624,0.18658822774887085,0.1732138842344284,0.24749229848384857,0.2132527232170105,0.06613580137491226,0.26687008142471313,0.09972095489501953,0.11847445368766785
panthers,0.1117783859372139,0.14744015038013458,0.41004884243011475,0.2049359530210495,0.26923418045043945,0.16927485167980194,0.2117871195077896,0.3867887854576111,0.38664546608924866,0.12518474459648132,0.2602776288986206,0.29366227984428406,0.20437495410442352,0.2605615258216858,0.20477722585201263,0.16608978807926178
had,0.2549138069152832,0.40130746364593506,0.19225463271141052,0.6263401508331299,0.3003121316432953,0.012124304659664631,0.2647917866706848,0.1978970468044281,0.18404078483581543,0.4845401346683502,0.3875846862792969,0.1714758574962616,0.16638249158859253,0.5927209258079529,0.3113674223423004,0.20728366076946259
their,0.3316696584224701,0.4574248492717743,0.2674952447414398,0.523270845413208,0.1798611581325531,0.0626533180475235,0.3364572525024414,0.21295444667339325,0.22292454540729523,0.2668287754058838,0.516537070274353,0.27610230445861816,0.23761652410030365,0.2396296262741089,0.22667542099952698,0.1898253709077835
