,what,did,luther,call,his,stay,a,wartburg,castle,?
during,0.24137552082538605,0.30679523944854736,0.18200165033340454,0.1658644825220108,0.36789870262145996,0.2483060210943222,0.30341604351997375,0.24778269231319427,0.17193806171417236,0.1325719803571701
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.08363278955221176,0.9999998807907104,0.23717626929283142,0.3497250974178314,0.31719011068344116,0.20463475584983826,0.18075084686279297
stay,0.30565327405929565,0.2606133222579956,0.11413814127445221,0.28477123379707336,0.23717626929283142,1.0,0.27986037731170654,0.24277709424495697,0.1954990178346634,0.22141321003437042
at,0.2838611304759979,0.28390252590179443,0.13834704458713531,0.10539821535348892,0.27659502625465393,0.23286797106266022,0.3095070421695709,0.22739239037036896,0.18407873809337616,0.21978627145290375
wartburg,0.2026740461587906,0.18038849532604218,0.4354442358016968,0.12099765986204147,0.31719011068344116,0.24277709424495697,0.2590119540691376,0.9999998807907104,0.35760217905044556,0.1284676045179367
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.3378419280052185,0.2502226233482361,0.427140474319458,0.26466676592826843,0.2080804705619812,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.17501473426818848,0.25027644634246826,0.32283493876457214,0.24506114423274994,0.56894451379776,0.29413408041000366,0.13866081833839417,0.25814583897590637
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.15517276525497437,0.7171558737754822,0.26571017503738403,0.4393508732318878,0.2605430483818054,0.1965676248073578,0.2089974731206894
referred,0.16724665462970734,0.1661432683467865,0.04531648010015488,0.3274998366832733,0.1607021689414978,0.10193869471549988,0.2686276137828827,0.11310921609401703,0.07642411440610886,0.06677805632352829
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.27641981840133667,0.3715193271636963,0.39492106437683105,0.45503583550453186,0.2128445953130722,0.15589231252670288,0.29463258385658264
as,0.31749409437179565,0.3596470057964325,0.20242992043495178,0.2785561680793762,0.3146366477012634,0.2565058171749115,0.39550232887268066,0.21721699833869934,0.13820332288742065,0.27043893933296204
``,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.11138522624969482,0.008275155909359455,-0.027252953499555588,0.07272057235240936,-0.0509919747710228,-0.07065687328577042,0.0685480609536171
my,0.3588488698005676,0.2537900507450104,0.2192668318748474,0.16431275010108948,0.467661589384079,0.24545897543430328,0.2919403612613678,0.2084721326828003,0.14645352959632874,0.4195883572101593
patmos,0.31069689989089966,0.21860384941101074,0.2399594634771347,0.14870910346508026,0.35066136717796326,0.14982160925865173,0.24582220613956451,0.2234838604927063,0.2201012372970581,0.20310913026332855
'',0.08143015950918198,0.01978493109345436,-0.04572787508368492,-0.01835283823311329,0.016508836299180984,-0.0063467854633927345,0.04890415817499161,0.011188216507434845,0.0429917573928833,0.018684765323996544
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.3378419280052185,0.2502226233482361,0.427140474319458,0.26466676592826843,0.2080804705619812,0.31091248989105225
luther,0.2134782373905182,0.23667675256729126,1.0,0.0945192277431488,0.27093374729156494,0.11413814127445221,0.17967689037322998,0.4354442358016968,0.2115333378314972,0.1732746809720993
translated,0.1382400244474411,0.10651271790266037,0.13659462332725525,0.12082047760486603,0.16726887226104736,0.057335469871759415,0.15861910581588745,0.11855125427246094,0.11851677298545837,0.16961964964866638
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,0.4394008219242096,0.2869375944137573,0.5829201340675354,0.3285069465637207,0.21430203318595886,0.22068053483963013
new,0.2130378633737564,0.227974995970726,0.14555130898952484,0.23044374585151672,0.24132801592350006,0.1596762090921402,0.3214259147644043,0.2042187601327896,0.14607030153274536,0.14782847464084625
testament,0.24230371415615082,0.20634683966636658,0.350544273853302,0.17301875352859497,0.2475791573524475,0.07217823714017868,0.15567231178283691,0.26999518275260925,0.1285994052886963,0.19962608814239502
from,0.2737620174884796,0.20248863101005554,0.10716932266950607,0.20354944467544556,0.3195365369319916,0.20195719599723816,0.322764128446579,0.18151600658893585,0.17157800495624542,0.19969791173934937
greek,0.14808377623558044,0.1255291998386383,0.12346670776605606,0.14948831498622894,0.14601361751556396,0.0857217013835907,0.25844764709472656,0.11843271553516388,0.07872547209262848,0.11180876195430756
into,0.2180619090795517,0.14888085424900055,0.12939998507499695,0.15968967974185944,0.22944098711013794,0.16496725380420685,0.3461161255836487,0.1716507375240326,0.12297967821359634,0.15662476420402527
german,0.1960553526878357,0.2048940509557724,0.28169330954551697,0.09060060232877731,0.23102504014968872,0.13326166570186615,0.23789440095424652,0.374780535697937,0.12494610249996185,0.13978645205497742
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.237839937210083,0.4234102666378021,0.279899924993515,0.3739250600337982,0.29448506236076355,0.18904168903827667,0.20544172823429108
poured,0.21178434789180756,0.25162753462791443,0.11415436118841171,0.1475791037082672,0.272182434797287,0.2937920391559601,0.2708321511745453,0.17713576555252075,0.06017879396677017,0.20264799892902374
out,0.3633197546005249,0.28413498401641846,0.1738509088754654,0.21066847443580627,0.3022425174713135,0.28718239068984985,0.34264278411865234,0.17856624722480774,0.09660190343856812,0.22020699083805084
doctrinal,0.33439815044403076,0.19688571989536285,0.33169281482696533,0.15142884850502014,0.2005629986524582,0.14645102620124817,0.1778629720211029,0.1725781410932541,0.04582332819700241,0.2294653207063675
