,if,input,size,is,is,equal,to,n,",",what,can,respectively,be,assumed,is,the,function,of,n,?
if,1.0,0.42866820096969604,0.2910638451576233,0.30927813053131104,0.30927813053131104,0.385101854801178,0.4559597074985504,0.23619018495082855,0.257730096578598,0.5277165174484253,0.5903681516647339,0.18858987092971802,0.5628611445426941,0.35581064224243164,0.30927813053131104,0.33724796772003174,0.4055565595626831,0.2557544410228729,0.23619018495082855,0.4441644251346588
the,0.33724796772003174,0.19928309321403503,0.2946445941925049,0.5823672413825989,0.5823672413825989,0.21154357492923737,0.535392165184021,0.18813885748386383,0.4933079481124878,0.42745697498321533,0.312528520822525,0.3498423993587494,0.4248143136501312,0.25453677773475647,0.5823672413825989,1.0,0.2037137746810913,0.733189046382904,0.18813885748386383,0.22068053483963013
input,0.42866820096969604,0.9999999403953552,0.23529702425003052,0.2170686423778534,0.2170686423778534,0.3282844126224518,0.25947481393814087,0.20456939935684204,0.24717740714550018,0.2844698429107666,0.306935578584671,0.2466554194688797,0.28701671957969666,0.20996323227882385,0.2170686423778534,0.19928309321403503,0.4125753343105316,0.13291659951210022,0.20456939935684204,0.24861721694469452
size,0.2910638451576233,0.23529702425003052,1.0000001192092896,0.22983339428901672,0.22983339428901672,0.24866671860218048,0.26289698481559753,0.13694354891777039,0.2156888097524643,0.2566739320755005,0.2714308202266693,0.18300800025463104,0.28390660881996155,0.24049775302410126,0.22983339428901672,0.2946445941925049,0.19380955398082733,0.27599775791168213,0.13694354891777039,0.13693112134933472
is,0.30927813053131104,0.2170686423778534,0.22983339428901672,1.0,1.0,0.20287640392780304,0.42745086550712585,0.2254602462053299,0.4691906273365021,0.28837618231773376,0.44256699085235596,0.18874318897724152,0.4819129705429077,0.19294264912605286,1.0,0.5823672413825989,0.17586156725883484,0.4854315221309662,0.2254602462053299,0.22961433231830597
n,0.23619018495082855,0.20456939935684204,0.13694354891777039,0.2254602462053299,0.2254602462053299,0.23031927645206451,0.16421891748905182,1.0,0.2316582053899765,0.16510315239429474,0.22125642001628876,0.16528736054897308,0.1837998479604721,0.10709498077630997,0.2254602462053299,0.18813885748386383,0.20915120840072632,0.18925218284130096,1.0,0.19161871075630188
",",0.257730096578598,0.24717740714550018,0.2156888097524643,0.4691906273365021,0.4691906273365021,0.2120320051908493,0.44245919585227966,0.2316582053899765,1.0000001192092896,0.3087472915649414,0.3139454126358032,0.388640433549881,0.39254459738731384,0.22927714884281158,0.4691906273365021,0.4933079481124878,0.18487244844436646,0.4946078956127167,0.2316582053899765,0.31091248989105225
the,0.33724796772003174,0.19928309321403503,0.2946445941925049,0.5823672413825989,0.5823672413825989,0.21154357492923737,0.535392165184021,0.18813885748386383,0.4933079481124878,0.42745697498321533,0.312528520822525,0.3498423993587494,0.4248143136501312,0.25453677773475647,0.5823672413825989,1.0,0.2037137746810913,0.733189046382904,0.18813885748386383,0.22068053483963013
time,0.36530032753944397,0.2544395923614502,0.25952205061912537,0.25187405943870544,0.25187405943870544,0.24873045086860657,0.3679993152618408,0.09111524373292923,0.3029961884021759,0.36319252848625183,0.2720869183540344,0.18530143797397614,0.3473503291606903,0.2761080265045166,0.25187405943870544,0.43061500787734985,0.2496948391199112,0.35127586126327515,0.09111524373292923,0.27391523122787476
taken,0.27762994170188904,0.13678967952728271,0.180045485496521,0.19185791909694672,0.19185791909694672,0.174183189868927,0.2772596478462219,0.1284286081790924,0.28904372453689575,0.26014965772628784,0.26005715131759644,0.1318361461162567,0.3335878551006317,0.3243093490600586,0.19185791909694672,0.3309854567050934,0.11889034509658813,0.2889742851257324,0.1284286081790924,0.17662954330444336
can,0.5903681516647339,0.306935578584671,0.2714308202266693,0.44256699085235596,0.44256699085235596,0.27450141310691833,0.4979398250579834,0.22125642001628876,0.3139454126358032,0.34502777457237244,1.0,0.20298391580581665,0.5791122913360596,0.1668875813484192,0.44256699085235596,0.312528520822525,0.2664915919303894,0.2603091299533844,0.22125642001628876,0.3226337134838104
be,0.5628611445426941,0.28701671957969666,0.28390660881996155,0.4819129705429077,0.4819129705429077,0.3166142404079437,0.4972836375236511,0.1837998479604721,0.39254459738731384,0.3929833769798279,0.5791122913360596,0.2565476596355438,1.0,0.2663823962211609,0.4819129705429077,0.4248143136501312,0.23198768496513367,0.33904364705085754,0.1837998479604721,0.3324260413646698
expressed,0.2804432213306427,0.33721786737442017,0.18132124841213226,0.18876376748085022,0.18876376748085022,0.3401690423488617,0.2824164628982544,0.20256589353084564,0.24414940178394318,0.20227427780628204,0.2116832584142685,0.24739310145378113,0.25860801339149475,0.34354639053344727,0.18876376748085022,0.25207287073135376,0.2591855227947235,0.2687252461910248,0.20256589353084564,0.17175263166427612
as,0.3354816734790802,0.2063598930835724,0.23959164321422577,0.43216490745544434,0.43216490745544434,0.2172086089849472,0.42092081904411316,0.1300116330385208,0.48816442489624023,0.31749409437179565,0.3245031237602234,0.32792162895202637,0.5230465531349182,0.31607919931411743,0.43216490745544434,0.48381632566452026,0.19182996451854706,0.3886612355709076,0.1300116330385208,0.27043893933296204
a,0.41272827982902527,0.20009170472621918,0.24953703582286835,0.658733606338501,0.658733606338501,0.22565314173698425,0.45503583550453186,0.25362148880958557,0.427140474319458,0.3320399522781372,0.3915780484676361,0.18261326849460602,0.39883795380592346,0.1940126121044159,0.658733606338501,0.5829201340675354,0.20934805274009705,0.5052502155303955,0.25362148880958557,0.23916715383529663
function,0.4055565595626831,0.4125753343105316,0.19380955398082733,0.17586156725883484,0.17586156725883484,0.2706398665904999,0.2079751342535019,0.20915120840072632,0.18487244844436646,0.22155974805355072,0.2664915919303894,0.20151473581790924,0.23198768496513367,0.24111151695251465,0.17586156725883484,0.2037137746810913,1.0,0.16667552292346954,0.20915120840072632,0.20672395825386047
of,0.2557544410228729,0.13291659951210022,0.27599775791168213,0.4854315221309662,0.4854315221309662,0.2787107825279236,0.41548454761505127,0.18925218284130096,0.4946078956127167,0.33290785551071167,0.2603091299533844,0.25484955310821533,0.33904364705085754,0.27665385603904724,0.4854315221309662,0.733189046382904,0.16667552292346954,1.0,0.18925218284130096,0.1826142966747284
n.,0.011659584939479828,-0.04042461887001991,-0.123006671667099,-0.09285721182823181,-0.09285721182823181,-0.07260114699602127,-0.05915246903896332,-0.03469008579850197,-0.0510527566075325,0.07859472185373306,0.039339885115623474,-0.1433471292257309,-0.017347319051623344,-0.03994332253932953,-0.09285721182823181,-0.17575061321258545,-0.05033174157142639,-0.1781664937734604,-0.03469008579850197,0.04318316653370857
since,0.35294103622436523,0.15795600414276123,0.19444900751113892,0.3567592203617096,0.3567592203617096,0.1849263459444046,0.3733763098716736,0.15933528542518616,0.3991432189941406,0.29783400893211365,0.24201272428035736,0.33160537481307983,0.3591734766960144,0.2772579789161682,0.3567592203617096,0.4054957628250122,0.1864561289548874,0.35513219237327576,0.15933528542518616,0.2876587212085724
the,0.33724796772003174,0.19928309321403503,0.2946445941925049,0.5823672413825989,0.5823672413825989,0.21154357492923737,0.535392165184021,0.18813885748386383,0.4933079481124878,0.42745697498321533,0.312528520822525,0.3498423993587494,0.4248143136501312,0.25453677773475647,0.5823672413825989,1.0,0.2037137746810913,0.733189046382904,0.18813885748386383,0.22068053483963013
time,0.36530032753944397,0.2544395923614502,0.25952205061912537,0.25187405943870544,0.25187405943870544,0.24873045086860657,0.3679993152618408,0.09111524373292923,0.3029961884021759,0.36319252848625183,0.2720869183540344,0.18530143797397614,0.3473503291606903,0.2761080265045166,0.25187405943870544,0.43061500787734985,0.2496948391199112,0.35127586126327515,0.09111524373292923,0.27391523122787476
taken,0.27762994170188904,0.13678967952728271,0.180045485496521,0.19185791909694672,0.19185791909694672,0.174183189868927,0.2772596478462219,0.1284286081790924,0.28904372453689575,0.26014965772628784,0.26005715131759644,0.1318361461162567,0.3335878551006317,0.3243093490600586,0.19185791909694672,0.3309854567050934,0.11889034509658813,0.2889742851257324,0.1284286081790924,0.17662954330444336
