,what,type,of,punishment,is,sometimes,offered,to,civil,disobedients,?
sometimes,0.34229418635368347,0.29955020546913147,0.296434611082077,0.217097207903862,0.3757973313331604,1.0,0.13165633380413055,0.4055429697036743,0.1757841408252716,0.313083678483963,0.1751544177532196
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2503047287464142,0.5823672413825989,0.35816407203674316,0.270993173122406,0.535392165184021,0.2477465271949768,0.34096023440361023,0.22068053483963013
prosecution,0.2882728576660156,0.06384778022766113,0.22976623475551605,0.48280325531959534,0.18125680088996887,0.18170881271362305,0.2676110565662384,0.2970302700996399,0.28194186091423035,0.5127250552177429,0.1901778131723404
proposes,0.24789054691791534,0.08442012220621109,0.24983173608779907,0.17356863617897034,0.2105446606874466,0.13593019545078278,0.29197365045547485,0.3122243285179138,0.1916949301958084,0.25780609250068665,0.20587994158267975
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.1934642344713211,0.658733606338501,0.3788676857948303,0.2915024757385254,0.45503583550453186,0.21693918108940125,0.26969417929649353,0.23916715383529663
plea,0.26929304003715515,0.07549217343330383,0.12213211506605148,0.2815437614917755,0.1474817395210266,0.15551497042179108,0.1990925371646881,0.24961312115192413,0.18405596911907196,0.34367990493774414,0.25167709589004517
bargain,0.26893720030784607,0.05281330272555351,0.21741242706775665,0.34421512484550476,0.14885474741458893,0.1252920776605606,0.32816818356513977,0.29776373505592346,0.2817322909832001,0.4094789922237396,0.14446119964122772
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.208286851644516,0.42745086550712585,0.4055429697036743,0.28788384795188904,1.0,0.2019355595111847,0.34340938925743103,0.29463258385658264
civil,0.15091551840305328,0.05067194625735283,0.24698495864868164,0.1772332489490509,0.16941262781620026,0.1757841408252716,0.12054158747196198,0.2019355595111847,1.0,0.5063242316246033,0.1494513899087906
disobedients,0.3241478204727173,0.20870141685009003,0.32510921359062195,0.3895610570907593,0.22793690860271454,0.313083678483963,0.20804071426391602,0.34340938925743103,0.5063242316246033,0.9999998807907104,0.18925230205059052
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2216428816318512,0.4691906273365021,0.26600122451782227,0.2527843713760376,0.44245919585227966,0.24795588850975037,0.2989228069782257,0.31091248989105225
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.24531997740268707,0.43216490745544434,0.3959874212741852,0.3230244517326355,0.42092081904411316,0.18100082874298096,0.2719380557537079,0.27043893933296204
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19258901476860046,0.5394441485404968,0.31462913751602173,0.2690350115299225,0.45010748505592346,0.26466667652130127,0.30752769112586975,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2503047287464142,0.5823672413825989,0.35816407203674316,0.270993173122406,0.535392165184021,0.2477465271949768,0.34096023440361023,0.22068053483963013
case,0.30770957469940186,0.24568355083465576,0.24743439257144928,0.29307541251182556,0.26648613810539246,0.2710270881652832,0.1933610737323761,0.3172709345817566,0.20832476019859314,0.3132186532020569,0.33232852816581726
of,0.33290785551071167,0.18112817406654358,1.0,0.2056395560503006,0.4854315221309662,0.296434611082077,0.2674071192741394,0.41548454761505127,0.24698495864868164,0.32510921359062195,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2503047287464142,0.5823672413825989,0.35816407203674316,0.270993173122406,0.535392165184021,0.2477465271949768,0.34096023440361023,0.22068053483963013
camden,0.14790499210357666,0.13630646467208862,0.22353185713291168,0.12731869518756866,0.17931272089481354,0.1320546567440033,0.08692839741706848,0.17233586311340332,0.2339579164981842,0.24396167695522308,0.14583776891231537
28,-0.2335955947637558,-0.0616728700697422,-0.2696417272090912,-0.2549033761024475,-0.1692609190940857,-0.20838402211666107,-0.19898632168769836,-0.2938705086708069,-0.19004058837890625,-0.25303247570991516,-0.012856917455792427
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2216428816318512,0.4691906273365021,0.26600122451782227,0.2527843713760376,0.44245919585227966,0.24795588850975037,0.2989228069782257,0.31091248989105225
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19258901476860046,0.5394441485404968,0.31462913751602173,0.2690350115299225,0.45010748505592346,0.26466667652130127,0.30752769112586975,0.20430970191955566
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.2524498403072357,0.4457404911518097,0.4812026917934418,0.2093406319618225,0.5345056653022766,0.13459211587905884,0.36296695470809937,0.25814583897590637
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2503047287464142,0.5823672413825989,0.35816407203674316,0.270993173122406,0.535392165184021,0.2477465271949768,0.34096023440361023,0.22068053483963013
defendants,0.2779662609100342,0.10934052616357803,0.20012208819389343,0.44680899381637573,0.218027263879776,0.23151367902755737,0.28109127283096313,0.32747459411621094,0.30029261112213135,0.5120607614517212,0.2534805238246918
were,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.22802859544754028,0.29386836290359497,0.3034863770008087,0.2663682997226715,0.31913647055625916,0.2641898989677429,0.35324618220329285,0.17890112102031708
