,how,many,affiliated,stations,does,abc,currently,have,?
the,0.33890387415885925,0.4335206151008606,0.2365114837884903,0.24762700498104095,0.35928019881248474,0.2068762183189392,0.2945235073566437,0.40389683842658997,0.22068053483963013
television,0.20427560806274414,0.23433995246887207,0.2323579043149948,0.3494590222835541,0.1469985842704773,0.46871840953826904,0.23689264059066772,0.1811555027961731,0.16825827956199646
network,0.22464405000209808,0.21386827528476715,0.3800021708011627,0.4009798467159271,0.15182675421237946,0.4295894205570221,0.23458144068717957,0.18361559510231018,0.17853789031505585
has,0.26820555329322815,0.4266262650489807,0.1502128541469574,0.2237684279680252,0.42885294556617737,0.23067910969257355,0.3354577422142029,0.6353569626808167,0.15994466841220856
eight,0.222213014960289,0.348200261592865,0.1663784384727478,0.2167072892189026,0.11145713925361633,0.2205275595188141,0.20660127699375153,0.31264185905456543,0.11634626984596252
owned-and-operated,0.18262343108654022,0.21607306599617004,0.4463087320327759,0.3868453800678253,0.22526583075523376,0.31080347299575806,0.37457528710365295,0.2394983321428299,0.2376745194196701
and,0.33647966384887695,0.5296266674995422,0.2078104466199875,0.2687023878097534,0.3461615741252899,0.16453155875205994,0.2922934591770172,0.4711785912513733,0.20544172823429108
over,0.31446483731269836,0.47131630778312683,0.15023334324359894,0.2766588032245636,0.24276040494441986,0.13036851584911346,0.2509687542915344,0.41283175349235535,0.25742942094802856
232,-0.03431374207139015,0.04284070059657097,0.09175533056259155,-0.03325878456234932,-0.011140355840325356,-0.027419166639447212,0.02179275080561638,0.04015427827835083,0.14184536039829254
affiliated,0.07409363240003586,0.19444812834262848,1.0000001192092896,0.3117665648460388,0.16140495240688324,0.19617167115211487,0.2925986051559448,0.194777712225914,0.09345421195030212
television,0.20427560806274414,0.23433995246887207,0.2323579043149948,0.3494590222835541,0.1469985842704773,0.46871840953826904,0.23689264059066772,0.1811555027961731,0.16825827956199646
stations,0.18198855221271515,0.2893238365650177,0.3117665648460388,1.0,0.2039099484682083,0.23858611285686493,0.284456729888916,0.23396307229995728,0.13192185759544373
throughout,0.2546801269054413,0.4781026542186737,0.20121973752975464,0.2462133914232254,0.2064560502767563,0.21721048653125763,0.20320841670036316,0.34566324949264526,0.12665234506130219
the,0.33890387415885925,0.4335206151008606,0.2365114837884903,0.24762700498104095,0.35928019881248474,0.2068762183189392,0.2945235073566437,0.40389683842658997,0.22068053483963013
united,0.19034643471240997,0.2670816481113434,0.2560138702392578,0.2495407909154892,0.1650896966457367,0.20297972857952118,0.2547817826271057,0.17950676381587982,0.17266890406608582
states,0.20841296017169952,0.29976361989974976,0.25389084219932556,0.2534271776676178,0.18093830347061157,0.20048053562641144,0.2091326117515564,0.20162390172481537,0.16272737085819244
and,0.33647966384887695,0.5296266674995422,0.2078104466199875,0.2687023878097534,0.3461615741252899,0.16453155875205994,0.2922934591770172,0.4711785912513733,0.20544172823429108
its,0.22449488937854767,0.3319723308086395,0.1457473486661911,0.2549050748348236,0.33437713980674744,0.19045390188694,0.19933556020259857,0.3852778375148773,0.15103481709957123
territories,0.12893031537532806,0.20857103168964386,0.2728051543235779,0.18687975406646729,0.15831202268600464,0.11738786101341248,0.1673543006181717,0.20967279374599457,0.11298645287752151
.,0.3287222981452942,0.3974229395389557,0.1928265541791916,0.22839494049549103,0.3022993505001068,0.2567209303379059,0.29744869470596313,0.41614407300949097,0.4130953550338745
