,what,did,watt,add,to,newcomen,'s,engine,between,1763,and,1775,?
the,0.42745697498321533,0.34736719727516174,0.1903349757194519,0.22751019895076752,0.535392165184021,0.2645798325538635,-0.01540423184633255,0.21651263535022736,0.39067012071609497,0.08999345451593399,0.5171257257461548,0.02300606109201908,0.22068053483963013
next,0.25980645418167114,0.22386232018470764,0.1462242156267166,0.2062900960445404,0.3416391611099243,0.17607399821281433,-0.056625429540872574,0.08792553842067719,0.2195453643798828,-0.04903564229607582,0.22333113849163055,-0.010102520696818829,0.167460098862648
major,0.21026742458343506,0.20997437834739685,0.10147612541913986,0.11354421079158783,0.19240309298038483,0.09320186078548431,-0.010959804058074951,0.13686148822307587,0.17512808740139008,0.019067157059907913,0.29795366525650024,-0.029384495690464973,0.19788557291030884
step,0.28945717215538025,0.14902596175670624,0.16212764382362366,0.2686084508895874,0.29304254055023193,0.0927758440375328,-0.02321682497859001,0.20972295105457306,0.07730469107627869,0.02598310075700283,0.261826753616333,0.00873200036585331,0.23299238085746765
occurred,0.22118957340717316,0.2772168517112732,0.08278550207614899,0.13210012018680573,0.16706319153308868,0.13261474668979645,-0.034319814294576645,0.1169285699725151,0.3227251172065735,0.05639626458287239,0.21147121489048004,-0.06090567633509636,0.15880417823791504
when,0.4700249433517456,0.3228907287120819,0.19903084635734558,0.23151367902755737,0.5423505902290344,0.16854435205459595,-0.03368149697780609,0.2008768618106842,0.38258615136146545,0.03452290967106819,0.4716290831565857,-0.024570973590016365,0.22841128706932068
james,0.20536290109157562,0.20904116332530975,0.3038761615753174,0.07706855237483978,0.22204333543777466,0.1816493570804596,0.043919146060943604,0.14642857015132904,0.18390914797782898,0.026834221556782722,0.21273121237754822,-0.16661019623279572,0.12139993160963058
watt,0.12468069046735764,0.17172856628894806,1.0,0.09825018793344498,0.18281418085098267,0.25657278299331665,-0.022533712908625603,0.31998884677886963,0.16557537019252777,0.00448331655934453,0.22779549658298492,-0.05523400008678436,0.16354146599769592
developed,0.15555569529533386,0.24445466697216034,0.17929807305335999,0.1806873232126236,0.19491806626319885,0.10023465007543564,0.04590931162238121,0.25843650102615356,0.21050739288330078,0.17344993352890015,0.25542938709259033,0.07068207859992981,0.10763012617826462
(,0.2411840260028839,0.18979617953300476,0.20556430518627167,0.26454871892929077,0.30882009863853455,0.23320816457271576,0.0012731997994706035,0.11642640084028244,0.23924681544303894,0.15095625817775726,0.4862271547317505,0.03875645995140076,0.40561532974243164
1763–1775,0.12409714609384537,0.0016756950644776225,-0.07070828229188919,0.24373207986354828,0.06741807609796524,-0.0688188448548317,-0.039704401046037674,0.03855080530047417,0.03587810695171356,0.452070415019989,-0.016067273914813995,0.5557827353477478,0.14145879447460175
),0.26259949803352356,0.18584993481636047,0.2012144923210144,0.25817036628723145,0.31236231327056885,0.2550394833087921,0.021107977256178856,0.12827058136463165,0.2502231299877167,0.15712612867355347,0.4961937665939331,0.06551869213581085,0.42300865054130554
an,0.2821882665157318,0.22598257660865784,0.16085246205329895,0.2231859266757965,0.3138085603713989,0.17987559735774994,0.025255560874938965,0.18337401747703552,0.18003802001476288,0.056628722697496414,0.2838519215583801,-0.01736602373421192,0.19793890416622162
improved,0.2572605311870575,0.27103501558303833,0.26211056113243103,0.2695349454879761,0.22972281277179718,0.2656186819076538,0.043154362589120865,0.35964372754096985,0.1347760409116745,0.12015551328659058,0.2351309210062027,0.11032845824956894,0.22755856812000275
version,0.20755547285079956,0.21677692234516144,0.1191042885184288,0.22927646338939667,0.24018406867980957,0.1728828251361847,-0.009124638512730598,0.23894956707954407,0.15069365501403809,0.10674956440925598,0.1978406310081482,-0.010768038220703602,0.2573966085910797
of,0.33290785551071167,0.2513895630836487,0.21599632501602173,0.22190609574317932,0.41548454761505127,0.20999403297901154,-0.03817026689648628,0.17095594108104706,0.3737983703613281,0.15998519957065582,0.5116966962814331,0.032845087349414825,0.1826142966747284
newcomen,0.2247587889432907,0.26893195509910583,0.25657278299331665,0.18087004125118256,0.28331831097602844,1.0,0.02899864688515663,0.3742743134498596,0.10302761197090149,0.04538193345069885,0.2528444230556488,-0.003441639244556427,0.2543369233608246
's,0.02692362666130066,0.05069678649306297,-0.022533712908625603,-0.009365590289235115,0.03782717138528824,0.02899864688515663,0.9999999403953552,0.044662050902843475,0.006096371449530125,-0.006485112011432648,0.06895173341035843,0.007746126037091017,-0.023395681753754616
engine,0.18463268876075745,0.1357124000787735,0.31998884677886963,0.1946180760860443,0.20794793963432312,0.3742743134498596,0.044662050902843475,1.0,0.17443592846393585,0.03936544433236122,0.18437977135181427,-0.04387707635760307,0.17739196121692657
",",0.3087472915649414,0.3015086054801941,0.18948227167129517,0.25646987557411194,0.44245919585227966,0.29110631346702576,-0.0016132977325469255,0.19789794087409973,0.27714940905570984,0.10973798483610153,0.6633074283599854,0.020611487329006195,0.31091248989105225
with,0.2464839518070221,0.25472134351730347,0.15606039762496948,0.3253640830516815,0.4239959120750427,0.1710459291934967,-0.04624466598033905,0.1990211457014084,0.3829993009567261,0.1498730182647705,0.5477725267410278,0.1048675924539566,0.2433311939239502
a,0.3320399522781372,0.2552328109741211,0.21096299588680267,0.24784277379512787,0.45503583550453186,0.24331505596637726,0.04866964742541313,0.24768835306167603,0.29385313391685486,0.08436748385429382,0.3739250600337982,-0.04464549943804741,0.23916715383529663
separate,0.33215096592903137,0.2542422115802765,0.16115888953208923,0.3047742545604706,0.3234710395336151,0.07636792957782745,0.03854526951909065,0.17311933636665344,0.3385741412639618,0.1462365686893463,0.334524005651474,0.0023589294869452715,0.16835719347000122
condenser,0.2606344223022461,0.14588014781475067,0.2455337643623352,0.30972597002983093,0.2080451101064682,0.20926903188228607,-0.0266112107783556,0.33374881744384766,0.17518875002861023,0.09147509187459946,0.24159549176692963,0.039128199219703674,0.1732601672410965
.,0.3567904531955719,0.35288307070732117,0.25756895542144775,0.2680947482585907,0.4645031690597534,0.2567371726036072,-0.003708066651597619,0.21814921498298645,0.30295518040657043,0.14304909110069275,0.588965117931366,0.016292672604322433,0.4130953550338745
