,what,type,of,company,is,van,gend,en,loos,?
van,0.1477201133966446,0.14519406855106354,0.16833904385566711,0.18109317123889923,0.13741689920425415,1.0,0.10113482922315598,0.18644264340400696,0.224080428481102,0.15528257191181183
gend,0.3003063201904297,0.18155907094478607,0.20155930519104004,0.18814772367477417,0.1757531464099884,0.10113482922315598,1.0000001192092896,0.20767828822135925,0.18725717067718506,0.20826369524002075
en,0.2365063726902008,0.0697791576385498,0.12889879941940308,0.09263453632593155,0.18463604152202606,0.18644264340400696,0.20767828822135925,1.0,0.14523611962795258,0.3125995695590973
loos,0.14639730751514435,0.07526294887065887,0.1710311621427536,0.12986665964126587,0.18710795044898987,0.224080428481102,0.18725717067718506,0.14523611962795258,1.0,0.13634200394153595
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2697763442993164,0.4691906273365021,0.19418825209140778,0.2474328875541687,0.2111331671476364,0.3755612075328827,0.31091248989105225
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.22037413716316223,0.658733606338501,0.17539796233177185,0.2404724359512329,0.20512442290782928,0.2607164680957794,0.23916715383529663
postal,0.15048663318157196,0.11084149032831192,0.2546072006225586,0.1956268548965454,0.19219312071800232,0.10209579020738602,0.18369770050048828,0.04698886349797249,0.12235372513532639,0.17229832708835602
company,0.2333769053220749,0.19322197139263153,0.20467796921730042,1.0,0.18005689978599548,0.18109317123889923,0.18814772367477417,0.09263453632593155,0.12986665964126587,0.12195809185504913
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2697763442993164,0.4691906273365021,0.19418825209140778,0.2474328875541687,0.2111331671476364,0.3755612075328827,0.31091248989105225
claimed,0.2667301297187805,0.08413008600473404,0.25888603925704956,0.18836019933223724,0.17499059438705444,0.15167133510112762,0.12060730159282684,0.11441798508167267,0.14920161664485931,0.2083493024110794
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.22723333537578583,0.3995479643344879,0.16476967930793762,0.2663033604621887,0.1933109164237976,0.20041348040103912,0.32716336846351624
what,0.9999998807907104,0.2722663879394531,0.33290785551071167,0.2333769053220749,0.28837618231773376,0.1477201133966446,0.3003063201904297,0.2365063726902008,0.14639730751514435,0.5051238536834717
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.18005689978599548,1.0,0.13741689920425415,0.1757531464099884,0.18463604152202606,0.18710795044898987,0.22961433231830597
now,0.4903225302696228,0.15984998643398285,0.29182544350624084,0.24894335865974426,0.39589470624923706,0.10720367729663849,0.13829928636550903,0.18532688915729523,0.12761043012142181,0.29641881585121155
tfeu,0.1779472827911377,0.11919946223497391,0.19117312133312225,0.18045642971992493,0.18587353825569153,0.23638270795345306,0.19605624675750732,0.35719263553619385,0.24278266727924347,0.2193283885717392
article,0.40514686703681946,0.1682102382183075,0.25720444321632385,0.21361975371837616,0.29873761534690857,0.2049235701560974,0.24970769882202148,0.3794993758201599,0.1050238385796547,0.4948462247848511
30,-0.04443084076046944,-0.05560283362865448,0.003304550424218178,0.03522590547800064,0.01582122966647148,-0.03552980720996857,0.04844674840569496,0.07139678299427032,0.06756787747144699,-0.08261742442846298
prevented,0.237372025847435,0.15040187537670135,0.296178936958313,0.14800988137722015,0.1891254484653473,0.13216789066791534,0.17377109825611115,0.0797680988907814,0.16714037954807281,0.21836411952972412
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.26591673493385315,0.5823672413825989,0.13541297614574432,0.24207663536071777,0.1751408874988556,0.24379393458366394,0.22068053483963013
dutch,0.1643560230731964,0.13074710965156555,0.14408773183822632,0.24173882603645325,0.12900666892528534,0.5013076663017273,0.14965462684631348,0.14636944234371185,0.28854531049728394,0.1081366017460823
customs,0.2684868574142456,0.13885264098644257,0.27883780002593994,0.11095833033323288,0.1377282589673996,0.1307142674922943,0.24203932285308838,0.12912678718566895,0.19059817492961884,0.19795118272304535
authorities,0.23251837491989136,0.14122916758060455,0.2408684492111206,0.212238147854805,0.17750932276248932,0.14265108108520508,0.14612510800361633,0.06851860880851746,0.19085443019866943,0.17285770177841187
charging,0.18373198807239532,0.19996364414691925,0.23482884466648102,0.25959914922714233,0.1409144401550293,0.13062646985054016,0.17738370597362518,0.06835482269525528,0.20295076072216034,0.11662299185991287
tariffs,0.3094618320465088,0.11118574440479279,0.23401698470115662,0.21056461334228516,0.1554701030254364,0.04692067950963974,0.1558118760585785,0.09598774462938309,0.19081555306911469,0.217265322804451
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2697763442993164,0.4691906273365021,0.19418825209140778,0.2474328875541687,0.2111331671476364,0.3755612075328827,0.31091248989105225
