,what,program,for,abc,was,a,remake,of,the,film,the,boy,from,oklahoma,?
airing,0.19145789742469788,0.43568626046180725,0.2297060489654541,0.45737579464912415,0.22454959154129028,0.1968962401151657,0.33224594593048096,0.173755943775177,0.26751524209976196,0.27418792247772217,0.26751524209976196,0.18488062918186188,0.18074221909046173,0.1927967220544815,0.20769737660884857
during,0.24137552082538605,0.22609592974185944,0.3448435664176941,0.18870772421360016,0.4470829963684082,0.30341604351997375,0.19611091911792755,0.3869180977344513,0.4838213622570038,0.16027748584747314,0.4838213622570038,0.17835769057273865,0.3186885714530945,0.12996508181095123,0.1325719803571701
the,0.42745697498321533,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.48711544275283813,0.5829201340675354,0.24091660976409912,0.733189046382904,1.0,0.2824619710445404,1.0,0.21782036125659943,0.40150508284568787,0.20388591289520264,0.22068053483963013
1955–56,0.05651099234819412,0.07285100221633911,0.09598030149936676,0.15047365427017212,0.17951394617557526,0.15962214767932892,0.18191565573215485,0.10652154684066772,0.12892985343933105,0.2379625290632248,0.12892985343933105,0.15277427434921265,0.134444460272789,0.08131669461727142,0.015500962734222412
season,0.12117787450551987,0.1791892945766449,0.24490800499916077,0.29887476563453674,0.24797968566417694,0.1855505406856537,0.19800150394439697,0.1598338931798935,0.2507155239582062,0.19931383430957794,0.2507155239582062,0.11634965986013412,0.16452011466026306,0.19308985769748688,0.16793298721313477
",",0.3087472915649414,0.17760658264160156,0.4464869201183319,0.2097204476594925,0.45456063747406006,0.427140474319458,0.21240344643592834,0.4946078956127167,0.4933079481124878,0.2552308440208435,0.4933079481124878,0.1868639439344406,0.39760664105415344,0.2669374942779541,0.31091248989105225
it,0.45803478360176086,0.25667765736579895,0.32171204686164856,0.17324577271938324,0.4577186405658722,0.5452592968940735,0.27740907669067383,0.38761502504348755,0.6251175999641418,0.24434618651866913,0.6251175999641418,0.21924453973770142,0.325604110956192,0.17081093788146973,0.25732165575027466
showcased,0.1985124796628952,0.27586767077445984,0.27848711609840393,0.289134681224823,0.2182055413722992,0.17345894873142242,0.26673007011413574,0.20487777888774872,0.2156442403793335,0.31326448917388916,0.2156442403793335,0.20184749364852905,0.1180923581123352,0.12042874097824097,0.2344977706670761
television,0.19838058948516846,0.36510443687438965,0.27045196294784546,0.46871840953826904,0.2516675293445587,0.22552843391895294,0.3689233362674713,0.21995750069618225,0.24569597840309143,0.39371010661125183,0.24569597840309143,0.23078550398349762,0.19486135244369507,0.18350207805633545,0.16825827956199646
adaptations,0.1629462093114853,0.19061553478240967,0.2712244987487793,0.13143962621688843,0.1045914962887764,0.20105424523353577,0.24455635249614716,0.17331954836845398,0.2545331120491028,0.27206531167030334,0.2545331120491028,0.13046684861183167,0.17393045127391815,0.2070041000843048,0.15192241966724396
of,0.33290785551071167,0.17376001179218292,0.4185989499092102,0.14607268571853638,0.4069072902202606,0.5052502155303955,0.15939995646476746,1.0,0.733189046382904,0.22166931629180908,0.733189046382904,0.16048085689544678,0.4249346852302551,0.18418718874454498,0.1826142966747284
the,0.42745697498321533,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.48711544275283813,0.5829201340675354,0.24091660976409912,0.733189046382904,1.0,0.2824619710445404,1.0,0.21782036125659943,0.40150508284568787,0.20388591289520264,0.22068053483963013
1942,0.15789857506752014,0.17132604122161865,0.36265525221824646,0.2516576945781708,0.3519994914531708,0.3421202600002289,0.14008189737796783,0.28637850284576416,0.38329726457595825,0.1473504900932312,0.38329726457595825,0.15732412040233612,0.25960612297058105,0.2211529016494751,0.0997183620929718
films,0.19852851331233978,0.19357462227344513,0.22327518463134766,0.2945549488067627,0.16167162358760834,0.17895959317684174,0.41592028737068176,0.2151229828596115,0.23072484135627747,0.706394612789154,0.23072484135627747,0.1331150084733963,0.09412337839603424,0.10044940561056137,0.20618696510791779
kings,0.23629537224769592,0.03400434926152229,0.18849974870681763,0.10184735059738159,0.2065296173095703,0.13041967153549194,0.11141179502010345,0.2775171995162964,0.26066139340400696,0.10018524527549744,0.26066139340400696,0.12127824127674103,0.20608364045619965,0.16477999091148376,0.19563011825084686
row,0.19005049765110016,0.11417658627033234,0.18688130378723145,0.12877152860164642,0.12143786251544952,0.20657488703727722,0.08114293217658997,0.15142002701759338,0.20418651401996613,0.11971036344766617,0.20418651401996613,0.17242911458015442,0.11808942258358002,0.1538497656583786,0.11000081151723862
and,0.31309178471565247,0.24895258247852325,0.5064792633056641,0.16453155875205994,0.3740963041782379,0.3739250600337982,0.1580750048160553,0.5116966962814331,0.5171257257461548,0.23832054436206818,0.5171257257461548,0.18920087814331055,0.3601827025413513,0.19411124289035797,0.20544172823429108
casablanca,0.14917141199111938,0.205315500497818,0.18813984096050262,0.21465197205543518,0.27218449115753174,0.2070455551147461,0.3055286407470703,0.19918282330036163,0.2729934751987457,0.31584614515304565,0.2729934751987457,0.1191144585609436,0.07369887828826904,0.19258084893226624,0.15178745985031128
;,0.10986888408660889,-0.059939730912446976,0.0293948445469141,-0.0012340332614257932,0.0754367932677269,-0.02122584730386734,0.10328378528356552,0.054534342139959335,0.09152708947658539,-0.004339606035500765,0.09152708947658539,0.0472237765789032,0.07524215430021286,0.1310749053955078,0.10349778085947037
cheyenne,0.1980035901069641,0.18270409107208252,0.12306084483861923,0.22957253456115723,0.24958665668964386,0.19057360291481018,0.1945512890815735,0.13922594487667084,0.27141427993774414,0.13102543354034424,0.27141427993774414,0.18960249423980713,0.13035568594932556,0.3356251120567322,0.11928379535675049
(,0.2411840260028839,0.11923244595527649,0.3357032239437103,0.183883935213089,0.2980341613292694,0.3206180930137634,0.20847518742084503,0.35032153129577637,0.33289089798927307,0.22846083343029022,0.33289089798927307,0.12740661203861237,0.25806233286857605,0.18700318038463593,0.40561532974243164
adapted,0.16136768460273743,0.13790960609912872,0.29824551939964294,0.16639386117458344,0.16588330268859863,0.18050341308116913,0.2202158272266388,0.14981709420681,0.2189546525478363,0.27034056186676025,0.2189546525478363,0.10490139573812485,0.18872006237506866,0.20060810446739197,0.13878031075000763
from,0.2737620174884796,0.20039871335029602,0.314039945602417,0.12159302085638046,0.31171464920043945,0.322764128446579,0.14891420304775238,0.4249346852302551,0.40150508284568787,0.17437699437141418,0.40150508284568787,0.14337734878063202,1.0,0.19161854684352875,0.19969791173934937
the,0.42745697498321533,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.48711544275283813,0.5829201340675354,0.24091660976409912,0.733189046382904,1.0,0.2824619710445404,1.0,0.21782036125659943,0.40150508284568787,0.20388591289520264,0.22068053483963013
1947,0.09657053649425507,0.074990414083004,0.13156339526176453,0.06037771701812744,0.11935493350028992,0.13711807131767273,0.0639626681804657,0.20373398065567017,0.25957298278808594,0.009500068612396717,0.25957298278808594,0.0001410917757311836,0.19847750663757324,0.09647751599550247,0.020605526864528656
film,0.17437689006328583,0.20774605870246887,0.24293163418769836,0.19744548201560974,0.25235438346862793,0.19172197580337524,0.4003164768218994,0.22166931629180908,0.2824619710445404,0.9999999403953552,0.2824619710445404,0.16979821026325226,0.17437699437141418,0.11365672200918198,0.16369038820266724
wyoming,0.19318029284477234,0.1385406255722046,0.19001664221286774,0.14969797432422638,0.18454132974147797,0.23913544416427612,0.15059000253677368,0.23376528918743134,0.25937825441360474,0.17064140737056732,0.25937825441360474,0.08123186230659485,0.1668284833431244,0.5540342926979065,0.19579485058784485
kid,0.28870874643325806,0.19636847078800201,0.17497378587722778,0.19454026222229004,0.24344006180763245,0.2345714569091797,0.29883646965026855,0.1273588091135025,0.1682891696691513,0.2593059241771698,0.1682891696691513,0.29251402616500854,0.14715473353862762,0.1684701293706894,0.2916106581687927
),0.26259949803352356,0.12293422222137451,0.3639558255672455,0.18381085991859436,0.3267642855644226,0.3640355169773102,0.2119818925857544,0.3680361211299896,0.3456730246543884,0.24370460212230682,0.3456730246543884,0.14588716626167297,0.2672361731529236,0.1771816909313202,0.42300865054130554
;,0.10986888408660889,-0.059939730912446976,0.0293948445469141,-0.0012340332614257932,0.0754367932677269,-0.02122584730386734,0.10328378528356552,0.054534342139959335,0.09152708947658539,-0.004339606035500765,0.09152708947658539,0.0472237765789032,0.07524215430021286,0.1310749053955078,0.10349778085947037
sugarfoot,0.29650869965553284,0.15415094792842865,0.2484302818775177,0.21947331726551056,0.2953489124774933,0.3373693823814392,0.30726030468940735,0.3168431222438812,0.35702112317085266,0.19433341920375824,0.35702112317085266,0.26297178864479065,0.2408462017774582,0.19538873434066772,0.2517614960670471
(,0.2411840260028839,0.11923244595527649,0.3357032239437103,0.183883935213089,0.2980341613292694,0.3206180930137634,0.20847518742084503,0.35032153129577637,0.33289089798927307,0.22846083343029022,0.33289089798927307,0.12740661203861237,0.25806233286857605,0.18700318038463593,0.40561532974243164
a,0.3320399522781372,0.2779408395290375,0.44038116931915283,0.21331243216991425,0.4508470594882965,1.0,0.21723723411560059,0.5052502155303955,0.5829201340675354,0.19172197580337524,0.5829201340675354,0.2612770199775696,0.322764128446579,0.19652092456817627,0.23916715383529663
remake,0.19082246720790863,0.11684220284223557,0.11671271920204163,0.25848960876464844,0.28471049666404724,0.21723723411560059,1.0000001192092896,0.15939995646476746,0.24091660976409912,0.4003164768218994,0.24091660976409912,0.3573225438594818,0.14891420304775238,0.18093213438987732,0.17784759402275085
of,0.33290785551071167,0.17376001179218292,0.4185989499092102,0.14607268571853638,0.4069072902202606,0.5052502155303955,0.15939995646476746,1.0,0.733189046382904,0.22166931629180908,0.733189046382904,0.16048085689544678,0.4249346852302551,0.18418718874454498,0.1826142966747284
the,0.42745697498321533,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.48711544275283813,0.5829201340675354,0.24091660976409912,0.733189046382904,1.0,0.2824619710445404,1.0,0.21782036125659943,0.40150508284568787,0.20388591289520264,0.22068053483963013
1954,-0.028202006593346596,0.040479596704244614,0.0640338808298111,0.01942364126443863,7.787912909407169e-05,-0.010301508940756321,-0.01678413152694702,0.040509894490242004,0.05573182925581932,-0.029031645506620407,0.05573182925581932,0.058799706399440765,0.0634748786687851,-0.021257678046822548,-0.028866952285170555
film,0.17437689006328583,0.20774605870246887,0.24293163418769836,0.19744548201560974,0.25235438346862793,0.19172197580337524,0.4003164768218994,0.22166931629180908,0.2824619710445404,0.9999999403953552,0.2824619710445404,0.16979821026325226,0.17437699437141418,0.11365672200918198,0.16369038820266724
the,0.42745697498321533,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.48711544275283813,0.5829201340675354,0.24091660976409912,0.733189046382904,1.0,0.2824619710445404,1.0,0.21782036125659943,0.40150508284568787,0.20388591289520264,0.22068053483963013
boy,0.2377057820558548,0.16001184284687042,0.14056088030338287,0.20114336907863617,0.2472873330116272,0.2612770199775696,0.3573225438594818,0.16048085689544678,0.21782036125659943,0.16979821026325226,0.21782036125659943,0.9999999403953552,0.14337734878063202,0.1236705482006073,0.1530727595090866
from,0.2737620174884796,0.20039871335029602,0.314039945602417,0.12159302085638046,0.31171464920043945,0.322764128446579,0.14891420304775238,0.4249346852302551,0.40150508284568787,0.17437699437141418,0.40150508284568787,0.14337734878063202,1.0,0.19161854684352875,0.19969791173934937
oklahoma,0.16219964623451233,0.12972413003444672,0.20359908044338226,0.2049959897994995,0.21668951213359833,0.19652092456817627,0.18093213438987732,0.18418718874454498,0.20388591289520264,0.11365672200918198,0.20388591289520264,0.1236705482006073,0.19161854684352875,1.0000001192092896,0.17251837253570557
),0.26259949803352356,0.12293422222137451,0.3639558255672455,0.18381085991859436,0.3267642855644226,0.3640355169773102,0.2119818925857544,0.3680361211299896,0.3456730246543884,0.24370460212230682,0.3456730246543884,0.14588716626167297,0.2672361731529236,0.1771816909313202,0.42300865054130554
;,0.10986888408660889,-0.059939730912446976,0.0293948445469141,-0.0012340332614257932,0.0754367932677269,-0.02122584730386734,0.10328378528356552,0.054534342139959335,0.09152708947658539,-0.004339606035500765,0.09152708947658539,0.0472237765789032,0.07524215430021286,0.1310749053955078,0.10349778085947037
and,0.31309178471565247,0.24895258247852325,0.5064792633056641,0.16453155875205994,0.3740963041782379,0.3739250600337982,0.1580750048160553,0.5116966962814331,0.5171257257461548,0.23832054436206818,0.5171257257461548,0.18920087814331055,0.3601827025413513,0.19411124289035797,0.20544172823429108
maverick,0.19769038259983063,0.21647365391254425,0.3006379008293152,0.30501484870910645,0.295791357755661,0.2168574333190918,0.2937111556529999,0.2010183334350586,0.30924922227859497,0.261861115694046,0.30924922227859497,0.23207329213619232,0.19765764474868774,0.2883731722831726,0.19297784566879272
.,0.3567904531955719,0.18964338302612305,0.4726039469242096,0.2567209303379059,0.40146201848983765,0.50484299659729,0.23066629469394684,0.5352458953857422,0.5934505462646484,0.22823183238506317,0.5934505462646484,0.1813209354877472,0.41536515951156616,0.23428091406822205,0.4130953550338745
