,when,did,tesla,stop,serving,as,the,vice,president,of,american,institute,of,electrical,engineers,?
tesla,0.1504557579755783,0.09757418930530548,0.9999999403953552,0.10100511461496353,0.1117480918765068,0.10285310447216034,0.1324402391910553,0.11521921306848526,0.1925830990076065,0.18837453424930573,0.12191694229841232,0.15442416071891785,0.18837453424930573,0.45727142691612244,0.3254041373729706,0.10250775516033173
served,0.1625121384859085,0.19789284467697144,0.06776043027639389,0.13814470171928406,0.724631667137146,0.35688039660453796,0.25209251046180725,0.352902352809906,0.370574951171875,0.2967056334018707,0.25616714358329773,0.1724761426448822,0.2967056334018707,0.14628960192203522,0.1811988800764084,0.117141492664814
as,0.4437963366508484,0.3596470057964325,0.10285310447216034,0.20919211208820343,0.3189169466495514,1.0,0.48381632566452026,0.25710538029670715,0.2031671553850174,0.3886612355709076,0.2994234561920166,0.23080535233020782,0.3886612355709076,0.1705186367034912,0.1908814013004303,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.21033835411071777,0.22999881207942963,0.39550232887268066,0.5829201340675354,0.13536539673805237,0.16959697008132935,0.5052502155303955,0.22026167809963226,0.15834029018878937,0.5052502155303955,0.2779098153114319,0.17078717052936554,0.23916715383529663
vice,0.13835658133029938,0.15456269681453705,0.11521921306848526,0.14987462759017944,0.31159067153930664,0.25710538029670715,0.2412198781967163,0.9999999403953552,0.7407976388931274,0.21141734719276428,0.23051752150058746,0.15816959738731384,0.21141734719276428,0.209852397441864,0.21526913344860077,0.1369185745716095
president,0.17933911085128784,0.1801012009382248,0.1925830990076065,0.17587757110595703,0.34823623299598694,0.2031671553850174,0.24330610036849976,0.7407976388931274,1.0000001192092896,0.21610750257968903,0.25288230180740356,0.1685331165790558,0.21610750257968903,0.15365123748779297,0.17200011014938354,0.14148259162902832
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.2052845060825348,0.3198694884777069,0.3886612355709076,0.733189046382904,0.21141734719276428,0.21610750257968903,1.0,0.22180068492889404,0.2977932393550873,1.0,0.23057208955287933,0.189129039645195,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.25771772861480713,0.2714371681213379,0.48381632566452026,1.0,0.2412198781967163,0.24330610036849976,0.733189046382904,0.24562937021255493,0.24399729073047638,0.733189046382904,0.2523402273654938,0.25282254815101624,0.22068053483963013
american,0.19090662896633148,0.21486236155033112,0.12191694229841232,0.10003304481506348,0.23450005054473877,0.2994234561920166,0.24562937021255493,0.23051752150058746,0.25288230180740356,0.22180068492889404,1.0000001192092896,0.24250324070453644,0.22180068492889404,0.1456407755613327,0.21152135729789734,0.18877598643302917
institute,0.14507931470870972,0.13879841566085815,0.15442416071891785,0.08768511563539505,0.14538469910621643,0.23080535233020782,0.24399729073047638,0.15816959738731384,0.1685331165790558,0.2977932393550873,0.24250324070453644,1.0,0.2977932393550873,0.19961734116077423,0.35184910893440247,0.115291528403759
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.2052845060825348,0.3198694884777069,0.3886612355709076,0.733189046382904,0.21141734719276428,0.21610750257968903,1.0,0.22180068492889404,0.2977932393550873,1.0,0.23057208955287933,0.189129039645195,0.1826142966747284
electrical,0.29064828157424927,0.12294142693281174,0.45727142691612244,0.11209386587142944,0.14407746493816376,0.1705186367034912,0.2523402273654938,0.209852397441864,0.15365123748779297,0.23057208955287933,0.1456407755613327,0.19961734116077423,0.23057208955287933,1.0000001192092896,0.4138019382953644,0.10923371464014053
engineers,0.1943056285381317,0.24937547743320465,0.3254041373729706,0.19232237339019775,0.1460486650466919,0.1908814013004303,0.25282254815101624,0.21526913344860077,0.17200011014938354,0.189129039645195,0.21152135729789734,0.35184910893440247,0.189129039645195,0.4138019382953644,1.0,0.18139411509037018
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.24759207665920258,0.2828509509563446,0.48816442489624023,0.4933079481124878,0.2756725251674652,0.26552814245224,0.4946078956127167,0.3048616647720337,0.25896888971328735,0.4946078956127167,0.24516360461711884,0.20086117088794708,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.25771772861480713,0.2714371681213379,0.48381632566452026,1.0,0.2412198781967163,0.24330610036849976,0.733189046382904,0.24562937021255493,0.24399729073047638,0.733189046382904,0.2523402273654938,0.25282254815101624,0.22068053483963013
forerunner,0.1732672154903412,0.18520309031009674,0.2702838182449341,0.09524396806955338,0.13322784006595612,0.19402161240577698,0.2814067304134369,0.21595166623592377,0.23188470304012299,0.23956505954265594,0.233587846159935,0.31698378920555115,0.23956505954265594,0.2807043790817261,0.24821928143501282,0.11524749547243118
(,0.2459595799446106,0.18979617953300476,0.2156914919614792,0.1330289989709854,0.19309857487678528,0.32029855251312256,0.33289089798927307,0.2118174284696579,0.2037333846092224,0.35032153129577637,0.3044136166572571,0.17226308584213257,0.35032153129577637,0.21043901145458221,0.11962000280618668,0.40561532974243164
along,0.3277623653411865,0.18832118809223175,0.1016557365655899,0.2269335687160492,0.19250617921352386,0.31813573837280273,0.39495137333869934,0.07939700782299042,0.12066636234521866,0.34889817237854004,0.16784822940826416,0.12541787326335907,0.34889817237854004,0.205083429813385,0.19066041707992554,0.17134909331798553
with,0.5075214505195618,0.25472134351730347,0.16424812376499176,0.2378961592912674,0.21223559975624084,0.40387406945228577,0.4223487675189972,0.1132759153842926,0.14994901418685913,0.41827285289764404,0.20245933532714844,0.11803092807531357,0.41827285289764404,0.1801341325044632,0.20687973499298096,0.2433311939239502
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.25771772861480713,0.2714371681213379,0.48381632566452026,1.0,0.2412198781967163,0.24330610036849976,0.733189046382904,0.24562937021255493,0.24399729073047638,0.733189046382904,0.2523402273654938,0.25282254815101624,0.22068053483963013
institute,0.14507931470870972,0.13879841566085815,0.15442416071891785,0.08768511563539505,0.14538469910621643,0.23080535233020782,0.24399729073047638,0.15816959738731384,0.1685331165790558,0.2977932393550873,0.24250324070453644,1.0,0.2977932393550873,0.19961734116077423,0.35184910893440247,0.115291528403759
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.2052845060825348,0.3198694884777069,0.3886612355709076,0.733189046382904,0.21141734719276428,0.21610750257968903,1.0,0.22180068492889404,0.2977932393550873,1.0,0.23057208955287933,0.189129039645195,0.1826142966747284
radio,0.13374444842338562,0.16486462950706482,0.2212681919336319,0.14122623205184937,0.1810053139925003,0.18667691946029663,0.23511973023414612,0.13676317036151886,0.10418909043073654,0.16079017519950867,0.23839303851127625,0.21091662347316742,0.16079017519950867,0.27583175897598267,0.19972290098667145,0.08763375133275986
engineers,0.1943056285381317,0.24937547743320465,0.3254041373729706,0.19232237339019775,0.1460486650466919,0.1908814013004303,0.25282254815101624,0.21526913344860077,0.17200011014938354,0.189129039645195,0.21152135729789734,0.35184910893440247,0.189129039645195,0.4138019382953644,1.0,0.18139411509037018
),0.2538422644138336,0.18584993481636047,0.22692398726940155,0.12898240983486176,0.20410093665122986,0.32161882519721985,0.3456730246543884,0.1855180263519287,0.1912459284067154,0.3680361211299896,0.30758509039878845,0.18211983144283295,0.3680361211299896,0.21096712350845337,0.1315361112356186,0.42300865054130554
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.2052845060825348,0.3198694884777069,0.3886612355709076,0.733189046382904,0.21141734719276428,0.21610750257968903,1.0,0.22180068492889404,0.2977932393550873,1.0,0.23057208955287933,0.189129039645195,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.25771772861480713,0.2714371681213379,0.48381632566452026,1.0,0.2412198781967163,0.24330610036849976,0.733189046382904,0.24562937021255493,0.24399729073047638,0.733189046382904,0.2523402273654938,0.25282254815101624,0.22068053483963013
modern-day,0.2607916295528412,0.27556464076042175,0.2952616214752197,0.15570713579654694,0.17113807797431946,0.26096105575561523,0.3206247389316559,0.1605319380760193,0.2160147875547409,0.27121108770370483,0.2462172657251358,0.2607114613056183,0.27121108770370483,0.24140797555446625,0.2562360167503357,0.2257315069437027
ieee,0.13168855011463165,0.056864287704229355,0.3623356223106384,0.059552405029535294,0.16262458264827728,0.1882835477590561,0.1838465929031372,0.21847063302993774,0.2169038951396942,0.2129846066236496,0.24350228905677795,0.3035942316055298,0.2129846066236496,0.37310829758644104,0.33787575364112854,0.16785793006420135
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.24759207665920258,0.2828509509563446,0.48816442489624023,0.4933079481124878,0.2756725251674652,0.26552814245224,0.4946078956127167,0.3048616647720337,0.25896888971328735,0.4946078956127167,0.24516360461711884,0.20086117088794708,0.31091248989105225
from,0.405669629573822,0.20248863101005554,0.10324860364198685,0.2531625032424927,0.25637286901474,0.3251767158508301,0.40150508284568787,0.18319828808307648,0.14635725319385529,0.4249346852302551,0.20110583305358887,0.23353208601474762,0.4249346852302551,0.19713543355464935,0.13923238217830658,0.19969791173934937
1892,0.03494388610124588,0.020185532048344612,-0.037353258579969406,0.0345144160091877,0.040172770619392395,0.07406052947044373,0.1010928824543953,-0.028362341225147247,-0.038046278059482574,0.06631195545196533,-0.025215793401002884,-0.04524126648902893,0.06631195545196533,0.04255233332514763,-0.017718076705932617,-0.03980826586484909
