,how,many,mechanisms,does,a,typical,steam,engine,have,to,keep,boiler,pressure,from,getting,too,high,?
steam,0.13796336948871613,0.1984996646642685,0.2618105709552765,0.1864793747663498,0.2141898274421692,0.22535595297813416,1.0000001192092896,0.4921848475933075,0.15978071093559265,0.22894427180290222,0.1902686208486557,0.5418540835380554,0.32320529222488403,0.2270648181438446,0.14021208882331848,0.17452232539653778,0.17955797910690308,0.113324373960495
engines,0.1776673048734665,0.23802568018436432,0.2927621901035309,0.1721057891845703,0.20574161410331726,0.12279748171567917,0.4903687536716461,0.8767010569572449,0.2422233670949936,0.24536406993865967,0.18270675837993622,0.34521135687828064,0.26596060395240784,0.19347095489501953,0.20289616286754608,0.204938605427742,0.18357564508914948,0.18940703570842743
frequently,0.2850501835346222,0.38650545477867126,0.26182711124420166,0.24587449431419373,0.30052557587623596,0.3123556077480316,0.19206184148788452,0.1551089882850647,0.38749194145202637,0.368136465549469,0.1788499504327774,0.21375729143619537,0.2102939933538437,0.24779574573040009,0.2926224172115326,0.3099821209907532,0.19568665325641632,0.21401989459991455
possess,0.23607701063156128,0.24209630489349365,0.33123767375946045,0.3289811313152313,0.2543204426765442,0.2273414134979248,0.17373710870742798,0.14357559382915497,0.43421053886413574,0.287485271692276,0.2119225412607193,0.14364323019981384,0.19117040932178497,0.18636317551136017,0.1664559245109558,0.2653157711029053,0.14451783895492554,0.1285712569952011
two,0.2499001920223236,0.5147606730461121,0.18859808146953583,0.2100418359041214,0.3289857804775238,0.2095918208360672,0.19775374233722687,0.1915048211812973,0.4498785734176636,0.3343428373336792,0.21745729446411133,0.19680137932300568,0.18043477833271027,0.25732070207595825,0.24287335574626923,0.2106468230485916,0.1789831668138504,0.19645625352859497
independent,0.1741381734609604,0.20261110365390778,0.1264917403459549,0.2062940001487732,0.2332436740398407,0.09130752086639404,0.11090279370546341,0.14959006011486053,0.20922285318374634,0.20949965715408325,0.2172110378742218,0.0902896374464035,0.14973735809326172,0.16480715572834015,0.05644189193844795,0.08636070787906647,0.09130657464265823,0.11902587860822678
mechanisms,0.31400054693222046,0.2943952679634094,1.0000001192092896,0.2180221676826477,0.19530636072158813,0.23604415357112885,0.2618105709552765,0.26146790385246277,0.2852206528186798,0.2500166893005371,0.17240270972251892,0.23506002128124237,0.21980643272399902,0.12595655024051666,0.16050393879413605,0.2024868279695511,0.08687636256217957,0.20209980010986328
for,0.3308170735836029,0.40972793102264404,0.2555733025074005,0.35159170627593994,0.44038116931915283,0.2583286166191101,0.19393667578697205,0.17779722809791565,0.41175219416618347,0.4451248347759247,0.2518472671508789,0.1533471941947937,0.16119280457496643,0.314039945602417,0.34310558438301086,0.31008657813072205,0.1925620585680008,0.264628142118454
ensuring,0.35282546281814575,0.27915266156196594,0.30887115001678467,0.3084908127784729,0.26176589727401733,0.2079179883003235,0.1915435940027237,0.2598332166671753,0.3433501124382019,0.33705413341522217,0.3111098110675812,0.29251593351364136,0.22599846124649048,0.14792543649673462,0.37038853764533997,0.24807240068912506,0.1046052947640419,0.201530322432518
that,0.557814359664917,0.5391656160354614,0.2760249972343445,0.4764937460422516,0.47537946701049805,0.26073241233825684,0.24386391043663025,0.23960842192173004,0.6182622313499451,0.5436353087425232,0.45155078172683716,0.22063715755939484,0.30906030535697937,0.3477667272090912,0.3885533809661865,0.465911328792572,0.2400680035352707,0.32716336846351624
the,0.33890387415885925,0.4335206151008606,0.2385137975215912,0.35928019881248474,0.5829201340675354,0.28039172291755676,0.23105813562870026,0.21651263535022736,0.40389683842658997,0.535392165184021,0.22379513084888458,0.2309672236442566,0.28285476565361023,0.40150508284568787,0.2930673360824585,0.26985910534858704,0.28034812211990356,0.22068053483963013
pressure,0.2370646893978119,0.22926534712314606,0.21980643272399902,0.21297191083431244,0.23459996283054352,0.21523131430149078,0.32320529222488403,0.2742706835269928,0.24172334372997284,0.30812981724739075,0.23329421877861023,0.36229032278060913,1.0000001192092896,0.16618163883686066,0.22868262231349945,0.301248162984848,0.30722498893737793,0.142023503780365
in,0.2601168751716614,0.41474202275276184,0.20443810522556305,0.214483380317688,0.539380669593811,0.2587708830833435,0.19852672517299652,0.18885408341884613,0.36843645572662354,0.45010748505592346,0.2550279498100281,0.25116536021232605,0.16116683185100555,0.4274188280105591,0.2387998104095459,0.21702995896339417,0.2652597725391388,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2385137975215912,0.35928019881248474,0.5829201340675354,0.28039172291755676,0.23105813562870026,0.21651263535022736,0.40389683842658997,0.535392165184021,0.22379513084888458,0.2309672236442566,0.28285476565361023,0.40150508284568787,0.2930673360824585,0.26985910534858704,0.28034812211990356,0.22068053483963013
boiler,0.16283932328224182,0.16972360014915466,0.23506002128124237,0.18338285386562347,0.2275201976299286,0.2567961513996124,0.5418540835380554,0.4149084687232971,0.14907895028591156,0.18706591427326202,0.237465038895607,0.9999999403953552,0.36229032278060913,0.18537253141403198,0.2218957543373108,0.2135447859764099,0.17135687172412872,0.20881007611751556
does,0.37637394666671753,0.30303922295570374,0.2180221676826477,1.0,0.38201746344566345,0.28284767270088196,0.1864793747663498,0.1364237666130066,0.3709583580493927,0.4391997456550598,0.2720739543437958,0.18338285386562347,0.21297191083431244,0.1777622550725937,0.23745566606521606,0.36393922567367554,0.2028418332338333,0.338003009557724
not,0.4869767427444458,0.4369727373123169,0.28969302773475647,0.6355478763580322,0.3791346549987793,0.2696605622768402,0.24001364409923553,0.1736949235200882,0.5619372129440308,0.5149973034858704,0.4098449647426605,0.20549780130386353,0.26434892416000366,0.2567668557167053,0.3544382154941559,0.4887581467628479,0.2040453404188156,0.41942933201789856
